##NAME|SUBNAME|OFFICE|TELNUM|NEWADDR|MAJOR|BIRTH|STATUS|SOURCE2@@변호사
법무법인/진|||2136-8100|서울 서초구 반포대로 138 , 2층(서초동, 양진빌딩)||||대한변호사협회
법무법인/우공|||525-0133|서울 서초구 법원로2길 17-6 , 5층(서초동, 형덕빌딩)||||대한변호사협회
법무법인/좋은사람|||031-876-6111|경기 의정부시 녹양로 44 , 301호(가능동, 삼형빌딩)||||대한변호사협회
국원/법무법인|||043-844-9005|충북 충주시 계명대로 104 (교현동)||||대한변호사협회
법무법인/케이에스앤피|||596-1234|서울 서초구 서초중앙로24길 16, 2층, 5층, 6층 (서초동, 케이엠타워)||||대한변호사협회
법무법인/담박|||548-4301|서울 서초구 서초대로 250 , 11층(서초동, 스타갤러리브릿지)||||대한변호사협회
법무법인/시월|||556-8511|서울 강남구 테헤란로27길 8 , 13층(역삼동, 다온빌딩)||||대한변호사협회
법무법인/케이엘에프|||738-9600|서울 서초구 서초중앙로 151 (서초동, 정암빌딩)||||대한변호사협회
법무법인/리|||536-5821|서울 서초구 강남대로 221,304호(양재동,동성빌딩)||||대한변호사협회
법무법인/우일|||591-6633|서울 서초구 서초중앙로 148 , 10층(서초동, 희성빌딩)||||대한변호사협회
법무법인/경성|||785-1924|서울 영등포구 국제금융로8길 25 , 706호(여의도동, 주택건설회관)||||대한변호사협회
법무법인/삼율|||585-2345|서울 서초구 서초대로42길 41, 4층 (서초동, 안화빌딩)||||대한변호사협회
법무법인/정곡|||032-875-2011|인천 남구 소성로185번길 23 , 501호(학익동, 육삼빌딩)||||대한변호사협회
법무법인/제하|||6226-7400|서울 강남구 테헤란로 447 , 15층(삼성동, KB우준타워)||||대한변호사협회
법무법인/참솔|||064-752-2014|제주 제주시 중앙로 293 , 3층(이도이동, 대신빌딩)||||대한변호사협회
법무법인/창천|||3476-7070|서울 서초구 서초중앙로26길 13 , 2층(서초동)||||대한변호사협회
법무법인/규원|||3478-9200|서울 서초구 서초대로49길 12 , 206호, 207호, 208호(서초동, 한승아스트라2차)||||대한변호사협회
신아/법무법인|||557-1447|서울 서초구 강남대로 315 , 3~4층 (서초동, 클리포드빌딩)||||대한변호사협회
법무법인/제주로펌|||064-723-5780|제주 제주시 연삼로 429 , 4층(이도이동)||||대한변호사협회
법무법인/큐브|||053-784-0001|대구 수성구 동대구로 400 , 13층(범어동, 대구문화방송)||||대한변호사협회
법무법인/좋은친구|||537-7600|서울 서초구 법원로 10 , 505호(서초동, 정곡빌딩남관)||||대한변호사협회
법무법인/마음|||053-721-8864|대구 수성구 동대구로 395 , 5층(범어동, 참저축은행빌딩)||||대한변호사협회
법무법인/린|||3477-8500|서울 서초구 서초대로 347, 601호, 801호, 1401호 (서초동, 서초크로바타워)||||대한변호사협회
법무법인/정인|||051-911-6161|부산 연제구 법원로 28, 12층전체, 13층 1301호, 1302호, 1303호, 1304호, 11층 1104호 (거제동, 부산법조타운빌딩)||||대한변호사협회
법무법인/좋은생각|||455-3030|서울 송파구 법원로11길 11 , B동 224호, 225호(문정동, 문정현대지식산업센터 1-1)||||대한변호사협회
법무법인/민국|||540-7944|서울 서초구 서초대로56길 22, 5층 (서초동, 성운빌딩)||||대한변호사협회
법무법인/신지|||070-4907-0208|서울 강남구 테헤란로8길 33 , 6층 602호(역삼동, 청원빌딩)||||대한변호사협회
법무법인/청남로|||042-488-7831|대전 서구 둔산로137번길 35,2층,4층(둔산동,청남빌딩)||||대한변호사협회
법무법인/제이피|||590-2900|서울 서초구 서초대로78길 5, 16층(서초동, 대각빌딩)||||대한변호사협회
법무법인/태종|||051-507-1991|부산 연제구 법원로 12 , 701호(거제동, 로윈타워빌딩)||||대한변호사협회
법무법인/더킴로펌|||055-264-3703|경남 창원시 성산구 창이대로689번길 4-5 , 101호(사파동, 세영빌딩)||||대한변호사협회
법무법인/다전|||3474-2900|서울 서초구 서초대로 274 , 701호(서초동, 3000타워)||||대한변호사협회
법무법인/승우|||031-928-5006|경기 의정부시 녹양로34번길 12 , 3층(가능동)||||대한변호사협회
법무법인/세림|||522-8470|서울 서초구 서초대로 264, 2층 (서초동, 법조타워)||||대한변호사협회
법무법인/연두|||6403-6000|서울 강남구 강남대로 354, 707호 (역삼동, 혜천빌딩)||||대한변호사협회
법무법인/선정|||593-7070|서울 서초구 반포대로 106 , 6층(서초동, 태홍빌딩)||||대한변호사협회
법무법인/이오|||053-951-0025|대구 수성구 동대구로59길 8-12, 4층(범어동, 애플타워2)||||대한변호사협회
법무법인/다지원|||063-276-5900|전북 전주시 덕진구 사평로 38 , 2층(덕진동, 성산빌딩)||||대한변호사협회
법무법인/담솔|||596-9777|서울 서초구 서초중앙로24길 27 , 501호(서초동, G5센트럴프라자)||||대한변호사협회
법무법인/리앤파트너스|||6477-5500|서울 서초구 서초대로 347 , 1302호(서초동, 서초디타워)||||대한변호사협회
법무법인/에토스|||595-6100|서울 서초구 서초대로 269 , 501호(서초동, 부림빌딩)||||대한변호사협회
법무법인/신재|||053-754-8787|대구 수성구 동대구로73길 6 , 7층, 8층(범어동, 명보법조타워)||||대한변호사협회
법무법인/율강|||051-717-2570|부산 연제구 법원로32번길 9 , 5층(거제동, 고려빌딩)||||대한변호사협회
법무법인/시선|||594-3003|서울 서초구 서초중앙로 125 , 8층 801호, 802호, 803호(서초동, 로이어즈타워)||||대한변호사협회
법무법인/행복한|||063-278-4434|전북 전주시 덕진구 만성동로 60, 403호 (만성동, 리드타워)||||대한변호사협회
법무법인/케이|||031-8016-4972|경기 성남시 분당구 하오개로351번길 3 , 2층(운중동)||||대한변호사협회
법무법인/비트|||576-8990|서울 강남구 영동대로 735,9층(청담동,골프존타워서울)||||대한변호사협회
법무법인/디라이트|||2051-1870|서울 서초구 강남대로 311, 812호 (서초동, 한화생명보험빌딩)||||대한변호사협회
법무법인현진|||535-0306|서울 서초구 서초중앙로 199, 701호 (반포동, 장학재단빌딩)||||대한변호사협회
법무법인/안정|||032-876-3400|인천 남구 소성로 171 , 603호(학익동, 로시스빌딩)||||대한변호사협회
법무법인/한가람|||02-537-5170|서울 서초구 서초중앙로 145 , 4층(서초동, 중산빌딩)||||대한변호사협회
법무법인/삼환|||523-3131|서울 서초구 서초대로46길 20 , 3층(서초동)||||대한변호사협회
법무법인/정운|||754-1063|서울 서초구 강남대로39길 26-1 , 3층 (서초동, 거원빌딩)||||대한변호사협회
법무법인/씨앤케이(법무법인C&K)|||031-216-1399|경기 수원시 영통구 광교중앙로248번길 7-2 , 701호, 702호 (하동, 원희캐슬 광교)||||대한변호사협회
법무법인/명|||525-4162|서울 서초구 서초대로 266 , 1304호(서초동, 아스트라)||||대한변호사협회
법무법인/지성|||6207-2105|서울 서초구 서초대로 254 , 1013호(서초동, 오퓨런스)||||대한변호사협회
법무법인/세연|||761-0900|서울 영등포구 국제금융로2길 32 , 8층(여의도동, 여의도파이낸스타워)||||대한변호사협회
법무법인/예강|||594-8700|서울 서초구 서초대로 269 , 301호(서초동, 부림빌딩)||||대한변호사협회
법무법인/화율|||055-281-4400|경남 창원시 성산구 창이대로 695 , 602호(사파동, 더원빌딩)||||대한변호사협회
법무법인/더나은|||051-202-0015|부산 강서구 명지국제1로 60-1, 502호 (명지동,  에스알빌딩)||||대한변호사협회
법무법인/혜승|||6402-7300|서울 서초구 서초대로53길 23 , 6층(서초동, 수성수빌딩)||||대한변호사협회
법무법인/한수|||3471-3388|서울 서초구 서초대로46길 25, 5층 (서초동, 창영빌딩)||||대한변호사협회
법무법인/광해|||032-873-4403|인천 남구 소성로185번길 16-20 , 401호(학익동, 대승빌딩)||||대한변호사협회
법무법인/다일|||031-475-7400|경기 안산시 단원구 광덕서로 68 , 204호, 205호(고잔동, 삼영빌딩)||||대한변호사협회
법무법인/천문|||031-908-5007|경기 고양시 일산동구 장백로 212 , 801호(장항동, 일산법조빌딩)||||대한변호사협회
법무법인/좋은|||051-911-5111|부산 연제구 법원로 18 , 8층(거제동, 세종빌딩)||||대한변호사협회
법무법인/한올|||051-505-1717|부산 연제구 법원남로15번길 17 , 401호(거제동, 대원빌딩)||||대한변호사협회
법무법인/정행|||537-1955|서울 서초구 서초대로 264, 6층 (서초동, 법조타워)||||대한변호사협회
법무법인/새날|||055-264-7977|경남 창원시 성산구 창이대로689번길 10 , 401호(사파동, 성은빌딩)||||대한변호사협회
법무법인/율석|||032-861-4455|인천 남구 소성로 171 , 803호(학익동, 로시스빌딩)||||대한변호사협회
법무법인/휘명|||558-1600|서울 강남구 테헤란로63길 11, 8층 (삼성동, 이노센스빌딩)||||대한변호사협회
법무법인/이헌|||523-5547|서울 서초구 서초대로50길 18 , 5층(서초동, 유성빌딩)||||대한변호사협회
법무법인/가온|||02-3446-5419|서울 강남구 삼성로 547 , 5층, 6층(삼성동, Bk-Tower)||||대한변호사협회
법무법인/하민|||6959-5120|서울 서초구 서초중앙로 114 , 401호(서초동, 일광빌딩)||||대한변호사협회
법무법인/동민|||593-0123|서울 서초구 법원로 16, 204호 (서초동, 정곡빌딩동관), 서울 서초구 법원로 15, 401호(서초동, 정곡빌딩 서관)||||대한변호사협회
법무법인/평우|||062-234-4100|광주 북구 동문대로 158, 6층 (두암동)||||대한변호사협회
법무법인/고구려|||533-2119|서울 서초구 서초대로 274 , 8층(서초동, 3000타워)||||대한변호사협회
법무법인/아인|||581-5400|서울 서초구 서초중앙로 118 , 4층(서초동, 카이스시스템빌딩)||||대한변호사협회
법무법인/문평|||02-521-4594|서울 서초구 서초중앙로 164 , 5층(서초동, 신한국빌딩)||||대한변호사협회
법무법인/친구|||051-717-3030|부산 연제구 법원로 38, 501호 (거제동, 로펌빌딩)||||대한변호사협회
법무법인/태환|||532-4610|서울 서초구 서초대로 274 , 7층(서초동, 3000타워)||||대한변호사협회
법무법인/안다|||521-8100|서울 서초구 반포대로30길 34, 202호 (서초동, 신정빌딩)||||대한변호사협회
법무법인/예우|||032-864-3400|인천 남구 소성로185번길 16-20 , 201호(학익동, 대승빌딩)||||대한변호사협회
법무법인/건|||063-225-3663|전북 전주시 완산구 홍산남로 53 , 5층(효자동3가, 경복궁빌딩)||||대한변호사협회
법무법인/다율|||051-506-7227|부산 연제구 법원로 20, 1105호, 1401호, 1402호(거제동, 로제스티빌딩)((주사무소 확장)) 부산 연제구 법원로 28, 306호, 1101호||||대한변호사협회
법무법인/추양/가을햇살|||3276-3040,3042|서울 종로구 새문안로 92,2224호(신문로1가,광화문오피시아)||||대한변호사협회
법무법인/이음|||597-9494|서울 서초구 반포대로20길 61, 4층 (서초동, 동성빌딩)||||대한변호사협회
법무법인/규로|||055-285-8866|경남 창원시 성산구 창이대로689번길 4-3,4층(사파동,대성빌딩)||||대한변호사협회
법무법인/엠더블유|||525-3390|서울 서초구 강남대로 349 , 12층(서초동, 우남빌딩)||||대한변호사협회
법무법인/정론|||521-2005|서울 서초구 법원로3길 21, 3층(서초동, 이정빌딩), (확장)서울 서초구 법원로3길 23, 303호(서초동, 아르스빌딩)||||대한변호사협회
법무법인/동률|||2279-4700|서울 중구 장충단로 213 , 9층 901호(광희동, 동훈빌딩)||||대한변호사협회
법무법인/포럼|||3487-2241|서울 서초구 서초중앙로 160 , 1105호(서초동, 법률센터)||||대한변호사협회
법무법인/자연|||583-5700|서울 서초구 반포대로 90 , 2층 (서초동, 세환빌딩)||||대한변호사협회
법무법인/주한|||031-217-3250|경기 수원시 영통구 동수원로 514 , 3층, 4층(매탄동, 세림빌딩)||||대한변호사협회
법무법인/문호|||031-901-9229|경기 고양시 일산동구 장백로 208 , 8층(장항동, 성암빌딩)||||대한변호사협회
법무법인/단|||583-9361|서울 서초구 서초중앙로 117, 8층 (서초동, 훈민타워)||||대한변호사협회
법무법인/호연|||596-9393|서울 서초구 서초대로 253,301호,303호(서초동,지천빌딩)||||대한변호사협회
법무법인/법조|||594-5963|서울 서초구 반포대로 106 , 2층(서초동, 태홍빌딩)||||대한변호사협회
법무법인/윤성|||889-8080|서울 관악구 호암로 586-1 (신림동, 대학오르바체)||||대한변호사협회
법무법인/현우|||6334-0804|서울 서초구 반포대로30길 6 , 5층(서초동, 대영빌딩)||||대한변호사협회
법무법인/명도|||523-7166|서울 서초구 서초대로41길 19,1층103호(서초동,한국사학진흥재단)||||대한변호사협회
법무법인/서화|||598-8937|서울 서초구 서초중앙로 119,9층(서초동, 세연타워)||||대한변호사협회
법무법인/진솔|||536-2455|서울 서초구 서초중앙로 148,11층(서초동,김영빌딩)||||대한변호사협회
법무법인/서울센트럴|||537-4100|서울 서초구 법원로 15, 301호, 506호,  507호, 509호, 517호 (서초동, 정곡빌딩 서관)||||대한변호사협회
법무법인/무등/종합법률|||062-226-7900|광주 동구 준법로25번길 16, 4층 (지산동)||||대한변호사협회
법무법인/성현|||6293-3000|서울 서초구 서초대로 251, 2층 (서초동, 삼우빌딩)||||대한변호사협회
