##NAME|SUBNAME|TELNUM|ADDR|FEAT@@태권도장
상무 체육관||413-7830|서울 송파구 석촌동 269|
상아 체육관||02-449-8503|서울 송파구 오금동 165 (상아APT내) 2층|
송파경희 체육관||024128056|서울 송파구 송파동 131-2|
쌍용올림픽 체육관||4090600|서울 송파구 가락동 쌍용아파트 28동 상가|
아성 체육관||413-4272|서울 송파구 잠실동 316-6|
양문 체육관||408-9236|서울 송파구 문정동 97-1|
영풍 체육관||400-5336|서울 송파구 거여동 136 삼호상가 2층|
왕호 체육관||406-2505|서울 송파구 가락동 31|
왕호1 체육관||477-5737|서울 송파구 풍납2동3 99|
용사경희 체육관||470-6740|서울 송파구 풍납동 259-8|
원도 체육관||476-4141|서울 송파구 풍납동 156-12|
원도 체육관||416-5333|서울 송파구 송파2동 103 경질빌딩(2층)|
충무 체육관||406-9030|서울 송파구 마천2동 128-83  2층|
통일 체육관||423-1920|서울 송파구 잠실7동 101-1 프리마쇼핑 5층|
용인대||472-2230|서울 송파구 한가람로16길 7 (풍납동, 동아한가람아파트) 205-206호|
현무 체육관||4005677|서울 송파구 마천동 307-5 2층|
홍익 체육관||449-1566|서울 송파구 마천2동 13-7|
효태권도사관 체육관||400--5434|서울 송파구 마천동 158-2 (2층)|
경인 체육관||02-2654-8609|서울 양천구 목5동 908-34 부영그린타운3차 1동 B1|
경희대석사 체육관||2646-2531|서울 양천구 신정동 326 목동 12단지 B상가 302호|
대호 체육관||2602-1084|서울 양천구 신월7동 921-2 (2층)|
동방 체육관||02-2065-0503|서울 양천구 신정3동 신정신트리아3단지 상가 B01호|
드림 체육관||2601-0076|서울 양천구 신월7동 986-6|
목동 체육관||26489362|서울 양천구 목1동 925번지 7단지 B상가 2층(208호)|
목동경희 체육관||2645-0030|서울 양천구 신정2동 282-10|
민족 체육관||2651-8560|서울특별시 양천구 신정7동 337번지 B상가 3층|
보라매 체육관||2608-7000|서울특별시 양천구 목동서로 100|
비룡 체육관||2065-8164|서울 양천구 신정동 1267 목동 뉴프라자 507호|
비룡1 체육관||26430888|서울 양천구 목1동 406-4 현대프라자 508호|
상지 체육관||2695-3199|서울 양천구 신월5동 72-1|
승리 체육관||2642-2182|서울 양천구 목동 902 시영2단지|
신원 체육관||2607-5778|서울 양천구 신월1동 136-1|
엄지 체육관||2697-5060|서울 양천구 신월2동 490-3 2층|
양목 체육관||02-2602-0688|서울 양천구 신정4동 985-8|
양천 체육관||2693-1357|서울 양천구 신월1동 121-36|
용인타이곤 체육관||2644-1342|서울 양천구 신정1동 1022-9|
정무 체육관||2645-6934|서울 양천구 신정동 117-22|
청룡 체육관||2693-3869|서울 양천구 신월동 385-3|
태광 체육관||2653-8625|서울 양천구 목6동 191-72|
한국 체육관||2695-6773|서울 양천구 신월1동 234-21|
현무 체육관||2644-9925|서울 양천구 목동 93 진도아파트상가 3층|
흑룡 체육관||9476697|서울 양천구 목2동 526-8|
강철 체육관||844-4873|서울 영등포구 신길7동 843번지 3층|
건무 체육관||832-8135|서울 영등포구 도신로4길 17 (대림동) 4층|
대림 체육관||834-0934|서울 영등포구 대림3동 1109-10|
도림 체육관||845-2651|서울 영등포구 도림2동 165-1 동아아파트상가 2층|
도신 체육관||831-5686|서울특별시 영등포구 대림3동 684-19 2층|
용인대 문래 금강||2677-2561|서울 영등포구 문래동3가 77-8|
비호 체육관||842-1015|서울 영등포구 신길1동 116-1|
세심경희 체육관||2671-8856|서울 영등포구 양평동5가 67번지 3층|
세종||847-3764|서울 영등포구 신길6동 4482-4|
신청룡 체육관||835-9666|서울 영등포구 신길6동 4651-6|
용인대백호 체육관||6278-2300|서울 영등포구 문래동4가 삼환아파트상가 지하|
이왕표 체육관||2068-7141|서울 영등포구 양평동1가 165|
우신||836-4567|서울 영등포구 신길동 223번지 33호 2층|
청용 체육관||2631-9134|서울 영등포구 문래동3가 77-2 한신상가 지하 5호|
청우 체육관||834-3454|서울특별시 영등포구 도림천로21길 29-1 993-55|
한국체대국제 체육관||26772620|서울 영등포구 당산동4가 31|
한국체대전원 체육관||845-1541|서울 영등포구 신길5동 410-145|
한국태권도센터 체육관||848-9595|서울특별시 영등포구 영등포동 631-13 원영빌딩 4층|
호랑이 체육관||845-7237|서울 영등포구 신길6동 4501 (우창상가)|
갈현천하 체육관||384-5911|서울 은평구 갈현동 547 대림아파트상가 2층|
광무 체육관||302-5577|서울 은평구 수색동 산1번지 대림아파트주상가 302호|
남일2 체육관||388-1908|서울 은평구 구산동 212-3|
녹번 체육관||352-0942|서울 은평구 응암1동 4-2  (2층)|
대호 체육관||385-7970|서울특별시 은평구 역촌동 37-2|
상록 체육관||387-2131|서울 은평구 응암1동 81-3|
성환 체육관||352-2272|서울 은평구 대조동 55-10|
신강호 체육관||382-9498|서울 은평구 녹번동 82-11|
연호 체육관||3527052|서울 은평구 진관동 88-212 상가 B112호|
우정 체육관||023582675|서울특별시 은평구 백련산로 148 2층|
은평 체육관||02-302-9995|서울 은평구 신사2동 335-1|
응암 체육관||303-0503|서울 은평구 응암동 749-51|
증산 체육관||373-8952|서울 은평구 증산동 166-15|
청룡 체육관||01092108250|서울 은평구 응암동 117-22|
화랑 체육관||385-7853|서울 은평구 역촌동 63-60 3층|
경희 체육관||715-0742|서울 용산구 이촌2동 193-4|
대성 체육관||02-713-3381|서울 용산구 효창원로 240-1 (청파동1가) 2층|
태비||790-6629|서울 용산구 이촌1동 301-154|
백호 체육관||754-0804|서울 용산구 후암동 418-1|
비룡 체육관||7497771|서울 용산구 이촌1동 302-80|
신동아 체육관||794-4370|서울 용산구 서빙고동 241-94|
용산 체육관||7938874|서울 용산구 동빙고동 1-9|
이태원 체육관||798-7271|서울 용산구 우사단로10길 112 2층 (보광동)|
정무 체육관||702-7718|서울 용산구 효창동 5-31|
청우 체육관||3273-7171|서울 용산구 청파동2가 90-39|
해동 체육관||02-794-1462|서울 용산구 한남대로21길 8 드림컴빌딩 지하1층(한남동)|
동대문 체육관||763-6388|서울 종로구 창신2동 647-14|
엘리트 체육관||763-3558|서울 종로구 창신동 17-13|
삼성 체육관||2236-5220|서울 중구 신당4동 843번지 A상가 403호|
동우 체육관||433-6601|서울 중랑구 면목7동 626-1|
미래 체육관||02-434-7668|서울 중랑구 면목3동 564-7|
아성 체육관||491-9844|서울 중랑구 망우본동 363-1|
용인대 체육관||495-4986|서울 중랑구 면목1동 89-31|
우승 체육관||2209-2762|서울 중랑구 신내동 571-2  3층|
장안청룡 체육관||3421-1991|서울 중랑구 신내동 648 디아뜨개갤러리 464|
정무 체육관||433-8889|서울 중랑구 상봉2동 113-4|
중랑 체육관||434-9298|서울 중랑구 면목동 1094-6|
청록 체육관||029768417|서울 중랑구 묵2동 237-96|
충효 체육관||493-9600|서울 중랑구 면목동 17-1 3층|
킹 체육관||02-435-7020|서울 중랑구 면목4동 369-22|
한국 체육관||3423-1579|서울 중랑구 상봉동 497번지 태영아파트상가 2층|
한라 체육관||494-7085|서울 중랑구 중화1동 282-12|
해동용 체육관||492-2215|서울 중랑구 중화동 331-1|
혜성 체육관||436-7625|서울 중랑구 망우동 531-24|
호키 체육관||02-2207-0789|서울 중랑구 망우1동 402-94|
고당산 체육관||973-1405|부산 강서구 대저1동 433-21|
공항 체육관||972-6834|부산 강서구 대저2동 2013-23/2|
강무 체육관||516-0102|부산 금정구 구서2동 742-45|
부곡박창용체육관||051-581-9079|부산광역시 금정구 부곡3동 225-17|
금강 체육관||512-1180|부산 금정구 부곡2동 295-3번지 6층|
두실 체육관||514-0437|부산 금정구 구서2동 177-29|
명서 체육관||051-528-4700|광주 남구 서2동 300-1222/4|
비호 체육관||531-1502|부산 금정구 금사동 84-19번지|
성룡 체육관||5826336|부산 금정구 남산동 20-14|
성영헌태권도스쿨||051-512-8956|부산 금정구 남산동 84-1번지|
우수 체육관||051-582-9370|부산 금정구 구서1동 472-7|
유성 체육관||051-512-8889|부산 금정구 장전1동 221-1|
장전 체육관||051-514-7813|부산 금정구 장전2동 521-78|
정인 체육관||051-581-6890|부산광역시 금정구 남산동 124-8 27/2|
형제2 체육관||583-1314|부산 금정구 부곡2동 244-1|
효림 체육관||051-581-4841|부산 금정구 부곡동 225-6 경남A11동 401호|
효승태권도||5838399|부산 금정구 부곡로42번길 25 상가 201동 103호~105호(부곡동, 온천장역동원로얄듀크)|
대청아카데미||051-721-6922|부산광역시 기장군 기장읍 대라리 160-1|
문창 체육관||051-721-9962|부산광역시 기장군 기장읍 교리354-2|
정관태권도장||7284404|부산 기장군 정관읍 정관로 560|
현대 체육관||722-2157|부산광역시 기장군 기장읍 청강리18-2|
화랑 체육관||721-1032|부산광역시 기장군 기장읍 교리356-14|
석포 체육관||611-8972|부산광역시 남구 대연4동 1170-120|
남부태권도장||6342362|부산광역시 남구 대연2동 1064-8|
대영 체육관||628-5286|부산광역시 남구 대연3동 16-2|
동백 체육관||051-624-4621|부산광역시 남구 대연1동 1721-17|
문현 체육관||0516322996|부산광역시 남구 문현2동 635-7|
박창용 체육관||6441088|부산광역시 남구 감만2동 3-397|
새로운우리세상체육관||051-628-7679|부산광역시 남구 대연3동 245-225|
연미 체육관||853-7215|부산광역시 연제구 연산3동 1827-31|
연산한일체육관||862-3594|부산광역시 연제구 연산4동 1135-34번지 3층|
범천 체육관||635-0377|부산광역시 진구 범천1동 842-72/2|
순태권도장||622-1757|부산광역시 남구 용당동 99-10 현대아이파크상가 302호|
용호 체육관||6248833|부산광역시 남구 용호2동 566-6|
운산 체육관||051-628-9439|부산광역시 남구 용호2동 776-12 롯데낙천대상가 2층|
자이메트로체육관||612-7676|부산광역시 남구 용호1동 176-3 LG메트로시티 주상가2 1005동 408호,409호|
청운 체육관||051-635-8961|부산광역시 남구 감만동 316-2|
화신 체육관||051-631-7585|부산광역시 남구 문현1동102-7|
LG메트로 체육관||612-0070|부산광역시 남구 용호1동 172-1 LG메트로시티분산1상가2층|
동부수정체육관||467-8542|부산광역시 동구 수정2동 546|
동부 체육관||467-2500|부산 동구 초량3동 646-3번지|
성남 체육관||645-6877|부산광역시 동구 범일2동 252-7 극동빌딩 4층|
자연 체육관||051-468-4105|부산광역시 동구 초량중로 78 970-1|
초원 체육관||051-645-5878|부산광역시 동구 범일6동 1442-1|
거학 체육관||503-7017|부산광역시 동래구 사직3동 158-9|
송암체육관||506-2771|부산광역시 동래구 사직2동 쌍용예가상가 405호|
내산 체육관||557-1772|부산 동래구 충렬대로107번길 49 (온천동)|
대한 체육관||504-4477|부산 동래구 쇠미로 153 (온천동, 동래삼정그린코아포레스트)|
동아 체육관||529-9648|부산광역시 동래구 명장동 506-6|
명륜 체육관||051-558-1519|부산 동래구 시실로 54 (명륜동)|
명성1 체육관||051-502-2171|부산광역시 동래구 온천3동 1682번지 새별프라자 303호|
복천 체육관||051-558-2422|부산광역시 동래구 복천동 500-1|
사직동영 체육관||505-2943|부산광역시 동래구 온천3동 1459-5 동영아파트상가2층 202호|
서진솔로몬태권도||051-555-5400|부산광역시 동래구 온천2동 786-5번지 4층|
선경 체육관||503-1666|부산광역시 동래구 온천3동 1236-27|
수민 체육관||051-553-0224|부산광역시 동래구 수안동 34-1|
안민 체육관||528-3205|부산광역시 동래구 낙민동 84-8|
경희대연승태권도||524-2646|부산 동래구 안락로51번길 36 (명장동, 레브상스)|
조양 체육관||526-7336|부산광역시 동래구 명장2동 26-27|
충렬 체육관||523-8861|부산광역시 동래구 안락2동 465-3|
충렬뜨란채태권도||0515240900|부산광역시 동래구 안락2동 152-111|
통일 체육관||051-502-1396|부산광역시 동래구 사직3동 107-4|
화목 체육관||527-7431|부산광역시 동래구 명장2동 29-10|
충렬SK태권도장||5288862|부산광역시 동래구 충렬대로 487 안락동, SK아파트상가|
경무2 체육관||051-338-6544|부산광역시 북구 덕천3동 132-76번지|
경원 체육관||0513623434|부산광역시 북구 화명동 313-5|
동아대제일태권도||362-2426|부산광역시 북구 금곡동 55-2번지|
금곡동대 체육관||3624600|부산광역시 북구 금곡동 95-6|
금명태권도||362-3388|부산광역시 북구 금곡동 1895번지 뜨란채상가2층|
대천 체육관||365-3040|부산광역시 북구 화명동 313-1번지대광빌딩501호|
대한민국태권도 체육관||365-0500|부산광역시 북구 화명동 2287-1리버사이드빌딩605호|
동아대체육관||335-9978|부산 북구 화명동 2316-7번지 2층|
동영태권도장||364-2332|부산광역시 북구 금곡동1880-8번지4층|
명성 체육관||333-7967|부산광역시 북구 구포1동 1195-1|
새하늘용인대도장||361-7540|부산광역시 북구 화명동 732번지 삼한힐그린아파트상가401호|
세계화랑체육관||3379379|부산광역시 북구 만덕1동 824-37 만덕약국 4층|
오륜 체육관||0513412600|부산광역시 북구 화명동 2269-1 정능빌딩501호|
정우태권도||334-5000|부산광역시 북구 화명1동 958-6번지 동영빌딩601호|
청운 체육관||335-5675|부산광역시 북구 만덕대로39번길 21 (덕천동)|
태백 체육관||338-2175|부산광역시 북구 구포1동 1205-1|
푸른솔 체육관||051-331-6508|부산 북구 구포3동 849-2|
한성 체육관||0513340398|부산광역시 북구 만덕3동 761-1 벽산라인상가 4층 401호|
화랑 체육관||3323376|부산광역시 북구 화명동 191-4번지 세층빌딩3층|
화명천일체육관||363-9594|부산광역시 북구 화명동 1170-1 흥아대림타운제상가동3층 301|
계명대1태권도||051-336-3639|부산광역시 북구 구포2동 1087-3번지 4층|
