##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@수협은행
수협은행|통영수협/미사지점|||수협은행|031-795-8303|경기도 하남시 미사강변중앙로 226|경기도 하남시 망월동 1079|||||||수협은행 통영수협/미사지점|208호 (망월동,우성르보아파크);208호 (우성르보아파크)|||40307
수협은행|통영수협/죽림지점|||수협은행|055-649-2283∼5|경상남도 통영시 광도면 죽림2로 76-33|경상남도 통영시 광도면 죽림리 1580-46|||||||수협은행 통영수협/죽림지점||||40307
수협은행|통영수협/통영지점|||수협은행|055-646-3221~3|경상남도 통영시 무전대로 46|경상남도 통영시 무전동 1029-3|||||||수협은행 통영수협/통영지점|(무전동)|||40307
수협은행|통조림가공수협/난곡지점|||수협은행|02-839-0532-4|서울특별시 관악구 법원단지길 28|서울특별시 관악구 신림3동 611-30|||||||수협은행 통조림가공수협/난곡지점|우석빌딩1층 (신림동);우석빌딩1층|||40307
수협은행|통조림가공수협/방배동지점|||수협은행|02-522-1726-8|서울특별시 서초구 방배로 143|서울특별시 서초구 방배1동 936-9|||||||수협은행 통조림가공수협/방배동지점|정진빌딩1층 (방배동);정진빌딩 1층|||40307
수협은행|통조림가공수협/서초역지점|||수협은행|02-583-7334~7|서울특별시 서초구 반포대로 94|서울특별시 서초구 서초동 1544-4|||||||수협은행 통조림가공수협/서초역지점|(서초동)|||40307
수협은행|통조림가공수협/역촌서부지점|||수협은행|02-386-1425~7|서울특별시 은평구 진흥로1길 28|서울특별시 은평구 역촌동 31-6|||||||수협은행 통조림가공수협/역촌서부지점|(역촌동)|||40307
수협은행|통조림가공수협/장평지점|||수협은행|02-2243-6781-3|서울특별시 동대문구 답십리로72길 40|서울특별시 동대문구 장안2동 337-8|||||||수협은행 통조림가공수협/장평지점|금성빌딩1층 (장안동);금성빌딩1층|||40307
수협은행|패류살포양식수협|||수협은행|055-244-1806~9|경상남도 창원시 마산합포구 합포로 56|경상남도 창원시 마산합포구 동성동 92-2|||||||수협은행 패류살포양식수협|(동성동)|||40307
수협은행|패류살포양식수협/내서지점|||수협은행|055-252-8301~4||경상남도 창원시 마산회원구 내서읍 호계리 10|||||||수협은행 패류살포양식수협/내서지점|코오롱타운주상가 101호|||40307
수협은행|패류살포양식수협/대방지점|||수협은행|055-263-9990~2||경상남도 창원시 성산구 대방동 358|||||||수협은행 패류살포양식수협/대방지점|대동훼미리코아상가 205호|||40307
수협은행|패류살포양식수협/반림지점|||수협은행|055-285-3245~7||경상남도 창원시 성산구 반림동 3-1|||||||수협은행 패류살포양식수협/반림지점|현대상가2층|||40307
수협은행|패류살포양식수협/반지지점|||수협은행|055-276-8114~5||경상남도 창원시 성산구 반지동 23|||||||수협은행 패류살포양식수협/반지지점|대동그린코아상가 201호|||40307
수협은행|패류살포양식수협/성주지점|||수협은행|055-286-8240~3||경상남도 창원시 성산구 성주동 101|||||||수협은행 패류살포양식수협/성주지점|일신대동프리빌리지APT 주상가 201호|||40307
수협은행|포항수협/남부지점|||수협은행|054-282-0442|경상북도 포항시 북구 중흥로 228|경북 포항시 북구 죽도동 615-2|||||||수협은행 포항수협/남부지점|(죽도동)|||40307
수협은행|포항수협/대신지점|||수협은행|054-241-3712~3|경상북도 포항시 북구 삼호로 85|경상북도 포항시 북구 대신동 1-18|||||||수협은행 포항수협/대신지점|(대신동)|||40307
수협은행|포항수협/대이동지점|||수협은행|054-272-7755|경상북도 포항시 남구 시청로 7|경상북도 포항시 남구 대잠동 1005|||||||수협은행 포항수협/대이동지점|(대잠동)|||40307
수협은행|포항수협/북부지점|||수협은행|054-232-3509, 5...|경상북도 포항시 북구 청하면 월포로 158-1|경상북도 포항시 북구 청하면 월포3리 293-38|||||||수협은행 포항수협/북부지점||||40307
수협은행|포항수협/분당수내역지점|||수협은행|031-711-1850|경기도 성남시 분당구 황새울로200번길 36|경기도 성남시 분당구 수내동 16-2|||||||수협은행 포항수협/분당수내역지점|(수내동,분당동부루트빌딩);(분당동부루트빌딩)|||40307
수협은행|포항수협/양덕지점|||수협은행|054-253-0008, 2...||경상북도 포항시 북구 양덕동 1197-1L |||||||수협은행 포항수협/양덕지점||||40307
수협은행|포항수협/장성지점|||수협은행|054-255-8701~3|경상북도 포항시 북구 용두산길 46|경상북도 포항시 북구 두호동 1079-3|||||||수협은행 포항수협/장성지점|(두호동)|||40307
수협은행|포항수협/죽도지점|||수협은행|054-247-5798|경상북도 포항시 북구 칠성로 53|경상북도 포항시 북구 남빈동 401-10|||||||수협은행 포항수협/죽도지점|(남빈동)|||40307
수협은행|하동군수협|||수협은행|055-883-9711|경상남도 하동군 금남면 노량해안길 14-1|경상남도 하동군 금남면 노량리 742-11|||||||수협은행 하동군수협||||40307
수협은행|하동군수협/금성지점|||수협은행|055-883-9716~7|경상남도 하동군 금성면 신도길 157|경상남도 하동군 금성면 궁항리 1388|||||||수협은행 하동군수협/금성지점||||40307
수협은행|하동군수협/진교지점|||수협은행|055-883-9713~4|경상남도 하동군 진교면 선창길 23|경상남도 하동군 진교면 진교리 302-328|||||||수협은행 하동군수협/진교지점||||40307
수협은행|하동군수협/진주혁신지점|||수협은행|055-795-3333|경상남도 진주시 충의로 119|경상남도 진주시 충무공동 277-7|||||||수협은행 하동군수협/진주혁신지점|A동 105호 (충무공동)|||40307
수협은행|하동군수협/초장지점|||수협은행|055-795-6710~4|경상남도 진주시 초장로 11|경상남도 진주시 초전동 999|||||||수협은행 하동군수협/초장지점|(초전동)|||40307
수협은행|하동군수협/하동읍지점|||수협은행|055-883-9718~9||경상남도 하동군 하동읍 읍내리 235-7|||||||수협은행 하동군수협/하동읍지점||||40307
수협은행|한림수협|||수협은행|064-795-0612~4|제주특별자치도 제주시 한림읍 한림로 660|제주특별자치도 제주시 한림읍 한림리 1416|||||||수협은행 한림수협||||40307
수협은행|한림수협/한경지점|||수협은행|064-795-0651~4||제주특별자치도 제주시 한경면 신창리 431-1|||||||수협은행 한림수협/한경지점||||40307
수협은행|해남군수협|||수협은행|061-534-4154|전라남도 해남군 해남읍 중앙2로 136|전라남도 해남군 해남읍 고도리 115-7|||||||수협은행 해남군수협||||40307
수협은행|해남군수협/군포지점|||수협은행|031-454-5610∼2||경기 군포시 당정동 1010-8|||||||수협은행 해남군수협/군포지점|(고산로211번길 20)|||40307
수협은행|해남군수협/동탄센트럴지점|||수협은행|031-8015-5421~3|경기도 화성시 동탄지성로 112|경기도 화성시 반송동 41-6|||||||수협은행 해남군수협/동탄센트럴지점|(반송동)|||40307
수협은행|해남군수협/북평지점|||수협은행|061-533-1009~10|전라남도 해남군 북평면 달량진길 34|전라남도 해남군 북평면 남창리 389-4|||||||수협은행 해남군수협/북평지점||||40307
수협은행|해남군수협/송지지점|||수협은행|061-533-2090, 5...|전라남도 해남군 송지면 산정1길 115|전라남도 해남군 송지면 산정리 722-8|||||||수협은행 해남군수협/송지지점||||40307
수협은행|해남군수협/우수영지점|||수협은행|061-532-1183, 5...|전라남도 해남군 문내면 우수영로 23-1|전라남도 해남군 문내면 동외리 889-2|||||||수협은행 해남군수협/우수영지점||||40307
수협은행|해남군수협/화산지점|||수협은행|061-535-0051~2|전라남도 해남군 화산면 송평로 2-4|전라남도 해남군 화산면 방축리 389-11|||||||수협은행 해남군수협/화산지점||||40307
수협은행|해남군수협/황산지점|||수협은행|061-534-2190, 5...|전라남도 해남군 황산면 시등로 87|전라남도 해남군 황산면 남리리 33-1|||||||수협은행 해남군수협/황산지점||||40307
수협은행|후포수협|||수협은행|054-787-1333~5,...|경상북도 울진군 후포면 후포4길 94번길 |경상북도 울진군 후포면 후포2리 350-2|||||||수협은행 후포수협||||40307
수협은행|후포수협/평해지점|||수협은행|054-787-1341~2|경상북도 울진군 평해읍 평해로 72-1||||||||수협은행 후포수협/평해지점||||40307
수협은행|후포수협/후포지점|||수협은행|054-787-1336, 1...|경북 울진군 후포면 울진대게로 63|경상북도 울진군 후포면 후포5리 1036-94|||||||수협은행 후포수협/후포지점||||40307
