INPUT|ID|BRANCH|OLDADDR|NEWADDR|TELL|CAT|XCORD|YCORD|URL|CAR_ENT|WALK_ENT|MENU|TIME
피자헛|11625143|피자헛 방이점|서울특별시 송파구 방이1동 160 피자헛 방이점|서울특별시 송파구 가락로 278 그랜드빌딩 1층 피자헛 방이점|02-443-2123|['음식점', '피자']|127.1198520|37.5124386|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625108|피자헛 방학역점|서울특별시 도봉구 방학동 705-3|서울특별시 도봉구 도봉로 724|02-954-7003|['음식점', '피자']|127.0438229|37.6690100|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.043745, 'y': 37.669066}]|[{'rep': True, 'x': 127.043745, 'y': 37.669066}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|21697061|피자헛 신구로점|서울특별시 구로구 구로동 97-3|서울특별시 구로구 가마산로 282|02-836-3492|['음식점', '피자']|126.8915280|37.4964300|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.891669, 'y': 37.496575}]|[{'rep': True, 'x': 126.891669, 'y': 37.496575}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1368288750|피자헛 대치동점|서울특별시 강남구 대치동 991-4|서울특별시 강남구 도곡로 532 1층|02-3453-8078|['음식점', '피자']|127.0645857|37.4998061|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.0646679, 'y': 37.4997399}]|[{'rep': True, 'x': 127.0645091, 'y': 37.4999035}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625164|피자헛 독립문2호점|서울특별시 종로구 교남동 25|서울특별시 종로구 통일로 150-1|02-733-0670|['음식점', '피자']|126.9650961|37.5677059|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.965072, 'y': 37.567665}]|[{'rep': True, 'x': 126.965072, 'y': 37.567665}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625126|피자헛 홍제본점|서울특별시 서대문구 홍제동 279-38|서울특별시 서대문구 세검정로 73|02-3217-1680|['음식점', '피자']|126.9478979|37.5943763|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.947842, 'y': 37.594421}]|[{'rep': True, 'x': 126.948005, 'y': 37.594305}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1663975421|피자헛 금천시흥점|서울특별시 금천구 시흥동 909-36|서울특별시 금천구 은행나무로 43|02-807-5551|['음식점', '피자']|126.9073261|37.4509916|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.907251, 'y': 37.450952}]|[{'rep': True, 'x': 126.907378, 'y': 37.450958}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11736199|피자헛 신림동점|서울특별시 관악구 서림동 116-21|서울특별시 관악구 신림로 138|02-889-9787|['음식점', '피자']|126.9345375|37.4717595|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.93445, 'y': 37.471735}]|[{'rep': True, 'x': 126.93445, 'y': 37.471735}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11736146|피자헛 성수점|서울특별시 성동구 성수동2가 289-5|서울특별시 성동구 아차산로7나길 18|02-469-5162|['음식점', '피자']|127.0574202|37.5477179|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.0572119, 'y': 37.5479434}]|[{'rep': True, 'x': 127.0574715, 'y': 37.5478289}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625159|피자헛 구산2호점|서울특별시 은평구 구산동 1-24|서울특별시 은평구 서오릉로 145 상원빌딩|02-389-1606|['음식점', '피자']|126.9164887|37.6114706|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.9162434, 'y': 37.6111288}]|[{'rep': True, 'x': 126.9166995, 'y': 37.6114346}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|12977223|피자헛 거여점|서울특별시 송파구 거여동 562-2 2층|서울특별시 송파구 오금로 494|02-407-7878|['음식점', '피자']|127.1435625|37.4931845|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.143536, 'y': 37.493284}]|[{'rep': True, 'x': 127.143719, 'y': 37.493187}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625228|피자헛 화양2호점|서울특별시 광진구 화양동 49-18|서울특별시 광진구 아차산로 197 동흥빌딩|02-2205-1994|['음식점', '피자']|127.0655010|37.5419150|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.0655455, 'y': 37.541826}]|[{'rep': True, 'x': 127.0655455, 'y': 37.541826}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|20334311|피자헛 혜화점|서울특별시 종로구 명륜2가 195-9|서울특별시 종로구 창경궁로 243|070-7600-1345|['음식점', '피자']|126.9990273|37.5835348|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.999039, 'y': 37.583473}]|[{'rep': True, 'x': 126.999039, 'y': 37.583473}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|32630759|피자헛 당산3호점|서울특별시 영등포구 당산동3가 139-2|서울특별시 영등포구 국회대로 574|02-2069-1823|['음식점', '피자']|126.8979150|37.5272409|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.898009, 'y': 37.527316}]|[{'rep': True, 'x': 126.898009, 'y': 37.527316}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625173|피자헛 사가정점|서울특별시 중랑구 면목동 498-3|서울특별시 중랑구 면목로 345 피자헛|02-434-7188|['음식점', '피자']|127.0884100|37.5828489|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.088448, 'y': 37.582879}]|[{'rep': True, 'x': 127.088448, 'y': 37.582879}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1710555657|피자헛 여의도중앙점|서울특별시 영등포구 여의도동 53-12|서울특별시 영등포구 국제금융로 110|02-3775-1588|['음식점', '피자']|126.9336678|37.5183054|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.933678, 'y': 37.518173}]|[{'rep': True, 'x': 126.933599, 'y': 37.518543}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1492973746|피자헛 암사점|서울특별시 강동구 암사동 452|서울특별시 강동구 고덕로 96|02-441-8729|['음식점', '피자']|127.1359825|37.5545849|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.135865, 'y': 37.554629}]|[{'rep': True, 'x': 127.135865, 'y': 37.554629}, {'rep': False, 'x': 127.135854, 'y': 37.554435}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625085|피자헛 수유리2호점|서울특별시 강북구 수유동 322-13|서울특별시 강북구 삼양로 478|02-999-4100|['음식점', '피자']|127.0155240|37.6459244|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.015656, 'y': 37.645972}]|[{'rep': True, 'x': 127.015453, 'y': 37.645979}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625122|피자헛 신수점|서울특별시 마포구 구수동 57-3|서울특별시 마포구 창전로 38|02-3273-1588|['음식점', '피자']|126.9321764|37.5456454|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.93215, 'y': 37.545775}]|[{'rep': True, 'x': 126.93215, 'y': 37.545775}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625149|피자헛 신월점|서울특별시 양천구 신월동 501-10|서울특별시 양천구 신월로 263 로즈가든|1588-5588|['음식점', '피자']|126.8508973|37.5225567|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.850903, 'y': 37.522697}]|[{'rep': True, 'x': 126.851099, 'y': 37.522392}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13289358|피자헛 불광점|서울특별시 은평구 불광동 494|서울특별시 은평구 통일로 928|02-354-5538|['음식점', '피자']|126.9203250|37.6255654|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.9202979, 'y': 37.6257234}]|[{'rep': True, 'x': 126.9202979, 'y': 37.6257234}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1340133294|피자헛 서울대본점|서울특별시 관악구 봉천동 1673-21|서울특별시 관악구 남부순환로 1861|02-889-0913|['음식점', '피자']|126.9568440|37.4799717|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.95715, 'y': 37.4798}, {'rep': False, 'x': 126.95668, 'y': 37.480188}]|[{'rep': True, 'x': 126.956831, 'y': 37.479923}, {'rep': False, 'x': 126.95668, 'y': 37.480188}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625075|피자헛 강남역삼점|서울특별시 강남구 역삼동 839-7|서울특별시 강남구 강남대로62길 38|02-558-1583|['음식점', '피자']|127.0347402|37.4910175|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.034507, 'y': 37.490996}]|[{'rep': True, 'x': 127.034507, 'y': 37.490996}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|735801563|피자헛 까치산2호점|서울특별시 강서구 화곡동 921-22 1층|서울특별시 강서구 곰달래로 74|02-2694-8383|['음식점', '피자']|126.8409306|37.5301082|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.840878, 'y': 37.530142}]|[{'rep': True, 'x': 126.840878, 'y': 37.530142}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13563623|피자헛 청담사거리점|서울특별시 강남구 청담동 5-25|서울특별시 강남구 도산대로 454 청담 휴먼스타빌|02-514-7887|['음식점', '피자']|127.0460760|37.5237349|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.0462055, 'y': 37.5238385}]|[{'rep': True, 'x': 127.0459722, 'y': 37.5238085}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1245331867|피자헛 가락문정점|서울특별시 송파구 문정동 96-11|서울특별시 송파구 새말로 141|070-4714-8655|['음식점', '피자']|127.1295159|37.4838678|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.129602, 'y': 37.483824}]|[{'rep': True, 'x': 127.129602, 'y': 37.483824}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1095759743|피자헛 신정푸른마을점|서울특별시 양천구 신정동 774-4|서울특별시 양천구 신정로11길 64|02-2066-7458|['음식점', '피자']|126.8374955|37.5122533|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.837512, 'y': 37.512354}]|[{'rep': True, 'x': 126.837512, 'y': 37.512354}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
