NAME|BRANCH|ADDR|TELL|CAT|XCODR|YCORD
경북대구낙농농협||경상북도 경산시 성동로 32-4|T. 053-813-3771|(농·축협)| 128.725094|35.837409
경북대구낙농농협|남산지점|대구광역시 중구 남산로 35|T. 053-654-9843|(농·축협)| 128.582372|35.859703
경북대구낙농농협|서부지점|경상북도 경산시 성암로 46|T. 053-813-9131|(농·축협)| 128.722761|35.822882
경북대구낙농농협|성건지점|경상북도 경주시 금성로 292|T. 054-742-0051|(농·축협)| 129.207267|35.843645
경북대구낙농농협|용강지점|경상북도 경주시 다불로 13|T. 054-771-9611|(농·축협)| 129.228895|35.876769
경북대구낙농농협|우현지점|경상북도 포항시 북구 우창동로 39|T. 054-232-9771|(농·축협)| 129.362885|36.055818
경북대구낙농농협|효자지점|경상북도 포항시 남구 효성로 38|T. 054-283-9051|(농·축협)| 129.337837|36.00606
경북도교육청<출>||경북 안동시 풍천면 도청대로 511 (갈전리)|T. 054-855-6400|(농협은행)| 128.514111|36.579133
경북도청<출>||경북 안동시 풍천면 도청대로 455 (갈전리, 경상북도청)|T. 054-843-2964|(농협은행)| 128.50337|36.575944
경북영업부||경북 안동시 풍천면 도청대로 333 (갈전리)|T. 054-855-9155|(농협은행)| 128.501862|36.570665
경산공단지점(기업금융)||경상북도 경산시 진량읍 공단6로24길 23-9|T. 053-852-6800|(농협은행)| 128.826997|35.870689
경산농협||경상북도 경산시 대학로 200|T. 053-811-4141|(농·축협)| 128.744676|35.833664
경산농협|남부지점|경상북도 경산시 장산로 140|T. 053-813-2434|(농·축협)| 128.740354|35.818362
경산농협|남천지점|경상북도 경산시 남천면 남천로 466|T. 053-812-9881|(농·축협)| 128.727597|35.766605
경산농협|대명<간>|경상북도 경산시 남천면 대명길 93|T. 053-812-9885|(농·축협)| 128.720018|35.782977
경산농협|동부지점|경상북도 경산시 계양로16길 66|T. 053-801-4150|(농·축협)| 128.755106|35.819215
경산농협|백천지점|경상북도 경산시 삼성현로 386|T. 053-811-4146|(농·축협)| 128.741373|35.807397
경산농협|북부지점|경상북도 경산시 대학로 309|T. 053-817-4152|(농·축협)| 128.755046|35.838215
경산농협|사정지점|경상북도 경산시 경산로 137|T. 053-811-4148|(농·축협)| 128.727912|35.821145
경산농협|시장지점|경상북도 경산시 중앙로 86|T. 053-811-1600|(농·축협)| 128.736396|35.823342
경산농협|옥곡지점|경상북도 경산시 경산로 43|T. 053-811-9577|(농·축협)| 128.732469|35.813138
경산농협|옥산지점|경상북도 경산시 경산로44길 12|T. 053-812-0767|(농·축협)| 128.726761|35.827305
경산농협|정평지점|경상북도 경산시 대학로12길 21-1|T. 053-813-2071|(농·축협)| 128.729518|35.832036
경산농협|중산지점|경상북도 경산시 펜타힐즈2로 41 화성빌딩 105호 (중산동)|T. 053-816-6112|(농·축협)| 128.719024|35.827734
경산농협|중앙지점|경상북도 경산시 대학로28길 41|T. 053-812-6080|(농·축협)| 128.737767|35.830263
경산백자로지점||경북 경산시 백자로 76|T. 053-811-8771|(농협은행)| 128.755038|35.812583
경산시지부||경상북도 경산시 원효로 15|T. 053-811-0871|(농협은행)| 128.739398|35.824126
경산시청<출>||경상북도 경산시 남매로 159|T. 053-812-4452|(농협은행)| 128.740961|35.825223
경산축산농협||경상북도 경산시 남매로 251|T. 053-811-0131|(농·축협)| 128.740738|35.833188
경산축산농협|계양지점|경상북도 경산시 계양로16길 56 (사동573-7)|T. 053-801-0121|(농·축협)| 128.754039|35.819723
경산축산농협|고산지점|대구광역시 수성구 달구벌대로 3310 한라하우젠트 A상가 1층|T. 053-792-6011|(농·축협)| 128.717853|35.836147
경산축산농협|사동지점|경상북도 경산시 백양로33길 15|T. 053-812-7001|(농·축협)| 128.759543|35.812721
경산축산농협|오거리지점|경상북도 경산시 경안로38길 12|T. 053-811-0151|(농·축협)| 128.737878|35.82519
경산축산농협|자인지점|경상북도 경산시 자인면 금학로 1|T. 053-857-1131|(농·축협)| 128.82298|35.820657
경상국립대학교지점||경상남도 진주시 진주대로 501|T. 055-759-9851|(농협은행)| 128.100315|35.151576
경서농협||서울특별시 양천구 신월로 313|T. 02-2695-8334|(농·축협)| 126.855688|37.521934
경서농협|개명지점|서울특별시 구로구 개봉로3길 60|T. 02-2619-0411|(농·축협)| 126.853025|37.48635
경서농협|개봉역지점|서울특별시 구로구 개봉로 58|T. 02-2687-8334|(농·축협)| 126.856328|37.49087
경서농협|개봉지점|서울특별시 구로구 경인로 313|T. 02-2617-5071|(농·축협)| 126.855158|37.497499
경서농협|고척지점|서울특별시 구로구 경인로47길 88|T. 02-2619-2057|(농·축협)| 126.864228|37.502621
경서농협|목동10단지지점|서울특별시 양천구 목동서로 400|T. 02-2655-0262|(농·축협)| 126.855536|37.517829
경서농협|수궁지점|서울특별시 구로구 부일로15길 20|T. 02-2613-8334|(농·축협)| 126.833808|37.494174
경서농협|신목지점|서울특별시 양천구 신목로 102 대경프라자 101호|T. 02-2061-7171|(농·축협)| 126.875774|37.523588
경서농협|오류지점|서울특별시 구로구 고척로6길 66|T. 02-2616-9985|(농·축협)| 126.842303|37.496004
경서농협|온수역지점|서울특별시 구로구 경인로3길 58|T. 02-2683-8334|(농·축협)| 126.824642|37.492019
경서농협|천왕역지점|서울특별시 구로구 오류로 54-3|T. 02-2615-8334|(농·축협)| 126.840216|37.489843
경주농협||경상북도 경주시 태종로 717|T. 054-748-9501|(농·축협)| 129.206458|35.839445
경주농협|동부지점|경상북도 경주시 동성로 144-1|T. 054-749-5708|(농·축협)| 129.216418|35.842974
경주농협|성건지점|경상북도 경주시 금성로 405|T. 054-745-6844|(농·축협)| 129.206529|35.853752
경주농협|성동지점|경상북도 경주시 원화로 314|T. 054-748-9507|(농·축협)| 129.21812|35.848939
경주농협|신도시지점|경상북도 경주시 용황로 78|T. 054-745-7544|(농·축협)| 129.226731|35.883074
경주농협|충효지점|경상북도 경주시 충효녹지길 40|T. 054-776-8770|(농·축협)| 129.186627|35.841814
경주농협|황성지점|경상북도 경주시 황성로 16|T. 054-771-8046|(농·축협)| 129.213911|35.864684
경주시지부||경북 경주시 중앙로 46 |T. 054-742-0021|(농협은행)| 129.211954|35.844098
경주시청<출>||경상북도 경주시 양정로 260|T. 054-743-5174|(농협은행)| 129.212372|35.840454
경주축산농협||경상북도 경주시 금성로 254|T. 054-742-1981|(농·축협)| 129.207352|35.84016
경주축산농협|남동천지점|경상북도 경주시 양정로 239|T. 054-742-1950|(농·축협)| 129.223882|35.854001
경주축산농협|보문지점|경상북도 경주시 보문로 545-9|T. 054-777-1955|(농·축협)| 129.285966|35.836811
경주축산농협|선도지점|경상북도 경주시 충효녹지길 116|T. 054-748-1977|(농·축협)| 129.178443|35.844455
경주축산농협|안강지점|경상북도 경주시 안강읍 비화동길 3-29|T. 054-761-3195|(농·축협)| 129.227198|35.991542
경주축산농협|알천지점|경상북도 경주시 탈해로52번길 17 금영빌딩1층|T. 054-742-1970|(농·축협)| 129.230648|35.849372
경주축산농협|역지점|경상북도 경주시 원화로 276|T. 054-772-1422|(농·축협)| 129.21752|35.84519
경주축산농협|용황지점|경상북도 경주시 갓뒤동녘길 5|T. 054-742-3252|(농·축협)| 129.219218|35.869351
계곡농협||전라남도 해남군 계곡면 해남로 1452|T. 061-532-5891|(농·축협)| 126.660214|34.645932
계곡농협|둔주지점|전라남도 해남군 계곡면 둔주포길 337|T. 061-532-5893|(농·축협)| 126.626994|34.634168
계룡농협||충청남도 공주시 계룡면 영규대사로 488|T. 041-857-5005|(농·축협)| 127.142992|36.360142
계룡농협|경천지점|충청남도 공주시 계룡면 신원사로 123|T. 041-852-4108|(농·축협)| 127.151083|36.324804
계룡대<출>||충청남도 계룡시 신도안면 계룡대로 663|T. 042-551-0355|(농협은행)| 127.234784|36.298009
계룡시지부||충청남도 계룡시 금암동 146-3|T. 042-551-1103|(농협은행)| 127.256595|36.273219
계룡시청<출>||충청남도 계룡시 장안로 46|T. 042-841-1065|(농협은행)| 127.248503|36.274564
계산지점||인천광역시 계양구 계양문화로 86|T. 032-551-8545|(농협은행)| 126.73706|37.538188
계양농협||인천광역시 계양구 장제로 989|T. 032-550-2200|(농·축협)| 126.744818|37.554058
계양농협|동양지점|인천광역시 계양구 동양로 101 명일프라자 107,108호|T. 032-543-3314|(농·축협)| 126.756128|37.55902
계양농협|병방지점|인천광역시 계양구 장제로 908|T. 032-540-1800|(농·축협)| 126.741035|37.547533
계양농협|임학지점|인천광역시 계양구 경명대로 1147 임학프라자 2층|T. 032-543-1043|(농·축협)| 126.734593|37.543352
계양농협|장기지점|인천광역시 계양구 장기로 25|T. 032-550-1100|(농·축협)| 126.734595|37.578499
계화농협||전라북도 부안군 계화면 간재로 404|T. 063-581-2321|(농·축협)| 126.698378|35.76255
고경농협||경상북도 영천시 고경면 호국로 1087|T. 054-336-0003|(농·축협)| 129.048834|36.002089
고경농협|단포지점|경상북도 영천시 고경면 호국로 393|T. 054-335-2701|(농·축협)| 128.979854|35.981058
고대농협||충청남도 당진시 고대면 고대로 24|T. 041-353-8817|(농·축협)| 126.600124|36.924226
고덕농협||충청남도 예산군 고덕면 황금뜰로 220|T. 041-337-8080|(농·축협)| 126.704663|36.745823
고령군지부||경상북도 고령군 대가야읍 왕릉로 110|T. 054-950-5500|(농협은행)| 128.267655|35.729192
고령군청<출>||경상북도 고령군 대가야읍 왕릉로 55|T. 054-955-4008|(농협은행)| 128.263291|35.725453
고령농협||경상북도 고령군 대가야읍 우륵로 12|T. 054-954-3232|(농·축협)| 128.269367|35.730648
고령농협|덕곡지점|경상북도 고령군 덕곡면 덕운로 588|T. 054-955-5708|(농·축협)| 128.231066|35.77958
고령농협|운수지점|경상북도 고령군 운수면 운용로 94|T. 054-955-5005|(농·축협)| 128.289065|35.768049
고령성주축협||경상북도 고령군 대가야읍 왕릉로 72|T. 054-954-0701|(농·축협)| 128.265319|35.726348
고령성주축협|다산지점|경상북도 고령군 다산면 성암로 566|T. 054-954-1778|(농·축협)| 128.3924|35.79813
고령성주축협|성주지점|경상북도 성주군 성주읍 성주로 3229|T. 054-933-1881|(농·축협)| 128.287242|35.918247
고북농협||충청남도 서산시 고북면 고북3로 6|T. 041-663-2481|(농·축협)| 126.532235|36.667781
고산농협||대구광역시 수성구 달구벌대로 3097|T. 053-792-6901|(농·축협)| 128.695824|35.843196
고산농협||전라북도 완주군 고산면 고산로 77|T. 063-260-7500|(농·축협)| 127.204895|35.975759
고산농협||제주특별자치도 제주시 한경면 용고로 81|T. 064-773-2111|(농·축협)| 126.179238|33.300272
고산농협|동상지점|전라북도 완주군 동상면 동상로 1404|T. 063-243-9006|(농·축협)| 127.297336|35.935634
고산농협|매호지점|대구광역시 수성구 천을로 165|T. 053-792-0494|(농·축협)| 128.7085|35.843492
고산농협|비봉지점|전라북도 완주군 비봉면 천호로 530|T. 063-263-6004|(농·축협)| 127.140771|35.994781
고산농협|사월지점|대구광역시 수성구 달구벌대로 3254|T. 053-795-6901|(농·축협)| 128.711736|35.83783
고산농협|신매지점|대구광역시 수성구 고산로 90 고산농협 신매지점|T. 053-792-4587|(농·축협)| 128.704965|35.838948
고삼농협||경기도 안성시 고삼면 안성맞춤대로 1970|T. 031-672-7770|(농·축협)| 127.260755|37.085779
고서농협||전라남도 담양군 고서면 가사문학로 342-3|T. 061-382-3601|(농·축협)| 126.973668|35.221703
고서농협|남면지점|전라남도 담양군 가사문학면 독수정길 7-8|T. 061-382-1301|(농·축협)| 127.027602|35.176705
고성군지부||강원 고성군 간성읍 간성로 70 농협고성군지부|T. 033-681-2080|(농협은행)| 128.46745|38.379644
고성군지부||경상남도 고성군 고성읍 성내로 125|T. 055-673-4151|(농협은행)| 128.322259|34.973037
고성군청<출>||경상남도 고성군 성내로112번길 57|T. 055-672-8381|(농협은행)| 128.322278|34.972604
고성군청<출>||강원 고성군 간성읍 하리 12|T. 033-681-6062|(농협은행)| 128.467895|38.38029
고성농협||경상남도 고성군 고성읍 중앙로43번길 54|T. 055-673-4441|(농·축협)| 128.325562|34.976331
고성농협|대가지점|경상남도 고성군 대가면 대가로 467-8|T. 055-672-4151|(농·축협)| 128.297954|35.016854
고성농협|서부지점|경상남도 고성군 고성읍 송학로113번길 10|T. 055-673-4449|(농·축협)| 128.322387|34.977815
고성농협|성내지점|경상남도 고성군 고성읍 성내로 143|T. 055-673-4452|(농·축협)| 128.32414|34.973296
고성동부농협||경상남도 고성군 거류면 거류로 656|T. 055-672-1151|(농·축협)| 128.405029|34.989687
고성동부농협|동해지점|경상남도 고성군 동해면 장기3길 142|T. 055-672-5151|(농·축협)| 128.423296|35.041918
고성동부농협|외곡지점|경상남도 고성군 동해면 봉암3길 3|T. 055-672-5155|(농·축협)| 128.399103|35.009668
고성축산농협||강원도 고성군 간성읍 간성로 47|T. 033-681-3567|(농·축협)| 128.469655|38.379072
고성축산농협||경상남도 고성군 고성읍 중앙로43번길 65|T. 055-673-4661|(농·축협)| 128.325405|34.976998
고성축산농협|거진지점|강원도 고성군 거진읍 거탄진로 141|T. 033-682-2355|(농·축협)| 128.455627|38.447476
고성축산농협|고성읍지점|경남 고성군 고성읍 성내로 47 |T. 055-674-1454|(농·축협)| 128.314477|34.97681
고성축산농협|동고성지점|경남 고성군 회화면 배둔로 17|T. 055-673-5442|(농·축협)| 128.368032|35.056678
고아농협||경상북도 구미시 고아읍 선산대로 979|T. 054-481-7411|(농·축협)| 128.328235|36.21013
고아농협|문성지점|경상북도 구미시 고아읍 들성로 261|T. 054-453-1708|(농·축협)| 128.348897|36.161765
고아농협|원호지점|경상북도 구미시 고아읍 문장로 206|T. 054-441-2288|(농·축협)| 128.330199|36.151689
고아농협|항곡지점|경상북도 구미시 고아읍 선산대로 650|T. 054-456-2183|(농·축협)| 128.348883|36.18672
고양시지부||경기도 고양시 덕양구 원당로 39|T. 031-962-6023|(농협은행)| 126.83271|37.656967
고양시청<출>||경기도 고양시 덕양구 고양시청로 10|T. 031-966-0008|(농협은행)| 126.832153|37.658134
고양축산농협||경기도 고양시 덕양구 호국로 794|T. 031-962-6488|(농·축협)| 126.836914|37.656706
고양축산농협|고양동지점|경기도 고양시 덕양구 푸른마을로 6 이프라자상가 1층|T. 031-963-2715|(농·축협)| 126.902887|37.708905
고양축산농협|능곡지점|경기도 고양시 덕양구 토당로 124|T. 031-974-2213|(농·축협)| 126.817867|37.625995
