##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|ID|FEAT@@CU
CU|SK속초주유소점|033-635-9705|강원도 속초시 대포동 472-1번지|강원도 속초시 동해대로 3834, (대포동)|31152|
CU|SK솔빛나루주유소점|031-613-5194|경기도 화성시 반송동 241번지 동탄신도시주유소 1층|경기도 화성시 10용사로 650 동탄신도시주유소 1층|31144|
CU|SK송도역주유소점|032-835-5011|인천광역시 연수구 옥련동 304-7번지 1층|인천광역시 연수구 비류대로 199 1층|29246|24시간
CU|SK송탄내트럭주유소점|031-611-6051|경기도 평택시 도일동 707-5번지|경기도 평택시 청원로 1640, (도일동)|22664|24시간
CU|SK수암주유소점|031-482-8118|경기도 안산시 상록구 수암동 465번지|경기도 안산시 상록구 원당골1길 23-14, (수암동)|14068|택배;ATM
CU|SK수원덕원주유소점|031-278-7381|경기도 수원시 권선구 고색동 888-6번지|경기도 수원시 권선구 권선로 258, (고색동)|20709|24시간;택배
CU|SK수원아이파크주유소||경기도 수원시 권선구 세류동 1150-22번지||34064|24시간;택배;커피
CU|SK시화산업주유소점|031-498-2167|경기도 시흥시 정왕동 1365-4번지|경기도 시흥시 공단1대로 195, (정왕동)|31147|
CU|SK시흥2공단주유소점|031-498-4316|경기도 시흥시 정왕동 1359-9번지|경기도 시흥시 경제로 117, (정왕동)|31148|택배
CU|SK시흥파워디젤주유소|031-433-5189|경기도 시흥시 정왕동 1852-6번지 SK파워디젤주유소 1층|경기도 시흥시 옥구공원로 75 SK파워디젤주유소 1층|31146|
CU|SK신공항주유소점|032-752-1588|인천광역시 중구 운서동 2797-1번지 1층|인천광역시 중구 신도시남로141번길 6, (운서동) 1층|22650|24시간;커피
CU|SK신도시주유소점|031-480-7227|경기도 안산시 상록구 월피동 445-5번지|경기도 안산시 상록구 예술광장1로 18, (월피동)|22667|24시간;택배
CU|SK신봉천주유소점|02-885-5913|서울특별시 관악구 봉천동 1663-11번지|서울특별시 관악구 남부순환로 1880, (봉천동)|31149|ATM
CU|SK신세계주유소점|053-588-5145|대구광역시 달서구 이곡동 1248-2번지 1층|대구광역시 달서구 이곡공원로 28, (이곡동) 1층|31141|24시간
CU|SK신안주유소점|031-283-6015|경기도 용인시 기흥구 영덕동 24-4번지 1층|경기도 용인시 기흥구 중부대로 234, (영덕동) 1층|22449|
CU|SK신오류주유소점|02-2687-4186|서울특별시 구로구 오류동 81-29번지|서울특별시 구로구 경인로 161 (오류동)|34172|택배;커피
CU|SK안산공원주유소점|031-413-5051|경기도 안산시 단원구 고잔동 779-1번지 1층|경기도 안산시 단원구 광덕1로 268, (고잔동) 1층|22669|
CU|SK안평주유소점|031-655-2603|경기도 안성시 공도읍 진사리 2-6번지|경기도 안성시 공도읍 서동대로 3986, (진사리)|22663|24시간;택배
CU|SK암사주유소점|02-3427-2043|서울특별시 강동구 암사동 513-27번지|서울특별시 강동구 올림픽로 749, (암사동)|22618|ATM
CU|SK양곡오일씨티점|070-4120-0688|경기도 김포시 양촌읍 양곡리 628-3번지|경기도 김포시 양촌읍 양곡로 382 (양곡리)|31591|택배;커피
CU|SK양산주유소점|062-571-5189|광주광역시 북구 양산동 610-17번지 SK양산주유소 1층|광주광역시 북구 하서로 255, SK양산주유소  (양산동) 1층|22734|24시간
CU|SK양양IC점||강원도 양양군 양양읍 산8번지||34314|
CU|SK양천OK주유소점|02-2653-5189|서울특별시 양천구 목동 123번지|서울특별시 양천구 안양천로 1179, (목동)|22633|24시간
CU|SK여주교리주유소점|031-885-3990|경기도 여주시 교동 45-4번지|경기도 여주시 세종로 315, (교동)|24357|
CU|SK영종주유소점|032-746-1478|인천광역시 중구 중산동 1003-1번지 1층|인천광역시 중구 운중로 218, (중산동) 1층|26224|택배;튀김;커피
CU|SK영종행복주유소점|032-746-5189|인천광역시 중구 중산동 1878-4번지|인천광역시 중구 자연대로 55|29247|커피
CU|SK오미산주유소점|031-975-5197|경기도 고양시 일산동구 성석동 1256-1번지 1층|경기도 고양시 일산동구 성현로 7, (성석동) 1층|27941|커피
CU|SK오산세교주유소점|031-372-5151|경기도 오산시 세교동 129번지|경기도 오산시 경기대로 876, (세교동)|23427|택배
CU|SK오창만남의광장점|043-211-0883|충청북도 청주시 청원구 오창읍 각리 84-4번지|충청북도 청주시 청원구 오창읍 오창대로 415, (각리)|19509|
CU|SK오창태양점|043-217-9347|충청북도 청주시 청원구 오창읍 화산리 278-4번지|충청북도 청주시 청원구 오창읍 중부로 1559, (화산리)|14135|택배;커피
CU|SK오천주유소점|02-545-2822|서울특별시 강남구 삼성동 71-9번지|서울특별시 강남구 봉은사로 503, (삼성동)|22619|24시간;커피
CU|SK올림픽주유소점|02-448-9804|서울특별시 송파구 오금동 4번지|서울특별시 송파구 위례성대로 188, (오금동)|22253|커피
CU|SK용인주유소점|031-283-1496|경기도 용인시 기흥구 영덕동 108-1번지 1층|경기도 용인시 기흥구 중부대로 199, (영덕동) 1층|14012|택배
CU|SK우영주유소점|031-234-5715|경기도 화성시 안녕동 39-1번지 1층|경기도 화성시 효행로 767, (안녕동) 1층|22662|택배
CU|SK울산월드컵주유소점|052-223-5145|울산광역시 남구 무거동 1576-9번지|울산광역시 남구 문수로 93, (무거동)|31138|
CU|SK원동주유소점|031-374-0142|경기도 오산시 원동 513번지 1층|경기도 오산시 남부대로 354, (원동) 1층|22674|
CU|SK원일충전소점||경기도 고양시 일산동구 문봉동 195-4번지 1층|경기도 고양시 일산동구 문원길 37 (문봉동) 1층|33250|커피
CU|SK월드컵주유소점|031-214-5189|경기도 수원시 영통구 이의동 1175번지 SK월드컵주유소|경기도 수원시 영통구 광교로 66, SK월드컵주유소  (이의동)|14107|24시간;커피;ATM
CU|SK유화주유소점|032-553-5189|인천광역시 계양구 효성동 206-3번지|인천광역시 계양구 아나지로 240, (효성동)|22651|24시간
CU|SK의정부엔크린점|031-877-5477|경기도 의정부시 의정부동 609-2번지|경기도 의정부시 경의로 20, (의정부동)|31145|ATM
CU|SK이노베이션점|010-5102-7708|대전광역시 유성구 원촌동 140-1번지 (주)SK대덕기술원 지하1층 후생동 1호|대전광역시 유성구 엑스포로 325, (원촌동) (주)SK대덕기술원 지하1층 후생동 1호|30428|
CU|SK이매동주유소점|031-703-9515|경기도 성남시 분당구 이매동 88-1번지 1층|1층|32157|커피;ATM
CU|SK익산무궁화주유소|063-842-1116|전라북도 익산시 모현동1가 292번지 SK익산무궁화주유소|전라북도 익산시 선화로 120, SK익산무궁화주유소  (모현동1가)|22738|택배
CU|SK인천대교주유소점|032-833-7020|인천광역시 연수구 동춘동 913-4번지 1층|인천광역시 연수구 아암대로 815, (동춘동) 1층|22658|24시간
CU|SK인천장미주유소점|032-422-6152|인천광역시 남구 주안동 1468번지 SK네트웍스(주)장미주유소|인천광역시 남구 인주대로 394 SK네트웍스(주)장미주유소|29245|
CU|SK인천행복날개주유소|032-542-9601|인천광역시 계양구 작전동 864-8번지 1층|인천광역시 계양구 계양대로 93 1층|31137|
CU|SK잠홍주유소점|041-663-5156|충청남도 서산시 잠홍동 752-1번지 SK잠홍주유소|충청남도 서산시 서해로 3602, SK잠홍주유소  (잠홍동)|22730|
CU|SK장삼주유소점|02-909-0314|서울특별시 성북구 장위동 44-7번지 1층|서울특별시 성북구 화랑로 293, (장위동) 1층|30315|
CU|SK제천주유소점|043-642-8855|충청북도 제천시 청전동 125-12번지 제천장락 1층 E동|충청북도 제천시 의림대로 226, 제천장락  (청전동) 1층 E동|22732|택배;커피;ATM
CU|SK중동대로주유소점|032-326-5188|경기도 부천시 원미구 약대동 192-3번지 1층|경기도 부천시 원미구 평천로 639, (약대동) 1층|22655|
CU|SK중랑교주유소점|02-493-0115|서울특별시 중랑구 중화동 207번지 22호|서울특별시 중랑구 망우로 247, (중화동) 22호|22625|24시간;커피;ATM
CU|SK중앙셀프주유소점|053-953-6000|대구광역시 북구 복현동 375-9번지|대구광역시 북구 동북로 315, (복현동)|22712|24시간;택배
CU|SK중앙주유소점|031-486-7547|경기도 안산시 단원구 와동 852번지|경기도 안산시 단원구 화정로 96, (와동)|22670|
CU|SK진주주유소점|055-746-6051|경상남도 진주시 평거동 194-2번지 1층 1동 1호|경상남도 진주시 진양호로 230, (평거동) 1층 1동 1호|22721|택배
CU|SK처용로주유소점|052-227-4233|울산광역시 남구 선암동 176-2번지 1층|울산광역시 남구 처용로 92, (선암동) 1층|22714|
CU|SK천천주유소점|031-269-5151|경기도 수원시 장안구 천천동 521번지|경기도 수원시 장안구 덕영대로 557, (천천동)|22691|택배
CU|SK청주용담골든벨주유|043-287-5149|충청북도 청주시 상당구 용담동 434번지 1층|충청북도 청주시 상당구 산성로 183, (용담동) 1층|25743|커피;ATM
CU|SK춘천장미주유소점|033-255-9285|강원도 춘천시 퇴계동 623-2번지 1층|강원도 춘천시 영서로 2241 1층|29489|
CU|SK코끼리주유소점|063-222-8086|전라북도 전주시 완산구 삼천동1가 287-15번지 1층|전라북도 전주시 완산구 거마평로 47, (삼천동1가) 1층|31140|
CU|SK클린파워주유소점|031-272-6051|경기도 용인시 수지구 성복동 54-6번지 1층|경기도 용인시 수지구 수지로 137, (성복동) 1층|22694|
CU|SK토평주유소점|031-565-8919|경기도 구리시 토평동 989번지|경기도 구리시 벌말로 136, (토평동)|22700|
CU|SK톨게이트주유소점|031-322-6051|경기도 용인시 처인구 유방동 245번지 1층|경기도 용인시 처인구 백옥대로 1410, (유방동) 1층|22696|
CU|SK팔곡주유소점|031-437-7794|경기도 안산시 상록구 팔곡이동 445-4번지|경기도 안산시 상록구 해안로 1295, (팔곡이동)|22668|
CU|SK평촌사랑주유소점|031-421-5577|경기도 안양시 동안구 관양동 900-4번지 1층|경기도 안양시 동안구 시민대로 372, (관양동) 1층|22671|택배
CU|SK평촌신도시주유소점|031-385-4951|경기도 안양시 동안구 관양동 1597-2번지 1층|경기도 안양시 동안구 시민대로 301, (관양동) 1층|31139|24시간
CU|SK평택금성주유소점||경기도 평택시 장당동 52-7번지 1층|1층|33419|
CU|SK평택중리주유소점|031-681-8058|경기도 평택시 오성면 죽리 10-1번지|경기도 평택시 오성면 서동대로 2067, (죽리)|24915|
CU|SK평택항주유소점|031-682-6003|경기도 평택시 포승읍 도곡리 632번지 1층|경기도 평택시 포승읍 포승공단로 240, (도곡리) 1층|24816|택배
CU|SK포천대로주유소점|031-544-9090|경기도 포천시 소흘읍 이동교리 338-31번지|경기도 포천시 소흘읍 호국로 303, (이동교리)|22702|24시간
CU|SK포항셀프주유소점|054-274-1988|경상북도 포항시 남구 대잠동 948-6번지 SK주유소 1층|경상북도 포항시 남구 새천년대로 410 SK주유소 1층|27454|
CU|SK풍덕천주유소점|031-265-8251|경기도 용인시 수지구 풍덕천동 1162번지 1층|경기도 용인시 수지구 포은대로 402, (풍덕천동) 1층|19550|택배;커피
CU|SK프리미엄주유소점|031-8003-5339|경기도 화성시 석우동 3-6번지|경기도 화성시 삼성1로 231, (석우동)|22682|24시간;택배;커피;ATM
CU|SK하남제일주유소점|062-954-0522|광주광역시 광산구 도천동 295-19번지 SK하남제일주유소|광주광역시 광산구 사암로 754, SK하남제일주유소  (도천동)|22736|24시간
CU|SK하이웨이주유소점|054-464-2400|경상북도 구미시 오태동 163-5번지|경상북도 구미시 낙동강변로 29, (오태동)|22707|ATM
CU|SK합정주유소점|02-336-3276|서울특별시 마포구 합정동 382-20번지|서울특별시 마포구 양화로 13, (합정동)|22631|24시간
CU|SK해바라기주유소점|02-2695-4544|서울특별시 강서구 화곡동 20-1번지|서울특별시 강서구 화곡로 273, (화곡동)|22635|택배
CU|SK행복날개주유소점|062-383-4007|광주광역시 서구 치평동 203-5번지 SK행복날개주유소 1층|광주광역시 서구 운천로 206, SK행복날개주유소  (치평동) 1층|22733|24시간;커피
CU|SK화성서해안주유소점|031-357-7006|경기도 화성시 비봉면 삼화리 4-2번지 서해안주유소 1층|경기도 화성시 비봉면 비봉로 477, 서해안주유소  (삼화리) 1층|32306|커피;ATM
CU|SK화정주유소점|031-978-0048|경기도 고양시 덕양구 토당동 133-2번지 1층|경기도 고양시 덕양구 호국로 430 1층|29865|24시간;택배;커피
CU|SK황제주유소점|042-861-5558|대전광역시 유성구 화암동 121-3번지 SK주유소 1층|대전광역시 유성구 대덕대로 934, SK주유소  (화암동) 1층|25845|24시간;커피;ATM
CU|SK흥국주유소점|02-795-0802|서울특별시 용산구 한남동 726-370번지|서울특별시 용산구 한남대로 204, (한남동)|22630|
CU|S여의도선착장3호점||서울특별시 영등포구 여의도동 85-1번지|서울특별시 영등포구 여의동로 280 (여의도동, 아라호선착장)|34196|커피
CU|catholic/store/2호점|032-345-9081|경기도 부천시 원미구 역곡동 산43-1번지 가톨릭대학교 소피아바라관 1층 1동 1호|경기도 부천시 원미구 지봉로 43, 가톨릭대학교  소피아바라관(역곡동) 1층 1동 1호|20281|커피
CU|kcc일반산업단지점|010-3005-9185|울산광역시 울주군 두서면 활천리 산129번지||23331|택배;커피
CU|가곡중앙점|031-559-8714|경기도 남양주시 화도읍 가곡리 273-13번지 1층|경기도 남양주시 화도읍 비룡로 337, (가곡리) 1층|24768|24시간;택배;베이커리;커피
CU|가남현진점|031-881-0987|경기도 여주시 가남읍 신해리 635-36번지|경기도 여주시 가남읍 경충대로 1468, (신해리)|13190|24시간;택배;커피;ATM
CU|가능공원점|031-875-0571|경기도 의정부시 가능동 685-7번지|경기도 의정부시 가능로 15, (가능동)|24873|24시간;택배;베이커리;튀김;커피;ATM
CU|가능빌리지점|031-836-8777|경기도 의정부시 가능1동 608-6번지|경기도 의정부시 의정로198번길 29|31758|24시간;택배;커피;ATM
CU|가능제일점|031-874-7192|경기도 의정부시 가능동 651-8번지|경기도 의정부시 가능로97번길 17, (가능동)|16208|24시간;택배;튀김;커피;스포츠토토;ATM
