##NAME|SUBNAME|TELNUM|NEWADDR@@새마을금고
성동새마을금고|황성지점|054-771-5531|경북 경주시 황성로 63-1
성동새마을금고|동천지점|054-742-5530|경북 경주시 양정로 240
성동새마을금고|천북지점|054-745-4288|경북 경주시 천북면 산업로 4976
성동새마을금고|용황지점|054-741-5571|경북 경주시 용황로 48
신경주새마을금고|본점|054-743-5511|경북 경주시 동성로 48
신경주새마을금고|성건지점|054-743-5541|경북 경주시 성건동
신경주새마을금고|충효지점|054-743-6161|경북 경주시 충효동
신경주새마을금고|건천지점|054-751-9001|경북 경주시 건천읍
신경주새마을금고|산내지점|054-753-1122|경북 경주시 산내면
경주새마을금고|본점|054-743-5521|경북 경주시 동성로 98
경주새마을금고|노서지점|054-742-5521|경북 경주시 금성로247번길 24
경주새마을금고|용강지점|054-776-5521|경북 경주시 다불로 23
경주새마을금고|용황지점|054-749-5521|경북 경주시 용황구획4길 39
남경주새마을금고|본점|054-746-5571|경북 경주시 산업로 3014-5
남경주새마을금고|외동지점|054-746-8738|경북 경주시 외동읍 입실로 76
남경주새마을금고|모화지점|054-775-6677|경북 경주시 외동읍 모화북1길 9-13
안강새마을금고|본점|054-761-7077|경북 경주시 안강읍 비화원로 64
안강새마을금고|산대지점|054-761-1221|경북 경주시 안강읍 구부랑4길 9
동경주새마을금고|본점|054-746-4458|경북 경주시 양북면 어일중앙길 22
동경주새마을금고|감포지점|054-746-4459|경북 경주시 감포읍 감포로 121-1
양남새마을금고|본점|054-744-1287|경북 경주시 양남면 하서중앙길 44
양남새마을금고|나아지점|054-774-6548|경북 경주시 양남면 동해안로 644
강동새마을금고|본점|054-762-8188|경북 경주시 강동면 강동로 10
현곡새마을금고|본점|054-775-4779|경북 경주시 현곡면 용담로 184
현곡새마을금고|푸르지오지점|054-705-4778|경북 경주시 현곡면 용담로 548
(주)풍산안강공장새마을금고|본점|054-762-5878|경북 경주시 안강읍 호국로 2606-10
내남새마을금고|본점|054-748-2004|경북 경주시 내남면 이조중앙길 38-1
내남새마을금고|용장지점|054-745-8788|경북 경주시 내남면 포석로 369
영양새마을금고|본점|054-683-3337|경북 영양군 영양읍 중앙로 132-26
성주새마을금고|본점|054-933-0090|경북 성주군 성주읍 성주로 3236
성주새마을금고|월항지점|054-932-9562|경북 성주군 월항면 주산로 384
성주새마을금고|벽진지점|054-932-7652|경북 성주군 벽진면 수촌길 5-1
성주새마을금고|초전지점|054-932-9969|경북 성주군 초전면 대장길 119-6
성주새마을금고|가천지점|054-932-4424|경북 성주군 가천면 가천로 62
성주새마을금고|선남지점|054-933-0646|경북 성주군 선남면 관화길 112
용궁새마을금고|본점|054-653-7177|경북 예천군 용궁면 용궁로 111-6
예천군새마을금고|본점|054-654-7441|경북 예천군 예천읍 시장로 121
예천군새마을금고|용문지점|054-655-9252|경북 예천군 용문면 상금시장길 15-9
예천군새마을금고|감천지점|054-652-6644|경북 예천군 감천면 충효로 1391
예천군새마을금고|입암지점|054-653-3940|경북 예천군 개포면 방터길 18
예천군새마을금고|지보지점|054-653-3361|경북 예천군 지보면 지보로 171-1
예천군새마을금고|풍양지점|054-653-7939|경북 예천군 풍양면 낙상1길 72-1
예천군새마을금고|신도청지점|054-655-6601|경북 예천군 호명면 새움3로 6
영동새마을금고|본점|054-334-5233|경북 영천시 호국로 36
영동새마을금고|제1지점|054-332-7311|경북 영천시 동부로 39
영동새마을금고|제2지점|054-332-7312|경북 영천시 충효로 122-1
영동새마을금고|창신지점|054-332-7313|경북 영천시 창신1길 11
영동새마을금고|고경지점|054-335-3823|경북 영천시 고경면 호국로 1075-1
영동새마을금고|평천지점|054-335-2838|경북 영천시 임고면 포은로 748
영동새마을금고|임고지점|054-335-7390|경북 영천시 임고면 포은로 454
교동새마을금고|본점|054-333-1026|경북 영천시 최무선로 214
영천새마을금고|본점|054-334-3541|경북 영천시 역전로 7
영천새마을금고|영남지점|054-335-4944|경북 영천시 한방로 143
영천새마을금고|중앙지점|054-334-3541|경북 영천시 충효로 59
영천새마을금고|화북지점|054-337-6260|경북 영천시 화북면 자천7길 4
영천새마을금고|화남지점|054-337-8500|경북 영천시 화남면 천문로 1601
금호새마을금고|본점|054-334-0259|경북 영천시 금호읍 금호로 103
금호새마을금고|대창지점|054-335-4132|경북 영천시 대창면 금창로 681
냉천새마을금고|본점|054-334-0313|경북 영천시 금호읍 금호로 138
냉천새마을금고|청통지점|054-335-3844|경북 영천시 청통면 금송로 947
서부영천새마을금고|본점|054-332-0786|경북 영천시 신녕면 장수로 1680
서부영천새마을금고|화산지점|054-335-6642|경북 영천시 화산면 장수로 913-2
문경제일새마을금고|본점|054-555-4408|경북 문경시 중앙로 206
문경제일새마을금고|문경지점|054-571-4265|경북 문경시 문경읍 문희로 38
문경제일새마을금고|농암지점|054-571-3152|경북 문경시 농암면 농암길 55
신문경새마을금고|본점|054-555-7711|경북 문경시 당교로 259
신문경새마을금고|신기지점|054-553-4168|경북 문경시 신기3길 12
신문경새마을금고|점촌지점|054-553-2122|경북 문경시 점촌로 18
신문경새마을금고|마성지점|054-571-1019|경북 문경시 마성면 마성길 67
신문경새마을금고|양지지점|054-552-2211|경북 문경시 상신로 10
신문경새마을금고|남부지점|054-554-0205|경북 문경시 매봉4길 32
신문경새마을금고|가은지점|054-571-7373|경북 문경시 가은읍 가은로 142-1
신문경새마을금고|중앙지점|054-555-6115|경북 문경시 중앙로 90
의흥새마을금고|본점|054-382-6969|경북 군위군 의흥면 읍내길 53-1
의흥새마을금고|군위지점|054-382-7771|경북 군위군 군위읍 동서길 34
삼성전자새마을금고|구미지점|-1588-7256|경북 구미시 3공단3로 302
송정새마을금고|본점|054-452-5343|경북 구미시 백산로 70
송정새마을금고|한신지점|054-454-5343|경북 구미시 백산로 151
금오새마을금고|본점|054-452-5121|경북 구미시 금오시장로1길 2
금오새마을금고|금오1지점|054-451-4957|경북 구미시 구미중앙로21길 5-2
도량새마을금고|본점|054-442-7206|경북 구미시 야은로 374
도량새마을금고|제1지점|054-453-4250|경북 구미시 문장로12길 4
도량새마을금고|제2지점|054-442-8206|경북 구미시 송동로 149
도량새마을금고|문성지점|054-454-8085|경북 구미시 고아읍 들성로 213
도량새마을금고|원호지점|054-443-5986|경북 구미시 고아읍 문장로22길 37
도량새마을금고|제5지점|054-443-7204|경북 구미시 도봉로5길 29
도량새마을금고|도봉지점|054-443-7207|경북 구미시 도봉로 76-61
도량새마을금고|문성2지점|054-452-7206|경북 구미시 고아읍 문성로 41
지산새마을금고|본점|054-452-9884|경북 구미시 선산대로 163-1
지산새마을금고|제1지점|054-453-3413|경북 구미시 선산대로 77
원남새마을금고|본점|054-455-9345|경북 구미시 원남로 131
원남새마을금고|역후지점|054-455-9344|경북 구미시 원남로 7
원남새마을금고|봉곡1지점|054-442-9345|경북 구미시 봉곡남로 103
원남새마을금고|푸르지오캐슬지점|054-458-9344|경북 구미시 백산로 19
원남새마을금고|봉곡2지점|054-442-9346|경북 구미시 봉곡북로 75-4
중앙새마을금고|본점|054-463-8017|경북 구미시 야은로 745
중앙새마을금고|신평지점|054-462-2621|경북 구미시 신비로 13
중앙새마을금고|비산지점|054-463-5881|경북 구미시 비산로5안길 3
중앙새마을금고|광평지점|054-463-3217|경북 구미시 구미대로 216
중앙새마을금고|비산2지점|054-463-3881|경북 구미시 신비로 112
공단새마을금고|본점|054-463-3620|경북 구미시 1공단로 197-3
사곡새마을금고|본점|054-463-8390|경북 구미시 사곡로 21
상모새마을금고|본점|054-465-2593|경북 구미시 상모로 54
상모새마을금고|우방지점|054-465-2544|경북 구미시 상사서로 36
상모새마을금고|제일모직지점|054-468-2301|경북 구미시 구미대로 58
상모새마을금고|본동지점|054-716-2594|경북 구미시 박정희로 80
상모새마을금고|도레이지점|054-469-4211|경북 구미시 구미대로 102
구미강동새마을금고|본점|054-473-0151|경북 구미시 인동남길 144
구미강동새마을금고|황상지점|054-473-0155|경북 구미시 검성로 32-7
구미강동새마을금고|장천지점|054-471-8863|경북 구미시 장천면 상장4길 5
구미강동새마을금고|양포지점|054-475-1151|경북 구미시 흥안로 9
구미강동새마을금고|옥계지점|054-476-7014|경북 구미시 산호대로25길 16
구미강동새마을금고|인동지점|054-473-9484|경북 구미시 인동중앙로 44
구미강동새마을금고|4공단지점|054-476-6677|경북 구미시 옥계북로 34
구미강동새마을금고|산동지점|054-715-8010|경북 구미시 산동면 신당1로2길 14
임오새마을금고|본점|054-463-7656|경북 구미시 임은길 43
임오새마을금고|오태지점|054-464-0803|경북 구미시 금오대로 302
임오새마을금고|임은지점|054-463-1199|경북 구미시 왕산로 28-15
형곡새마을금고|본점|054-456-7300|경북 구미시 형곡서로 66
형곡새마을금고|제1지점|054-458-8074|경북 구미시 신시로 30-1
형곡새마을금고|제2지점|054-457-0770|경북 구미시 형곡로 70
공단1동새마을금고|본점|054-461-8859|경북 구미시 수출대로3길 111
공단1동새마을금고|제1지점|054-463-3559|경북 구미시 비산로1길 36
선산새마을금고|본점|054-481-2250|경북 구미시 선산읍 남문로3길 24
도개새마을금고|본점|054-474-2310|경북 구미시 도개면 궁기3길 6-1
고아새마을금고|본점|054-481-3647|경북 구미시 고아읍 선산대로 959
엘지전자구미새마을금고|본점|054-460-7142|경북 구미시 산호대로 77
해평새마을금고|본점|054-474-3612|경북 구미시 해평면 강동로 1635
구미새마을금고|본점|054-452-4337|경북 구미시 구미중앙로11길 16
구미새마을금고|구운지점|054-453-2291|경북 구미시 고아읍 송평구길 73
구미새마을금고|무을지점|054-481-9088|경북 구미시 무을면 상무로 944
봉화군새마을금고|본점|054-673-7000|경북 봉화군 봉화읍 봉화로 1146
봉화군새마을금고|소천지점|054-672-7310|경북 봉화군 소천면 소천로 1269-3
봉화군새마을금고|명호지점|054-672-1077|경북 봉화군 명호면 도천길 15-7
봉화군새마을금고|물야지점|054-672-2025|경북 봉화군 물야면 문수로 1016
봉화군새마을금고|춘양지점|054-672-3066|경북 봉화군 춘양면 의양로 37
상산새마을금고|본점|054-536-2671|경북 상주시 삼백로 100
상산새마을금고|남성지점|054-536-7200|경북 상주시 남성4길 53
함창새마을금고|본점|054-541-2924|경북 상주시 함창읍 함창중앙로 125
함창새마을금고|은척지점|054-541-4130|경북 상주시 은척면 봉중1길 16-8
함창새마을금고|공검지점|054-541-0757|경북 상주시 공검면 비재로 1327-1
화령새마을금고|본점|054-533-0009|경북 상주시 화서면 화령로 25
낙동새마을금고|본점|054-534-2240|경북 상주시 낙동면 장천로 460
낙동새마을금고|동부지점|054-534-9123|경북 상주시 낙동면 영남제일로 85-1
백화새마을금고|본점|054-531-2110|경북 상주시 모서면 백화로 1430
울진새마을금고|본점|054-783-3377|경북 울진군 울진읍 울진중앙로 69
울진새마을금고|중앙지점|054-782-4545|경북 울진군 울진읍 읍내5길 29-5
죽변새마을금고|본점|054-781-5500|경북 울진군 죽변면 죽변중앙로 153
후포새마을금고|본점|054-787-1013|경북 울진군 후포면 후포로 5
후포새마을금고|후포지점|054-787-1015|경북 울진군 후포면 후포로 166-1
풍기새마을금고|본점|054-636-3586|경북 영주시 풍기읍 동성로 87
풍기새마을금고|안정지점|054-634-0064|경북 영주시 안정면 신재로 534
흥주새마을금고|본점|054-633-2220|경북 영주시 순흥면 순흥로55번길 1-1
영주중앙새마을금고|본점|054-635-9121|경북 영주시 구성로 361
