bztypName|pobsAfstrName|pobsBaseAddr|pobsDtlAddr|pobsGnrlTelno
한식|(주)부자되세요 창고43 강남점|서울특별시 강남구 강남대로 362 (역삼동)|대륭강남타워 지하1층|025080043
한식|(주)부자되세요 창고43 삼성점|서울특별시 강남구 테헤란로 534 (대치동)|글라스타워 지하 1층|023453434
한식|(주)부자되세요 창고43 압구정점|서울특별시 강남구 논현로 839 (신사동)|지하1층|025140043
한식|(주)부자되세요 창고43 역삼점|서울특별시 강남구 테헤란로 306 (역삼동)|1층|025014343
한식|(주)부자되세요 창고43 청담점|서울특별시 강남구 도산대로 421 (청담동)|1층, 2층|025153343
중식,훠궈|(주)불이아역삼점|서울특별시 강남구 논현로 514(역삼동)|2층|025566689
서양식 음식점업|(주)뷰티그로서리|서울특별시 강남구 압구정로46길 77(신사동)|1층 뷰티그로서리|025467618
악세사리,신발,의류,화장품,잡화,휴대폰기기/무역|(주)뷰티캐슬|서울특별시 강남구 광평로 지하 270 (수서동)|수서역사 113호 레드아이|024331033
기타 무선 통신장비|(주)브레인아이시티|서울특별시 강남구 도곡로 112 (도곡동)|2층 GVC|07076967905
아동청소년 두뇌심리발달 연구소|(주)브레인움 뇌움교육|서울특별시 강남구 남부순환로 2917(대치동)|내제 201 마호,아호|0220390136
화장품|(주)블랑미|서울특별시 강남구 강남대로44길 7 (도곡동)|3층 314호|07046434121
음료 소매업|(주)비노브라더스|서울특별시 강남구 논현로146길 33 1층|(주)비노브라더스|020000000
의류|(주)비바탐탐|서울특별시 강남구 강남대로140길 26 (논현동)|2층|0234443457
서양음식점|(주)비블레스|서울특별시 강남구 테헤란로83길 33 (삼성동)|나라키움빌딩b동1층|025685255
전자상거래, 통신판매업|(주)비씨티원|서울특별시 강남구 논현로79길 59 (역삼동)|301호|025826891
가구/가구/서적,잡지/커피전문점|(주)비아인키노|서울특별시 강남구 선릉로 741(논현동)|전층|0218996190
맞춤정장,정장|(주)비앤테일러샵|서울특별시 강남구 도산대로81길 31 (청담동)|전층|027639997
문구 서적외|(주)비젠마스터피스|서울특별시 강남구 테헤란로38길 43(역삼동)|청록빌딩 b1|0220526641
화장품 및 화장용품 도매업|(주)비젤|서울특별시 강남구 언주로157길 26 (신사동)|1층(유일빌딩)|0269594794
상품 종합 중개업|(주)비지플랫폼|서울특별시 강남구 테헤란로79길 6(삼성동)|3-5층 브이301호|0236793986
디자인,광고대행,행사대행,컨벤션업,전자상거래소매업|(주)비큐|서울특별시 강남구 논현로149길 13-5 (논현동)|비큐빌딩3층|025656546
학원운영업|(주)빅브라더컴퍼니|서울특별시 강남구 선릉로131길 12 (논현동)|4층|027867997
커피가공,커피류,커피,관련장비|(주)빈스테이블 강남 일원점|서울특별시 강남구 광평로31길 27 (수서동, 삼성아파트)|지상1층 101-3호|0234128938
인물사진 및 행사용비디오 촬영업, 사진처리업|(주)사람사진으로쓰는이야기|서울특별시 강남구 논현로136길 15 (논현동)|단독|0234425208
인물사진 및 행사용비디오 촬영업, 사진처리업|(주)사람사진으로쓰는이야기|서울특별시 강남구 학동로31길 18 (논현동)|마진빌 102호|025445966
일식 음식점업|(주)사토시|서울특별시 강남구 언주로170길 27(신사동)|2층 파크빌딩|-
고급음식점|(주)삼원가든|서울특별시 강남구 언주로 835 (신사동)|(신사동)|025483030
심리상담|(주)새라심리상담연구소|서울특별시 강남구 광평로51길 22 (수서동, 한아름아파트)|101동 7층 703호|023555678
외의|(주)샌프란시스코마켓|서울특별시 강남구 도산대로49길 29-10 (신사동)|1~2층|025423156
서양식 음식점업|(주)샘킴컴퍼니|서울특별시 강남구 도산대로49길 10-3 (신사동)|2층 (신사동, 용진빌딩)|025113334
필라테스,프랜차이즈,휘트니스 위탁사업및컨설팅|(주)샤샤정헌드레드|서울특별시 강남구 압구정로30길 53 (신사동)|성지빌딩 3층 샤샤필라테스|025174405
강의|(주)샤인앤컴퍼니|서울특별시 강남구 압구정로 110(신사동)|화인빌딩 203-1호|07077972879
음반.전자상거래업.옵셋인쇄.경인쇄.공연기획|(주)서강피앤디|서울특별시 강남구 선릉로161길 25 (신사동)|102호 (쿨트랙)|025429602
건물위생관리업|(주)서브스타|서울특별시 강남구 도산대로 454 (청담동, 청담휴먼스타빌)|청담휴먼스타밀 107호|021324511
건축관련기술서비스|(주)서한종합건축사사무소|서울특별시 강남구 언주로 620 (논현동)|8층|0221919100
외국어보습|(주)선경에듀|서울특별시 강남구 남부순환로 2936 (대치동)|윈플러스상가 209호 외|025689001
한식, 정육판매업|(주)선릉신도세기|서울특별시 강남구 테헤란로52길 15 (역삼동)|B 101호, B 103호|025016888
경영 컨설팅업|(주)선수홀딩스|서울특별시 강남구 언주로121길 11(논현동)|2층|025438369
중재및공공관계서비스,  출판, 교육훈련|(주)성공전략연구소|서울특별시 강남구 역삼로17길 47 (역삼동)|카네기빌딩 4층|025560113
폐기물처리업|(주)성진미화|서울특별시 강남구 논현로28길 18 (도곡동)|301호|025638297
응용 소프트웨어 개발 및 공급업|(주)성진에이에스|서울특별시 강남구 일원로3길 87 (일원동)|1층|15886631
도서|(주)세계로에이치에이|서울특별시 강남구 도곡로430|3층|025013231
임대업외|(주)세바|서울특별시 강남구 논현로153길 54 (신사동)|3층|0220176208
사진촬영|(주)세상의 끝|서울특별시 강남구 논현로 102 (개포동)|덕흥빌딩 4, 5, 6층|0264082325
산후조리원|(주)세인트파크|서울특별시 강남구 삼성로120길 30 (삼성동)|세인트파크 산후조리원|025189782
보습학원|(주)세종의마음|서울특별시 강남구 도곡로 444 (대치동)|일억조빌딩 2층|025359579
보습학원|(주)센트레에듀|서울특별시 강남구 삼성로 151 (대치동, 선경아파트)|선경상가 201호 미래중심학원|025613241
의료기기 개발|(주)셀진|서울특별시 강남구 삼성로 150 (대치동, 한보미도맨션)|105동 103호|-
전자상거래,전자제품|(주)소리샵청담지점|서울특별시 강남구 도산대로55길 29(청담동)|대창빌딩 1층|0234467391
중국음식점업|(주)송송푸드|서울특별시 강남구 도산대로1길 40 (신사동)|1층|025461178
스포츠용품|(주)쇼군웨이크스노우보드|서울특별시 강남구 논현로 610(논현동)|1층|0234426654
일반 교과학원, 온라인교육학원|(주)수학에미친사람들|서울특별시 강남구 삼성로 319 (대치동)|4,6,7층 수학에미친사람들 학원|0222024567
잡화류,일식|(주)스시히로바|서울특별시 강남구 삼성로 620 (삼성동)|1층|025155511
수영장업|(주)스위스코퍼레이션|서울특별시 강남구 도곡로 505 (대치동)|B2 스위스키즈베이 대치점|025725550
단체급식,매점|(주)스카이푸드이과|서울특별시 강남구 역삼로 534 (대치동)|지하2층|07074556331
예술문화서비스|(주)스타트오십이|서울특별시 강남구 논현로 641 (논현동)|732호|-
서양식음식점업|(주)스포라이브리테일|서울특별시 강남구 학동로 224 (논현동)|107.108호|025185570
헬스|(주)스포큐원|서울특별시 강남구 테헤란로87길 36 (삼성동)|B20호|18999970
부동산 중개|(주)시너지부동산중개법인|서울특별시 강남구 언주로 711 (논현동)|16층|0264285500
건축설계및감리,전문기술용역외1|(주)시드건축사사무소|서울특별시 강남구 삼성로108길 20 (삼성동)|지산빌딩3층|025611860
식육|(주)시원미트|서울특별시 강남구 도산대로46길 21 (논현동, 한진로즈힐아파트)|상가119호|025186953
안경콘택트|(주)시호비전 청담|서울특별시 강남구 영동대로 702 (청담동)|지하1층 시호비전 청담|025470500
침대, 가구, 침구류, 전자상거래업|(주)식스티세컨즈|서울특별시 강남구 삼성로69길 32 (대치동)|식스티세컨즈|0269586060
레스토랑,기타음식료품|(주)신세계푸드보노보노플러스삼성점|서울특별시 강남구 테헤란로 508 (대치동)|지하1층 보노보노삼성점|0232888080
호텔업|(주)신안관광|서울특별시 강남구 영동대로 737 (청담동)|리베라호텔|025413111
어학원|(주)신중성|서울특별시 강남구 테헤란로5길 31 (역삼동)|4층, 6층|0220518279
기성복 외|(주)신형물산|서울특별시 강남구 선릉로 521 (역삼동)|2층 관리부|025505410
보습학원|(주)써밋아카데미컴퍼니|서울특별시 강남구 도곡로 524 (대치동)|(남성빌딩) 3층|025552608
샌드위치|(주)써브웨이강남역점|서울특별시 강남구 강남대로96길 12 (역삼동)|지천빌딩 1층|025574727
잡화|(주)쎄덱|서울특별시 강남구 도산대로 223|(주)쎄덱|025496701
연기학원|(주)씨앤씨스쿨|서울특별시 강남구 언주로129길 17 (논현동)|2층|025464040
건축설계/감리|(주)씨앤씨시그건축사사무소|서울특별시 강남구 논현로 650-1 (논현동)|8층|025010929
보습학원외|(주)씨앤에이논술|서울특별시 강남구 도곡로 450 (대치동)|덕산빌딩 2층|025621211
화장품|(주)씨에스에이코스믹|서울특별시 강남구 학동로30길 20 (논현동)|(주)씨에스에이코스믹|-
건축관련기술서비스|(주)씨엔건축사사무소|서울특별시 강남구 강남대로58길 33 (도곡동)|2층|0234631170
타일,건축자재|(주)씨엔엠스페이스|서울특별시 강남구 학동로24길 14 (논현동)|1층|0234434640
식품가공업|(주)씨티카페비엠에스점|서울특별시 강남구 역삼로7길 22 (역삼동)|비엠에스빌딩 1층 씨티카페|025661743
커피|(주)씨티카페비엠에스점|서울특별시 강남구 역삼로7길 22 (역삼동)|비엠에스빌딩 1층|025661743
외국어교육외|(주)아게하일본전문아카데미|서울특별시 강남구 논현로161길 13 (신사동)|2층201호|025165435
한식|(주)아구본가첨벙대치|서울특별시 강남구 도곡로 426 (대치동)|JN빌딩 2층|025380104
웨딩,상품중개업외|(주)아드리비툼|서울특별시 강남구 봉은사로16길 31 (역삼동)|1층|025143676
한식일반음식점업|(주)아리양|서울특별시 강남구 봉은사로 317 (논현동)|1층 아모제논현빌딩|025407860
기타 주점업|(주)아미고에프앤비|서울특별시 강남구 압구정로 417, 1층 (압구정동)|(주)아미고에프앤비|020000000
평생교육시설|(주)아바서비스커리어센터|서울특별시 강남구 테헤란로4길 27 (역삼동)|금성빌딩 5층|025668618
무역,건강기능식품.화장품,생활용품,전자상거래|(주)아셀월드인터내셔널|서울특별시 강남구 테헤란로8길 32 (역삼동)|타임코빌딩 6층|025653232
집단급식|(주)아워홈 강남구청점(별관식당)|서울특별시 강남구 선릉로 668 (삼성동)|지하 1층|07075458251
집단급식,매점|(주)아워홈강남구청점(본관식당)|서울특별시 강남구 학동로 426 (삼성동)|지하1층 직원식당|07075458171
컴퓨터 및 주변장치, 소프트웨어 도매업|(주)아이디씨하모니|서울특별시 강남구 테헤란로64길 16-9(대치동)|7층 701호|-
화장품|(주)아이미스킨랩|서울특별시 강남구 테헤란로4길 6 (역삼동)|442호|0260855450
스튜디오촬영|(주)아이보리스튜디오|서울특별시 강남구 도산대로24길 26 (논현동)|.|025546241
실용음악,연기,댄스,방송 기타문화예술교육학원|(주)아이엠웍스|서울특별시 강남구 강남대로140길 9 (논현동)|4층|07043657818
일반 서적 출판업|(주)아이진로|서울특별시 강남구 도산대로16길 13-20 (논현동)|청구빌딩 5층|028166978
일반교과학원일반교습학원|(주)아인슈타인교육|서울특별시 강남구 압구정로 136 (신사동)|4층|025424201
소프트웨어개발판매,컴퓨터및주변장치|(주)아크릴|서울특별시 강남구 선릉로 704 (청담동)|11층|025574958
전시및행사대행업   광고대행업|(주)아톰크리에이티브|서울특별시 강남구 논현로122길 10 (논현동)|2층|025680160
미술학원|(주)아트예뜨락미술학원|서울특별시 강남구 압구정로 160 (신사동)|4층|025435285
서적|(주)아티젠탱글링캠퍼스|서울특별시 강남구 테헤란로78길 14-12 (대치동)|4층|024661207
진학상담지도교육|(주)아폴론교육|서울특별시 강남구 역삼로 456 (대치동)|아폴론교육|025159211
교과교습|(주)아폴론메디스카이|서울특별시 강남구 역삼로 456 (대치동)|3, 4층|025159211
귀금속 이벤트업|(주)알리앙스젬|서울특별시 강남구 도산대로55길 26 (청담동)|하늘빌딩5층 알리앙스젬|025437739
외국어학원|(주)알리앙스프랑세즈|서울특별시 강남구 강남대로94길 27-15(역삼동)|2층|025551125
정보제공업/전자상거래업|(주)알파이글루|서울특별시 강남구 영동대로 602 (삼성동, 삼성동 미켈란 107)|D161|07050010203
입시학원,외국어학원,기타문리계학원,보습학원|(주)압구정명문학원|서울특별시 강남구 압구정로 144 (신사동)|선덕빌딩 4층|025455508
통신기기사무기기,전자제품|(주)애니파|서울특별시 강남구 강남대로 532 (논현동)|은훈빌딩1층SK텔레콤|025405550
광고물제작,  광고대행|(주)애드빅컴|서울특별시 강남구 도산대로 158 (논현동)|901|34449516
일식|(주)야마야푸즈서비스 야마야강남N타워점|서울특별시 강남구 테헤란로 129(역삼동)|강남N타워 G층|0262500980
