input|id|name|oldaddr|newaddr|tell|cat|xcord|ycord|url
네이버 2022년 2월예정|1750952651|원종파르크(2022년2월예정)|경기도 부천시 원종동 334-2|경기도 부천시 고강로24번길 19|031-843-7777|['아파트', '예정,공사중']|126.8077938|37.5305776|
네이버 2022년 2월예정|1821859491|BYC사옥(2022년2월예정)|서울특별시 영등포구 대림동|||['시설,건물', '기업,빌딩']|126.9019558|37.4875094|
네이버 2022년 2월예정|1552536564|영무파라드(2022년2월예정)|경기도 오산시 원동 771-1|||['주상복합', '예정,공사중']|127.0720983|37.1448148|
네이버 2022년 2월예정|1725050102|지엔텍잔카드림타워(2022년2월예정)|서울특별시 금천구 가산동 345-43|||['시설,건물', '기업,빌딩']|126.8822348|37.4715100|
네이버 2022년 2월예정|1616399352|피앤피시큐어 마곡사옥(2022년2월예정)|서울특별시 강서구 마곡동|||['시설,건물', '기업,빌딩']|126.8257297|37.5702131|
네이버 2022년 2월예정|1074421483|라센트라오피스텔(2022년2월예정)|서울특별시 강서구 방화동|||['오피스텔', '예정,공사중']|126.8082099|37.5633298|
네이버 2022년 2월예정|1445456284|자이센터프라자(2022년2월예정)|경기도 안산시 상록구 사동 1639-24|||['시설,건물', '기업,빌딩']|126.8289900|37.2840269|
네이버 2022년 2월예정|1419715377|의정 체험형전시관 라키비움 (2022년2월예정)|경기도 수원시 영통구 이의동|||['문화,예술', '전시관']|127.0543476|37.2884987|
네이버 2022년 2월예정|1716083643|베스트프라자(2022년2월예정)|경기도 김포시 고촌읍 신곡리 951-8|||['시설,건물', '기업,빌딩']|126.7647808|37.5927164|
네이버 2022년 2월예정|1200289875|품에지은주상복합아파트(2022년2월예정)|인천광역시 중구 신흥동1가 34-34|||['주상복합', '예정,공사중']|126.6314874|37.4660253|
네이버 2022년 2월예정|1253828911|샛강역(2022년2월예정)|서울특별시 영등포구 여의도동|||['철도', '공사중']|126.9293265|37.5171978|
네이버 2022년 2월예정|1551303013|보라매역(2022년2월예정)|서울특별시 동작구 대방동|||['철도', '공사중']|126.9205318|37.5004880|
네이버 2022년 2월예정|1692573512|신림역(2022년2월예정)|서울특별시 관악구 신림동|||['철도', '공사중']|126.9296092|37.4850777|
네이버 2022년 2월예정|1980854543|프라임타워(2022년2월예정)|경기도 파주시 와동동 1469-1|||['시설,건물', '기업,빌딩']|126.7636385|37.7282776|
네이버 2022년 2월예정|1041941194|대방역(2022년2월예정)|서울특별시 영등포구 신길동|||['철도', '공사중']|126.9252666|37.5126480|
네이버 2022년 2월예정|1759003296|광탄도서관 (2022년2월예정)|경기도 파주시 광탄면 신산리 199|경기도 파주시 광탄면 심궁로 13 신산초등학교||['교육,학문', '도서관']|126.8517835|37.7803314|
네이버 2022년 2월예정|1170790936|등촌아리스타(2022년2월예정)|서울특별시 강서구 등촌동 633-11|서울특별시 강서구 양천로 620||['시설,건물', '기업,빌딩']|126.8665668|37.5537484|
네이버 2022년 2월예정|1857658497|가톨릭대학교 성심교정제2국제관(2022년2월예정)|경기도 부천시 역곡동 산43-1|경기도 부천시 지봉로 43 가톨릭대학교 성심교정||['대학교', '부속건물']|126.8030014|37.4857582|
네이버 2022년 2월예정|1214723758|목감119안전센터(2022년2월예정)|경기도 시흥시 조남동  694|경기도 시흥시 목감우회로 15||['공공,사회기관', '공공,행정시설']|126.8577733|37.3814403|
네이버 2022년 2월예정|1265351079|간석4동행정복지센터(2022년2월예정)|인천광역시 남동구 간석동 575-17|인천광역시 남동구 벽돌말로19번길 7 간석4동 행정복지센터||['공공,사회기관', '공공,행정시설']|126.7006528|37.4665371|
네이버 2022년 2월예정|1143010442|남촌도림동행정복지센터(2022년2월예정)|인천광역시 남동구 남촌동 354-1|인천광역시 남동구 남촌동로 32 남촌도림동 행정복지센터||['공공,사회기관', '공공,행정시설']|126.7152527|37.4322856|
네이버 2022년 2월예정|1629582256|화성새마을금고회관(2022년2월예정)|경기도 화성시 봉담읍 상리|||['공공,사회기관', '회관']|126.9455550|37.2274586|
네이버 2022년 2월예정|1882973855|SH스카이프라자II(2022년2월예정)|경기도 수원시 권선구 호매실동 1402-4||031-292-0379|['쇼핑,유통', '상가,아케이드']|126.9629638|37.2569378|
네이버 2022년 2월예정|1260467594|양주회천A14BL아파트(2022년2월예정)|경기도 양주시 덕계동 767|||['아파트', '예정,공사중']|127.0538186|37.8230251|
네이버 2022년 2월예정|1591703697|진택하이테크밸리(2022년2월예정)|경기도 부천시 삼정동 71-26|||['아파트', '예정,공사중']|126.7725615|37.5254384|
네이버 2022년 2월예정|1779919097|용인HTOP빌딩V(2022년2월예정)|경기도 용인시 처인구 역북동|경기도 용인시 처인구 명지로 41||['시설,건물', '기업,빌딩']|127.1887333|37.2324402|
네이버 2022년 2월예정|1741920657|미르프라자(2022년2월예정)|인천광역시 연수구 송도동|||['시설,건물', '기업,빌딩']|126.6442673|37.3945790|
네이버 2022년 2월예정|1686782699|오션파크(2022년2월예정)|경기도 시흥시 정왕동 2703-5|경기도 시흥시 거북섬2길 9||['쇼핑,유통', '상가,아케이드']|126.6775920|37.3258408|
네이버 2022년 2월예정|1323066665|개포프레지던스자이아파트(2023년2월예정)|서울특별시 강남구 개포동 189|||['아파트', '예정,공사중']|127.0716157|37.4852458|
네이버 2022년 2월예정|1082395635|시지코오롱하늘채(2022년2월예정)|대구광역시 수성구 신매동 605-3|대구광역시 수성구 고산로 101||['오피스텔', '예정,공사중']|128.7038316|35.8396541|
네이버 2022년 2월예정|1115416947|모종금호어울림아이퍼스트(2022년2월예정)|충청남도 아산시 모종동 588-50|||['아파트', '예정,공사중']|127.0160450|36.7797563|
네이버 2022년 2월예정|1226335235|운서역반도유보라(2022년2월예정)|인천광역시 중구 운서동 3099-4|||['주상복합', '예정,공사중']|126.4990684|37.4890587|
네이버 2022년 2월예정|1940550087|KCC스위첸웰츠타워1단지(2022년2월예정)|울산광역시 동구 전하동 300-384|||['아파트', '예정,공사중']|129.4298136|35.5186487|
네이버 2022년 2월예정|34490486|대연마루양우내안애퍼스트(2022년2월예정)|부산광역시 남구 문현동 310-1|||['아파트', '예정,공사중']|129.0786687|35.1344826|
네이버 2022년 2월예정|1062444291|광안KCC스위첸하버뷰(2022년2월예정)|부산광역시 수영구 민락동 181-79|||['주상복합', '예정,공사중']|129.1261593|35.1536655|
네이버 2022년 2월예정|1961058664|무진로진아리채리버뷰 (2022년2월예정)|광주광역시 광산구 우산동 663|||['아파트', '예정,공사중']|126.8148274|35.1639051|
네이버 2022년 2월예정|1145489135|쌍용더플래티넘해운대(2022년2월예정)|부산광역시 해운대구 중동 1369-8|||['아파트', '예정,공사중']|129.1651932|35.1638368|
네이버 2022년 2월예정|1582645988|봉선주월대라수어썸브릿지(2022년2월예정)|광주광역시 남구 주월동 957-20|||['아파트', '예정,공사중']|126.9003419|35.1328781|
네이버 2022년 2월예정|1972450667|김천시공공산후조리원 (2022년2월예정)|경상북도 김천시 모암동 190-2|경상북도 김천시 모암사랑5길 13||['임신,출산', '산후조리원']|128.1261205|36.1230049|
네이버 2022년 2월예정|1216322785|익산오투그란데글로벌카운티(2022년2월예정)|전라북도 익산시 마동  180|전라북도 익산시 선화로 295-40||['아파트', '예정,공사중']|126.9622127|35.9465094|
네이버 2022년 2월예정|1167849800|서면스위트엠골드에비뉴(2022년2월예정)|부산광역시 부산진구 범천동 847-2|부산광역시 부산진구 범일로 158 티웨딩홀 (구 황실예식장)||['오피스텔', '예정,공사중']|129.0596863|35.1440593|
네이버 2022년 2월예정|1428448285|내포신도시도나우에듀파크3블록아파트(2022년2월예정)|충청남도 예산군 삽교읍 목리 840|||['주상복합', '예정,공사중']|126.6805668|36.6652843|
네이버 2022년 2월예정|1279165841|중구청소년수련관(2022년2월예정)|인천광역시 중구 운남동 1640-1|인천광역시 중구 큰말로 25 씨사이드 텐트캠핑장 관리사무실||['교육,학문', '청소년수련원']|126.5252652|37.4733064|
네이버 2022년 2월예정|1967719361|순천복성지구한신더휴(2022년2월예정)|전라남도 순천시 해룡면 복성리 산19-5|||['아파트', '예정,공사중']|127.5443772|34.9621417|
네이버 2022년 2월예정|37704857|국회부산도서관 (2022년2월예정)|부산광역시 강서구 명지동 3633|부산광역시 강서구 명지국제1로 161||['교육,학문', '도서관']|128.9043974|35.1035129|
네이버 2022년 2월예정|1261533990|제일풍경채센트럴파크S-1(2022년2월예정)|광주광역시 북구 중흥동|||['주택', '아파트']|126.9134602|35.1716642|
네이버 2022년 2월예정|1123732120|광안경동리인아파트(2022년2월예정)|부산광역시 수영구 광안동 195-9|||['주상복합', '예정,공사중']|129.1166045|35.1523592|
네이버 2022년 2월예정|1786181009|제주건입동행복주택 (2022년2월예정)|제주특별자치도 제주시 건입동 984-133|||['주택', '아파트']|126.5323550|33.5174437|
네이버 2022년 2월예정|1891235374|문수로드림파크(2022년2월예정)|울산광역시 남구 신정동 569-2|울산광역시 남구 팔등로 4||['주택', '아파트']|129.3072934|35.5436486|
네이버 2022년 2월예정|1842349123|메디스퀘어(2022년2월예정)|경기도 안성시 서인동|경기도 안성시 중앙로372번길 5||['시설,건물', '기업,빌딩']|127.2682519|37.0075328|
네이버 2022년 2월예정|1843012183|정읍시기행복주택1BL (2022년2월예정)|전라북도 정읍시 시기동 267-34|전라북도 정읍시 청수1길 63 금강모텔||['아파트', '예정,공사중']|126.8533133|35.5639152|
네이버 2022년 2월예정|38249487|신세계광주특급호텔(2022년2월예정)|광주광역시 서구 화정동 12-13|광주광역시 서구 죽봉대로 61||['숙박', '호텔']|126.8820218|35.1588129|
네이버 2022년 2월예정|1605004364|창녕공립치매전담요양원(2022년2월예정)|경상남도 창녕군 대합면 신당리 26-9|경상남도 창녕군 대합면 평지퇴산로 53-2 평생교육원||['건강,의료', '요양원,요양센터']|128.4400137|35.5813063|
네이버 2022년 2월예정|1380966585|제넨바이오제넨코어센터 (2022년2월예정)|경기도 평택시 청북읍 율북리|경기도 평택시 청북읍 드림산단2로 80||['전문,기술서비스', '바이오,생명']|126.9704299|37.0611514|
네이버 2022년 2월예정|1929095880|포스코 광양제철소직원생활관(2022년2월예정)|전라남도 광양시 금호동 624-18|전라남도 광양시 희망길 12-21||['시설,건물', '기숙사']|127.7236636|34.9361577|
네이버 2022년 2월예정|1473704727|가호동 행정복지센터 (2022년2월예정)|경상남도 진주시 가좌동  1966|||['공공,사회기관', '행정복지센터']|128.1141908|35.1519594|
네이버 2022년 2월예정|1017831035|남구국제스포츠클라이밍장 (2022년2월예정)|대구광역시 남구 봉덕동 산132-7|||['스포츠,오락', '암벽등반']|128.5974657|35.8317631|
네이버 2022년 2월예정|1077597021|CGV인제원통점 (2022년2월예정)|강원도 인제군 북면 원통리 459-4|||['문화,예술', '영화관']|128.2066913|38.1201531|
네이버 2022년 2월예정|1096118382|춘천원예농협본점(2022년2월예정)|강원도 춘천시 사농동  808-5|강원도 춘천시 우두로 60||['금융,보험', '신용조합']|127.7290414|37.9122754|
네이버 2022년 2월예정|1405191046|하우스디어반메가시티(2022년2월예정)|대구광역시 동구 신서동 1188-1|||['오피스텔', '예정,공사중']|128.7320549|35.8764088|
네이버 2022년 2월예정|1848734243|금오산케이블카(2022년2월예정)|경상남도 하동군 금남면 중평리 825-1|||['레저,테마', '케이블카']|127.8700977|34.9923770|
네이버 2022년 2월예정|1429611422|제일풍경채센트럴파크S-2(2022년2월예정)|광주광역시 북구 중흥동 799-28|||['주택', '아파트']|126.9150570|35.1688727|
네이버 2022년 2월예정|1677006007|혁신동주민센터 (2022년2월예정)|전라북도 전주시 덕진구 장동 1114|||['공공,사회기관', '공공,행정시설']|127.0628237|35.8388446|
네이버 2022년 2월예정|1844322802|강화군복합커뮤니티센터 (2022년2월예정)|인천광역시 강화군 강화읍 남산리 213-2|인천광역시 강화군 강화읍 남문로 19 인천강화지역자활센터||['공공,사회기관', '행정복합시설']|126.4879004|37.7397552|
네이버 2022년 2월예정|1770707066|아산음봉복합문화센터 (2022년2월예정)|충청남도 아산시 음봉면 월랑리|충청남도 아산시 음봉면 음봉로 515-36||['교육,학문', '문화센터']|127.0687172|36.8436561|
네이버 2022년 2월예정|1455637187|농업기술센터농산물가공지원센터(2022년2월예정)|경기도 평택시 오성면 숙성리|||['제조업', '과실,채소가공,제조']|126.9804078|37.0147093|
네이버 2022년 2월예정|1403890570|제천시청소년수련관(2022년2월예정)|충청북도 제천시 동현동 148-3|충청북도 제천시 내토로 628||['교육,학문', '청소년수련원']|128.2218875|37.1328127|
네이버 2022년 2월예정|1338168584|포항블루밸리A-3(2022년2월예정)|경상북도 포항시 남구 동해면 공당리 산16-1|||['아파트', '예정,공사중']|129.5025434|35.9606636|
