##NAME|SUBNAME|TELNUM|ADDR|FEAT|SOURCE2@@고캠핑
광주시민의/숲/야영장||062-971-6467|광주광역시 북구 월출동 968번지|전기;온수;놀이터|한국관광공사
계곡캠핑펜션|||전라남도 구례군 간전면 금산리 63-5  63-5||한국관광공사
삼봉자동차야영장||041-673-1066|충남 태안군 안면읍 삼봉길 209-3|전기;온수;산책로|한국관광공사
돌머리/오토캠핑장||061-320-1942|전남 함평군 함평읍 주포로 600-29||한국관광공사
파주쇠꼴마을고고캠핑장|||경기 파주시 법원읍 술이홀로1333번길 160 경기 파주시 법원읍 금곡리 420-3||한국관광공사
평창/태기산/캠핑장/펜션|||강원 평창군 봉평면 진조2길 463-5 강원도 평창군 봉평면 진조리 338-11||한국관광공사
(주)데일리랜드||033-435-6797|강원 춘천시 동산면 윗성골길 36|전기;와이파이;장작판매;온수;물놀이장;마트.편의점|한국관광공사
작음쉼터야영장||031-431-6660|경기 시흥시 죽율로 25 (죽율동)||한국관광공사
울주해양레포츠센터/야영장||052-239-4700|울산 울주군 서생면 해맞이로 1560||한국관광공사
천안시/국민여가캠핑장|||충남 천안시 동남구 목천읍 교촌7길 46-13||한국관광공사
화명/오토캠핑장|||부산 북구 강변대로 1629 (덕천동)||한국관광공사
고명야영캠핑장||043-648-6690|충북 제천시 고명로 197-10 (고명동)||한국관광공사
마노힐링캠프|||경기 용인시 처인구 동부로729번길 112 (해곡동)||한국관광공사
지니어스/관광농원|||경기도 포천시 이동면 여우고개로 588||한국관광공사
생각나무/자연학교||055-794-1288|경상남도 진주시 미천면 오방리  141-4|전기;온수;물놀이장;산책로;운동장;운동시설|한국관광공사
꾸러기/캠핑장||010-3856-5666|경상남도 진주시 금곡면 검암길 31  꾸러기 캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
수덕/캠핑장|||충남 예산군 덕산면 노곡길 15||한국관광공사
휴림|||경기 여주시 주어로 204||한국관광공사
대부도나라캠핑장|||경기 안산시 단원구 장불길 31-23 (대부남동) 경기도 안산시 단원구 대부남동 557-6번지||한국관광공사
스톤밸리캠핑장||070-4415-2203|경기도 양주시 칠봉산로228번길 126-190(봉양동)|전기;와이파이;장작판매;온수;물놀이장;산책로;운동장;마트.편의점|한국관광공사
마중펜션캠핑장|||강원 횡성군 청일면 유동북길 190||한국관광공사
호두나무캠핑장||041-567-0613|충청남도 천안시 동남구 광덕면 광덕리  680-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동장;운동시설|한국관광공사
솔내음/물댄동산/야영장||061-395-0099|전남 장성군 삼계면 자초로 198||한국관광공사
남원/백두대간/힐링캠핑장||063-620-5750|전북 남원시 운봉읍 행정공안길 299||한국관광공사
iFA캠프운악/(아이에프에이/캠프운악)||010-2923-8141|경기도 포천시 화현면 화현리 1090-2|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
동화힐링캠프||031031-952952-20020022|경기도 파주시 파평면 두포리  산 59|전기;와이파이;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
아쿠아마린캠핑장|||경기 포천시 이동면 성장로1289번길 204 333, 334번지||한국관광공사
늘예솔글램핑|||경남 거창군 북상면 덕유월성로 1384-5||한국관광공사
부에노스아이레스|||경기 가평군 가평읍 상지로 949||한국관광공사
위천수변/테마파크||054-380-7354|경북 군위군 효령면 간동유원지길 8 위천수변테마파크||한국관광공사
완주캠핑장(테스트용캠핑장)||111-111-111|서울 성동구 사근동10길 9 (사근동) 201호||한국관광공사
가람관광농원||010-9704-2582|경남 합천군 봉산면 인덕로 930|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
소리길/오토캠핑장|||경상남도 합천군 가야면 매화산로 670  소리길 오토캠핑장|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
꿈꾸는/캠핑장|||경남 합천군 봉산면 김봉리 351-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
아빠랑/놀자|||경상남도 합천군 삼가면 동리외초길 223  아빠랑 놀자|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;산책로;운동시설;마트.편의점|한국관광공사
치인/자동차야영장||055-930-8000|경상남도 합천군 가야면 치인리  산16-1|전기;놀이터;운동시설|한국관광공사
해인캠핑장|||경상남도 합천군 대병면 대지리 296번지|전기;트렘폴린;놀이터;운동시설;마트.편의점|한국관광공사
강나루/캠핑장|||경남 합천군 가회면 둔내리 563-6, 563-7|전기|한국관광공사
개금불/어뮤니티|||경상남도 합천군 묘산면 봉곡리  140|전기;온수;놀이터;마트.편의점|한국관광공사
가야권역/소리마실/영농조합법인||055-934-2221|경상남도 합천군 가야면 야천리  산 861-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동장;운동시설|한국관광공사
삼정야영장||055-930-8000|경남 합천군 가야면 치인리 산16-1  삼정야영장||한국관광공사
대장경오토캠핑장||055-933-2058|경상남도 합천군 가야면 야천리 896|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
황매산/국민여가/캠핑장/(황매산/오토캠핑장)||055-932-5880|경상남도 합천군 가회면 둔내리  산219-11|전기;장작판매;온수;놀이터;운동시설|한국관광공사
합천휴테마파크||055-931-0988|경남 합천군 용주면 영상로 172  합천휴테마파크|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
합천수피아캠핑|||경상남도 합천군 봉산면 합천호반로 954|전기;장작판매;온수;놀이터;운동시설|한국관광공사
합천호/코지캠핑장|||경남 합천군 대병면 성리 618-1|전기;트렘폴린;물놀이장;산책로;마트.편의점|한국관광공사
오도산/자연휴양림||055-930-3733|경상남도 합천군 봉산면 오도산휴양로 433  오도산 자연휴양림|전기;놀이터;운동시설|한국관광공사
바람흔적미술관/글램핑||010-2045-3115|경상남도 합천군 가회면 중촌리  216-3|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
정양레포츠공원/오토캠핑장||055-933-5538|경남 합천군 대양면 정양리 613|전기;놀이터;산책로;운동시설|한국관광공사
합천/아마존/오토캠핑장/(합천글램핑)||055-931-9845|경상남도 합천군 대병면 회양리  1098-1|전기;장작판매;온수;물놀이장;놀이터|한국관광공사
합천라온오토캠핑장|||경상남도 합천군 용주면 가호리  1240|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
글램핑스토리||055-932-2061|경남 합천군 가야면 구미가천로 345-1|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
별빛터카라반&글램핑펜션|||경남 합천군 가회면 중촌리 196|전기;온수|한국관광공사
산애/캠핑장||010-2552-7184|경상남도 함양군 서하면 우전길 112-2  산애캠핑장|전기;장작판매;온수;물놀이장;놀이터|한국관광공사
칠선계곡글램핑|||경남 함양군 마천면 추성리 400번지  칠선계곡글램핑|전기;와이파이;장작판매;온수;운동시설|한국관광공사
용추밸리/캠프/야영장|||경남 함양군 안의면 매바위길 14|물놀이장;운동시설|한국관광공사
힐빙스토리자동차야영장||055-963-1253|경상남도 함양군 서상면 옥산리  822|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
국립지리산/자연휴양림||055-963-8133|경상남도 함양군 마천면 마천삼정로 1256  지리산 자연휴양림|놀이터|한국관광공사
농월정오토캠핑장||055-960-5163|경상남도 함양군 안의면 월림리 727-1|전기;와이파이;장작판매;온수;놀이터|한국관광공사
지리산오도재힐링캠핑장||055-963-9393|경상남도 함양군 휴천면 월평리 지리산가는길 811-1|전기;장작판매;온수;놀이터|한국관광공사
지리산백무동파크야영장|||경남 함양군 마천면 가홍리 628번지  지리산백무동파크야영장|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장|한국관광공사
용추그린하우스||055-964-0056|경상남도 함양군 안의면 신안리  480-5|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
용추자연휴양림야영장||055-963-8702|경상남도 함양군 안의면 용추휴양림길 166  용추 자연휴양림|놀이터|한국관광공사
용추돌모리캠핑장|||경상남도 함양군 안의면 하원리 1565-1번지|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
함양천자봉관광농원숲속애||010-3012-5476|경상남도 함양군 백전면 운산리  36-3|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설|한국관광공사
강나루/오토캠핑장||055-586-2510|경상남도 함안군 칠서면 이룡리 998|전기;와이파이;장작판매;온수;놀이터;산책로;운동시설;마트.편의점|한국관광공사
한별도그파크||055-582-0042|경남 함안군 법수면 이묵골로 135|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
고포수변공원/캠핑장|||경남 하동군 금성면 고포큰골길19-37|전기;와이파이;장작판매;온수;트렘폴린;운동시설|한국관광공사
흙집섬진강풍경||055-884-4577|경상남도 하동군 화개면 덕은리  912-2|전기;와이파이;장작판매;온수;물놀이장|한국관광공사
조개섬/야영장||055-884-1080|경남 하동군 고전면 월진길 115-77|전기;와이파이;장작판매;놀이터|한국관광공사
힐링파크||010-6283-4524|경상남도 하동군 청암면 청학로 1235-19  하동 힐링파크|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
해마원/오토캠핑장|||경상남도 통영시 욕지면 동항리  649-8|전기;와이파이;온수;놀이터;운동시설|한국관광공사
파라다이스/캠핑장|||경상남도 통영시 욕지면 유동길 111  40-1|전기;온수|한국관광공사
청보리오토캠핑장/((주)청보리)|||경상남도 통영시 욕지면 욕지일주로 896-71  욕지도 청보리오토캠프|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
푸른바다와/캠핑||055-642-5140|경상남도 통영시 인평동 국치1길 49  푸른바다와 캠핑|전기;와이파이;온수;물놀이장;놀이터;운동시설|한국관광공사
흙내음글램핑||055-645-7976|경상남도 통영시 도산면 원산리  338|전기;와이파이;장작판매;온수;놀이터;운동장;운동시설;마트.편의점|한국관광공사
통영/동원리조트/글램핑|||경상남도 통영시 산양읍 영운리  산 184-1 통영동원리조트 카라반|전기;와이파이;온수;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
통영캠핑스토리|||경상남도 통영시 산양읍 봉전상촌길46번지|전기;장작판매;온수;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
(주)양촌여울체험캠프||055-271-2012|경상남도 창원시 마산합포구 진전면 의산삼일로 60|전기;온수;물놀이장;산책로;마트.편의점|한국관광공사
안녕오토캠핑장||055-242-7942|경상남도 창원시 마산합포구 구산면 안녕로 329|전기;장작판매;온수;놀이터|한국관광공사
돌담캠핑장|||경상남도 창원시 마산합포구 진동면 인곡리  726|전기;장작판매;온수;물놀이장;운동장;운동시설;마트.편의점|한국관광공사
부재산방/캠핑장||055-0271-0702|경남 창원시 마산합포구 진전면 평암리 253|전기;와이파이;장작판매;온수|한국관광공사
창원휴양림/오토캠핑장|||경상남도 창원시 마산합포구 구산면 석곡리  산 104|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
