##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@일반상장기업
미래에셋/양매도/5%/Auto/KO/C/2205/01/ETN||||일반상장기업|02-768-3355|서울특별시 중구 을지로5길 26||||||||미래에셋 양매도 5% Auto KO C 2205 01 ETN|미래에셋 센터원빌딩 이스트타워|||210201
미래에셋/에너지화학/Core5/ETN||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 에너지화학 Core5 ETN|대우증권 빌딩|||210201
미래에셋/원유선물혼합/ETN(H)||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 원유선물혼합 ETN(H)|대우증권 빌딩|||210201
미래에셋/원자재/선물/ETN(H)||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 원자재 선물 ETN(H)|대우증권 빌딩|||210201
미래에셋/유럽/대형주/ETN(H)||||일반상장기업|02-3774-1700||서울특별시 중구 수하동 67|||||||미래에셋 유럽 대형주 ETN(H)|미래에셋 센터원 빌딩 이스트타워|||210201
미래에셋/유럽/중형주/ETN(H)||||일반상장기업|02-3774-1700||서울특별시 중구 수하동 67|||||||미래에셋 유럽 중형주 ETN(H)|미래에셋 센터원 빌딩 이스트타워|||210201
미래에셋/인버스/미디어엔터/Core5/ETN||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 인버스 미디어엔터 Core5 ETN|미래에셋대우빌딩|||210201
미래에셋/인버스/에너지화학/Core5/ETN||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 인버스 에너지화학 Core5 ETN|대우증권 빌딩|||210201
미래에셋/인버스/원유선물혼합/ETN(H)||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 인버스 원유선물혼합 ETN(H)|대우증권 빌딩|||210201
미래에셋/인버스/전기전자/Core5/ETN||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 인버스 전기전자 Core5 ETN|대우증권 빌딩|||210201
미래에셋/인버스/S&P500/ETN(H)||||일반상장기업|02-3774-1700||서울특별시 중구 수하동 67|||||||미래에셋 인버스 S&P500 ETN(H)|미래에셋 센터원 빌딩 이스트타워|||210201
미래에셋/일본/대형주/ETN(H)||||일반상장기업|02-3774-1700||서울특별시 중구 수하동 67|||||||미래에셋 일본 대형주 ETN(H)|미래에셋 센터원 빌딩 이스트타워|||210201
미래에셋/일본/중형주/ETN(H)||||일반상장기업|02-3774-1700||서울특별시 중구 수하동 67|||||||미래에셋 일본 중형주 ETN(H)|미래에셋 센터원 빌딩 이스트타워|||210201
미래에셋/전기전자/Core5/ETN||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 전기전자 Core5 ETN|대우증권 빌딩|||210201
미래에셋/중국/심천/100/ETN||||일반상장기업|02-3774-1700||서울특별시 중구 수하동 67|||||||미래에셋 중국 심천 100 ETN|미래에셋 센터원 빌딩 이스트타워|||210201
미래에셋/코스피/양매도/5%/OTM/ETN||||일반상장기업|02-768-3355|서울특별시 중구 을지로5길 26||||||||미래에셋 코스피 양매도 5% OTM ETN|미래에셋 센터원빌딩 이스트타워|||210201
미래에셋/호주/ASX200/ETN(H)||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 호주 ASX200 ETN(H)|대우증권 빌딩|||210201
미래에셋/Q150/Core5/ETN||||일반상장기업|02-768-3355|서울특별시 영등포구 국제금융로 56||||||||미래에셋 Q150 Core5 ETN|미래에셋대우빌딩|||210201
미래에셋대우||||일반상장기업|02-768-3355|서울특별시 중구 을지로5길 26||||||||미래에셋대우|미래에셋 센터원빌딩 이스트타워|||210201
미래에셋생명||||일반상장기업|02-1588-0220|서울특별시 영등포구 국제금융로 56||||||||미래에셋생명|미래에셋대우빌딩|||210201
미원상사||||일반상장기업|031-8084-8300|경기도 안산시 단원구 원시로 49||||||||미원상사|(목내동)|||210201
미원에스씨||||일반상장기업|063-260-1500|전라북도 완주군 봉동읍 완주산단1로 167||||||||미원에스씨||||210201
미원홀딩스||||일반상장기업|063-260-1500|경기도 용인시 수지구 포은대로59번길 20||||||||미원홀딩스||||210201
미원화학||||일반상장기업|052-261-7988|울산광역시 남구 장생포로 247||||||||미원화학|(매암동)|||210201
미창석유||||일반상장기업|051-403-6441|부산시 영도구 해양로 241||||||||미창석유|(동삼동)|||210201
바다로19호||||일반상장기업|02-3210-3333|제주특별자치도 제주시 연삼로 473||||||||바다로19호||||210201
방림||||일반상장기업|02-2085-2114|서울 마포구 월드컵북로 402||||||||방림|KGIT상암센터 18층|||210201
백광산업||||일반상장기업|063-450-1700|전라북도 군산시 임해로 494-16||||||||백광산업|(소룡동)|||210201
백광소재||||일반상장기업|02-3661-8018|서울시 강서구 공항대로 467||||||||백광소재|(등촌동) 송원빌딩 6층|||210201
백산||||일반상장기업|031-499-0044|경기도 시흥시 공단1대로27번길 47||||||||백산|(정왕동)|||210201
범양건영||||일반상장기업|041-573-5631|충청남도 천안시 서북구 검은들1길 7||||||||범양건영|4층 (불당동,포인트프라자)|||210201
베트남개발1||||일반상장기업|02-2168-0493||서울시 영등포구 여의도동 15-24|||||||베트남개발1||||210201
벽산||||일반상장기업|02-2260-6114|서울특별시 중구 퇴계로 307||||||||벽산|광희빌딩 (광희동1가)|||210201
보락||||일반상장기업|031-352-6455|경기도 화성시 양감면 초록로 720-37||||||||보락||||210201
보령제약||||일반상장기업|02-708-8000|서울특별시 종로구 창경궁로 136||||||||보령제약|(원남동)|||210201
보해양조||||일반상장기업|061-243-3141|전남 목포시 호남로68번길 36||||||||보해양조||||210201
부광약품||||일반상장기업|02-828-8114|서울시 동작구 대방동1길 47||||||||부광약품||||210201
부국증권||||일반상장기업|02-368-9200|서울시 영등포구 국제금융로 6길 17||||||||부국증권|부국증권빌딩|||210201
부국철강||||일반상장기업|062-954-3806|광주광역시 광산구 하남산단9번로 90||||||||부국철강|(안청동)|||210201
부산가스||||일반상장기업|051-607-1178|부산시 수영구 황령대로 513||||||||부산가스||||210201
부산산업||||일반상장기업|051-315-8331|부산시 사상구 장인로 35||||||||부산산업||||210201
부산주공||||일반상장기업|051-780-5980|부산광역시 기장군 장안읍 신소재산단1로 10||||||||부산주공|부산주공 (주)|||210201
비상교육||||일반상장기업|1544-0554|서울시 구로구 디지털로33길 48||||||||비상교육||||210201
비티원||||일반상장기업|031-420-4900|경기도 안양시 동안구 시민대로 401||||||||비티원|대륭테크노타운15차 401호 (관양동)|||210201
빙그레||||일반상장기업|02-2022-6000|경기도 남양주시 미금로65번길 45||||||||빙그레|(도농동)|||210201
사조대림||||일반상장기업|02-3470-6000|서울특별시 서초구 남부순환로 2159||||||||사조대림|(방배동)|||210201
사조동아원||||일반상장기업|02-789-9524|서울특별시 서초구 방배천로2길 12||||||||사조동아원|사조빌딩|||210201
사조산업||||일반상장기업|02-3277-1600|서울시 서대문구 통일로 107-39||||||||사조산업||||210201
사조씨푸드||||일반상장기업|02-721-6555|서울시 서대문구 통일로 107-39||||||||사조씨푸드|사조산업빌딩 5층|||210201
사조오양||||일반상장기업|02-3470-6030|서울특별시 서대문구 통일로 107-39||||||||사조오양|사조빌딩 (충정로2가)|||210201
삼광글라스||||일반상장기업|02-489-8000|서울특별시 서초구 양재대로 246||||||||삼광글라스|한국소비자원 2층,3층|||210201
삼미||||일반상장기업|02-2222-4114|서울특별시 서초구 강남대로 567||||||||삼미||||210201
삼부토건||||일반상장기업|02-3706-2114|서울시 중구 퇴계로 63||||||||삼부토건||||210201
삼성/건축자재/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 건축자재 테마주 ETN||||210201
삼성/레버리지/구리/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 레버리지 구리 선물 ETN(H)|(서초동)|||210201
삼성/레버리지/금/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 레버리지 금 선물 ETN(H)|(서초동)|||210201
삼성/레버리지/은/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 레버리지 은 선물 ETN(H)|(서초동)|||210201
삼성/레버리지/천연가스/선물/ETN||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 레버리지 천연가스 선물 ETN|(서초동)|||210201
삼성/레버리지/China/A50/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 레버리지 China A50 선물 ETN(H)||||210201
삼성/레버리지/WTI원유/선물/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 레버리지 WTI원유 선물 ETN||||210201
삼성/레저/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 레저 테마주 ETN||||210201
삼성/모멘텀/탑픽/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 모멘텀 탑픽 ETN||||210201
삼성/미국/대형/가치주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 대형 가치주 ETN||||210201
삼성/미국/대형/가치주/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 대형 가치주 ETN(H)||||210201
삼성/미국/대형/성장주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 대형 성장주 ETN||||210201
삼성/미국/대형/성장주/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 대형 성장주 ETN(H)||||210201
삼성/미국/중소형/가치주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 중소형 가치주 ETN||||210201
삼성/미국/중소형/가치주/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 중소형 가치주 ETN(H)||||210201
삼성/미국/중소형/성장주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 중소형 성장주 ETN||||210201
삼성/미국/중소형/성장주/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미국 중소형 성장주 ETN(H)||||210201
삼성/미디어/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 미디어 테마주 ETN||||210201
삼성/바이오/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 바이오 테마주 ETN||||210201
삼성/온라인쇼핑/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 온라인쇼핑 테마주 ETN||||210201
삼성/음식료/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 음식료 테마주 ETN||||210201
삼성/인버스/2X/구리/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 인버스 2X 구리 선물 ETN(H)|(서초동)|||210201
삼성/인버스/2X/금/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 인버스 2X 금 선물 ETN(H)|(서초동)|||210201
삼성/인버스/2X/은/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 인버스 2X 은 선물 ETN(H)|(서초동)|||210201
삼성/인버스/2X/천연가스/선물/ETN||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 인버스 2X 천연가스 선물 ETN|(서초동)|||210201
삼성/인버스/2X/WTI원유/선물/ETN||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 인버스 2X WTI원유 선물 ETN|(서초동)|||210201
삼성/인버스/China/A50/선물/ETN(H)||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 인버스 China A50 선물 ETN(H)||||210201
삼성/증권/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 증권 테마주 ETN||||210201
삼성/코스피/양매도/5%/OTM/ETN||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 코스피 양매도 5% OTM ETN|(서초동)|||210201
삼성/코스피/풋매도/ETN||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 코스피 풋매도 ETN|(서초동)|||210201
삼성/화장품/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 화장품 테마주 ETN||||210201
삼성/화학/테마주/ETN||||일반상장기업|02-2020-8000|서울특별시 중구 세종대로 67||||||||삼성 화학 테마주 ETN||||210201
삼성/Alerian/에너지인프라/MLP/ETN||||일반상장기업|02-2020-8000|서울특별시 서초구 서초대로74길 11||||||||삼성 Alerian 에너지인프라 MLP ETN|(서초동)|||210201
