##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@공공도서관
인천광역시미추홀도서관||||공공도서관|032-462-3900|인천광역시 남동구 인주대로776번길 53||||||||인천광역시미추홀도서관|(구월동) 인주대로 776번길 53|||200101
인천광역시부평도서관||||공공도서관|032-510-7300|인천광역시 부평구 경원대로 1191||||||||인천광역시부평도서관|(부평도서관)|||200101
인천광역시북구도서관||||공공도서관|032-363-5000|인천광역시 부평구 신트리로 21||||||||인천광역시북구도서관|(북구도서관)|||200101
인천광역시서구도서관||||공공도서관|032-585-7100|인천광역시 서구 건지로334번길 45||||||||인천광역시서구도서관|(가좌동) 45 (인천광역시서구도서관)|||200101
인천광역시연수도서관||||공공도서관|032-899-7500|인천광역시 연수구 함박뫼로152번길 96||||||||인천광역시연수도서관|(연수동) 96 (인천광역시연수도서관)|||200101
인천광역시주안도서관||||공공도서관|032-450-9100|인천광역시 남구 구월남로 27||||||||인천광역시주안도서관|(주안도서관)|||200101
인천광역시중앙도서관||||공공도서관|032-627-8400|인천광역시 남동구 정각로 9||||||||인천광역시중앙도서관|(구월동) (인천광역시중앙도서관)|||200101
인천광역시화도진도서관||||공공도서관|032-760-4121|인천광역시 동구 화도진로 122||||||||인천광역시화도진도서관|(화수동) 화도진도서관|||200101
작전도서관||||공공도서관|032-555-9734|인천광역시 계양구 오조산로21번길 4||||||||작전도서관|(작전동) 작전도서관|||200101
장사래어린이도서관||||공공도서관|032-886-5055||인천 남구 숭의2동 190-4|||||||장사래어린이도서관|장사래어린이도서관 (남구 경인로 34번길 20 장사래어린이도서관)|||200101
청라국제도서관||||공공도서관|032-562-6823|인천광역시 서구 담지로 24||||||||청라국제도서관|청라국제도서관|||200101
청라호수도서관||||공공도서관|032-563-8125|인천광역시 서구 크리스탈로 59||||||||청라호수도서관|(경서동) 인천광역시청라호수도서관|||200101
청천도서관||||공공도서관|032-330-9171|인천광역시 부평구 원길로 23||||||||청천도서관|(청천동)|||200101
학나래도서관||||공공도서관|032-880-4303|인천광역시 남구 한나루로 444||||||||학나래도서관|(학익동) 444 (학익2동주민센터)|||200101
해돋이도서관||||공공도서관|032-749-6950|인천광역시 연수구 해돋이로 7||||||||해돋이도서관|(송도동) 해돋이도서관 (송도동 5-1)|||200101
효성도서관||||공공도서관|032-547-3862|인천광역시 계양구 봉오대로600번길 14||||||||효성도서관|(효성동) 인천광역시 계양구 봉오대로600번길 14|||200101
강진군도서관||||공공도서관|061-430-3832|전라남도 강진군 강진읍 남문길 10||||||||강진군도서관|10|||200101
고흥군립도서관||||공공도서관|061-830-6901|전남 고흥군 도양읍 녹동신항8길 5-4||||||||고흥군립도서관||||200101
고흥군립북부도서관||||공공도서관|061-830-5951|전남 고흥군 동강면 동강중촌길 35||||||||고흥군립북부도서관||||200101
고흥군립중앙도서관||||공공도서관|061-830-6952|전라남도 고흥군 고흥로 1793||||||||고흥군립중앙도서관|군립중앙도서관|||200101
고흥평생교육관||||공공도서관|061-830-2587|전라남도 고흥군 고흥읍 고흥로 1647-13||||||||고흥평생교육관|고흥로 1647-13|||200101
곡성교육문화회관||||공공도서관|061-362-0671|전라남도 곡성군 곡성읍 읍내7길 29||||||||곡성교육문화회관|곡성교육문화회관|||200101
광양공공도서관||||공공도서관|061-797-5300|전라남도 광양시 중마로 262||||||||광양공공도서관|(중동) 광양공공도서관|||200101
광양시립중마도서관||||공공도서관|061-797-3881|전남 광양시 중동 광장로 14||||||||광양시립중마도서관||||200101
광양시립중앙도서관||||공공도서관|061-797-2530|전라남도 광양시 광양읍 향교길 9-30||||||||광양시립중앙도서관|광양시립중앙도서관|||200101
광양평생교육관||||공공도서관|061-815-1624|전라남도 광양시 안산길 23||||||||광양평생교육관|전라남도광양평생교육관|||200101
광양희망도서관||||공공도서관|061-797-4700|전라남도 광양시 광양읍 인덕로 1022||||||||광양희망도서관|전라남도 광양시 광양읍 인덕로 1022|||200101
구례공공도서관||||공공도서관|061-782-2366|전라남도 구례군 학교길 119-6||||||||구례공공도서관|(구례공공도서관)|||200101
구례군매천도서관||||공공도서관|061-780-2659|전라남도 구례군 서시천로 76-22||||||||구례군매천도서관|(구례군매천도서관)|||200101
금일공공도서관||||공공도서관|061-550-6247|전남 완도군 금일읍 금일로 394||||||||금일공공도서관||||200101
나주공공도서관||||공공도서관|061-330-6725|전라남도 나주시 남고문로 51||||||||나주공공도서관|(금성동) 나주공공도서관|||200101
나주시립도서관||||공공도서관|061-339-4583|전라남도 나주시 영산포로 185-6||||||||나주시립도서관|(영산동) 185 6 (나주시시립도서관)|||200101
남평공공도서관||||공공도서관|061-337-9436|전라남도 나주시 남평3로 14-13||||||||남평공공도서관|(전라남도나주교육청남평공공도서관)|||200101
노화공공도서관||||공공도서관|061-550-6307|전라남도 완도군 노화읍 노화로 816-1||||||||노화공공도서관|노화로816-1|||200101
담양공공도서관||||공공도서관|061-383-7435|전라남도 담양군 담양읍 미리산길 31-48||||||||담양공공도서관|31-48|||200101
목포공공도서관||||공공도서관|061-270-3800|전라남도 목포시 원산주택로3번길 6||||||||목포공공도서관|(산정동) 목포공공도서관|||200101
목포시립도서관||||공공도서관|061-278-3320|전라남도 목포시 용당로160번길 32||||||||목포시립도서관|(용당동) 196-88 (목포시 용당로 160번길 32호)|||200101
목포어린이도서관||||공공도서관|061-287-1922|전라남도 목포시 옥암로186번길 30-7||||||||목포어린이도서관|(석현동) 옥암로 186번길 30-7 (석현동)|||200101
목포영어도서관||||공공도서관|061-285-8020|전라남도 목포시 옥암로186번길 30-11||||||||목포영어도서관|(석현동) 목포영어도서관|||200101
무안공공도서관||||공공도서관|061-452-8300|전남 무안군 무안읍 교촌길 42||||||||무안공공도서관||||200101
무안군공공도서관||||공공도서관|061-450-5465|전라남도 무안군 현해로 1695-||||||||무안군공공도서관|6 (무안군공공도서관)|||200101
벌교공공도서관||||공공도서관|061-858-0501|전라남도 보성군 월곡길 13||||||||벌교공공도서관|(벌교공공도서관)|||200101
보성공공도서관||||공공도서관|061-852-3893|전라남도 보성군 보성읍 현충로 57-76||||||||보성공공도서관||||200101
보성농어촌도서관||||공공도서관|061-850-8460|전라남도 보성군 예당길 155-23||||||||보성농어촌도서관|(null)|||200101
빛가람시립도서관||||공공도서관|061-339-2552|전라남도 나주시 빛가람로 717||||||||빛가람시립도서관|(빛가람동) 빛가람로 717 빛가람시립도서관|||200101
삼호도서관||||공공도서관|061-470-6835|전라남도 영암군 삼호중앙로 140||||||||삼호도서관|(삼호도서관)|||200101
순천기적의도서관||||공공도서관|061-749-8890|전남 순천시 해룡면 기적의도서관길 60||||||||순천기적의도서관||||200101
순천시립그림책도서관||||공공도서관|061-749-8892|전라남도 순천시 도서관길 33||||||||순천시립그림책도서관|(도서관)|||200101
순천시립도서관연향관||||공공도서관|061-749-8558|전라남도 순천시 연향번영길 54||||||||순천시립도서관연향관|(연향동) 54 (연향동,순천시립도서관)|||200101
순천시립삼산도서관||||공공도서관|061-749-6691|전라남도 순천시 중앙로 232||||||||순천시립삼산도서관||||200101
순천시립신대도서관||||공공도서관|061-749-4374|전라남도 순천시 해룡면 매안로 162||||||||순천시립신대도서관|행정복합타운 내 3층|||200101
순천시립조례호수도서관||||공공도서관|061-749-8891|전라남도 순천시 조례2길 31||||||||순천시립조례호수도서관|(순천 조례호수도서관)|||200101
신안군립도서관||||공공도서관|061-240-4073|전라남도 신안군 압해읍 압해로 825||||||||신안군립도서관|825|||200101
여수시립돌산도서관||||공공도서관|061-659-4831|전라남도 여수시 돌산읍 강남해안로 129||||||||여수시립돌산도서관|(여수시립돌산도서관)|||200101
여수시립소라도서관||||공공도서관|061-659-4833|전라남도 여수시 소라면 덕양로 344||||||||여수시립소라도서관|여수시립소라도서관|||200101
여수시립쌍봉도서관||||공공도서관|061-659-4770|전라남도 여수시 학동서4길 18-12||||||||여수시립쌍봉도서관|(여수 시립 쌍봉도서관)|||200101
여수시립율촌도서관||||공공도서관|061-659-4846|전라남도 여수시 율촌로 100-11||||||||여수시립율촌도서관|(시립율촌도서관)|||200101
여수시립현암도서관||||공공도서관|061-659-4797|전라남도 여수시 충민사길 43||||||||여수시립현암도서관|(덕충동) 여수시립현암도서관|||200101
여수시립환경도서관||||공공도서관|061-659-4814|전라남도 여수시 문수로 53-32||||||||여수시립환경도서관|(문수동) 여수시립환경도서관|||200101
영광공공도서관||||공공도서관|061-351-2692|전라남도 영광군 영광읍 천년로13길 2-16||||||||영광공공도서관|영광공공도서관|||200101
영광군립도서관||||공공도서관|061-350-5746|전라남도 영광군 영광읍 중앙로 228-16||||||||영광군립도서관|228-16|||200101
영암공공도서관||||공공도서관|061-473-0692|전라남도 영암군 영암읍 서남역로 27-11||||||||영암공공도서관|영암공공도서관|||200101
영암도서관||||공공도서관|061-470-6806|전라남도 영암군 영암읍 교동로 89-5||||||||영암도서관|89-5 (영암도서관)|||200101
옥과공공도서관||||공공도서관|061-360-8476|전남 곡성군 옥과면 리문리 리문 4길 16||||||||옥과공공도서관||||200101
완도군립도서관||||공공도서관|061-550-6901|전남 완도군 완도읍 군내리 주도길 3-1||||||||완도군립도서관||||200101
장성공공도서관||||공공도서관|061-399-1671|전라남도 장성군 장성읍 청운7길 22||||||||장성공공도서관|장성공공도서관|||200101
장성군립북이도서관||||공공도서관|061-390-8531|전라남도 장성군 북이면 백양로 13||||||||장성군립북이도서관||||200101
장성군립삼계도서관||||공공도서관|061-395-4100|전라남도 장성군 삼계면 영장로 1585||||||||장성군립삼계도서관|(장성군립삼계도서관)|||200101
장성군립중앙도서관||||공공도서관|061-393-7900|전라남도 장성군 장성읍 문화로 110||||||||장성군립중앙도서관|(장성군문화시설사업소)|||200101
장흥공공도서관||||공공도서관|061-862-3555|전라남도 장흥군 장흥읍 중앙로2길 33||||||||장흥공공도서관|304-3|||200101
전라남도립도서관||||공공도서관|061-288-5200|전라남도 무안군 남악로 210||||||||전라남도립도서관||||200101
전라남도학생교육문화회관||||공공도서관|061-808-0182|전라남도 여수시 대통1길 55||||||||전라남도학생교육문화회관|(전라남도학생교육문화회관)|||200101
정남진도서관||||공공도서관|061-863-5454|전라남도 장흥군 흥성로 23||||||||정남진도서관||||200101
진도공공도서관||||공공도서관|061-544-2937|전라남도 진도군 진도읍 군강공원길 10-1||||||||진도공공도서관|진도공공도서관|||200101
철마도서관||||공공도서관|061-540-3432||전남 진도군 진도읍 성내리 64-1|||||||철마도서관|(철마길 25)|||200101
함평공공도서관||||공공도서관|061-322-0515|전라남도 함평군 함평읍 신기산길 46-12||||||||함평공공도서관|함평공공도서관|||200101
함평군립도서관||||공공도서관|061-320-2262|전라남도 함평군 곤재로 36-33||||||||함평군립도서관|(함평나비도서관)|||200101
해남공공도서관||||공공도서관|061-536-2483|전라남도 해남군 해남읍 서림길 20||||||||해남공공도서관||||200101
해남군립도서관||||공공도서관|061-530-5890|전라남도 해남군 해남읍 군청길 4||||||||해남군립도서관|.|||200101
해룡농어촌도서관||||공공도서관|061-749-8647||전남 순천시 해룡면 월전리 401|||||||해룡농어촌도서관||||200101
화순공공도서관||||공공도서관|061-372-0530|전라남도 화순군 화순읍 도서관길 15||||||||화순공공도서관|화순공공도서관|||200101
화순열린도서관||||공공도서관|061-379-3957||전남 화순군 화순읍 신기리 405-2|||||||화순열린도서관|화순군민종합문화센터 3층 화순열린도서관|||200101
흑산자산문화도서관||||공공도서관|061-240-8890|전라남도 신안군 흑산면 흑산일주로 5||||||||흑산자산문화도서관|흑산자산문화도서관|||200101
고창공공도서관||||공공도서관|063-563-2720|전라북도 고창군 고창읍 천변북로 109||||||||고창공공도서관|109 (고창공공도서관)|||200101
고창군립도서관||||공공도서관|063-560-2420|전라북도 고창군 고창읍 모양성로 11||||||||고창군립도서관|고창군립도서관|||200101
고창군립성호도서관||||공공도서관|063-561-2421|전라북도 고창군 모양성로 50||||||||고창군립성호도서관||||200101
군산교육문화회관||||공공도서관|063-450-3241|전북 군산시 조촌동 조촌4길 46||||||||군산교육문화회관||||200101
군산교육문화회관/대야분관||||공공도서관|063-451-2669|전라북도 군산시 대야면 석화로 84||||||||군산교육문화회관 대야분관|군산교육문화회관 대야분관|||200101
군산시립도서관||||공공도서관|063-454-5620|전라북도 군산시 축동로 72||||||||군산시립도서관|(군산시립도서관)|||200101
김제교육문화회관||||공공도서관|063-540-6832||전북 김제시 요촌동 545-1|||||||김제교육문화회관|(요촌북로 72)|||200101
김제교육문화회관/금산분관||||공공도서관|063-545-1670|전라북도 김제시 금산면 원평로 97||||||||김제교육문화회관 금산분관|김제교육문화회관 금산분관|||200101
김제시립도서관||||공공도서관|063-540-4126|전라북도 김제시 서낭당길 151||||||||김제시립도서관|(김제시립도서관)|||200101
김제시립도서관금구분관||||공공도서관|063-540-4155|전라북도 김제시 양시7길 57||||||||김제시립도서관금구분관|(김제시립도서관 분관)|||200101
김제시립도서관만경분관||||공공도서관|063-540-4148|전라북도 김제시 만경로 776||||||||김제시립도서관만경분관|(만경 도서관)|||200101
남원교육문화회관||||공공도서관|063-630-1241|전라북도 남원시 용성로 49||||||||남원교육문화회관|(남원교육문화회관)|||200101
남원교육문화회관/운봉분관||||공공도서관|063-634-0716||전북 남원시 운봉읍 서천리 48-1|||||||남원교육문화회관 운봉분관|(서하길 7-8)|||200101
남원시립도서관||||공공도서관|063-620-8976|전라북도 남원시 광한북로 54||||||||남원시립도서관|(하정동) 1,2층|||200101
늘푸른도서관||||공공도서관|063-454-5980|전라북도 군산시 하나운로 17||||||||늘푸른도서관|(군산시늘푸른도서관)|||200101
마한교육문화회관||||공공도서관|063-840-7231|전라북도 익산시 고봉로 55||||||||마한교육문화회관|(마한교육문화회관)|||200101
마한교육문화회관함열분관||||공공도서관|063-861-1474|전북 익산시 함열읍 함열중앙로 53||||||||마한교육문화회관함열분관||||200101
명봉도서관||||공공도서관|063-534-8261|전라북도 정읍시 태인면 태인로 33-9||||||||명봉도서관|명봉도서관|||200101
무주공공도서관||||공공도서관|063-322-4635||전북 무주군 무주읍 읍내리 343|||||||무주공공도서관||||200101
무주형설지공도서관||||공공도서관|063-320-5622|전라북도 무주군 무주읍 한풍루로 326-17||||||||무주형설지공도서관|무주예체문화관 전라북도 무주군 무주읍 당산리 1199-3 무주예체문화관|||200101
부안교육문화회관||||공공도서관|063-580-1350|전라북도 부안군 부안읍 남문안길 10||||||||부안교육문화회관|(부안교육문화회관)|||200101
부안군립도서관||||공공도서관|063-581-6571|전라북도 부안군 매창로 125||||||||부안군립도서관|(부안군립도서관)|||200101
설림도서관||||공공도서관|063-454-5702|전라북도 군산시 설림길 25||||||||설림도서관||||200101
순창공공도서관||||공공도서관|063-652-0994|전북 순창군 순창읍 장류로 379||||||||순창공공도서관|순창공공도서관|||200101
순창군립도서관||||공공도서관|063-650-5678|전라북도 순창군 순창5길 18||||||||순창군립도서관||||200101
아중도서관||||공공도서관|063-281-6475|전라북도 전주시 덕진구 무삼지2길 7||||||||아중도서관|전주시립 아중도서관|||200101
완주공공도서관||||공공도서관|063-262-2239|전라북도 완주군 봉동동서로 109||||||||완주공공도서관|(완주공공도서관)|||200101
완주군립/둔산영어도서관||||공공도서관|063-290-2242|전라북도 완주군 둔산 2로 62||||||||완주군립 둔산영어도서관|완주군립 둔산영어도서관|||200101
완주군립고산도서관||||공공도서관|063-290-2648|전라북도 완주군 고산면 고산로 69-13||||||||완주군립고산도서관|고산도서관|||200101
완주군립삼례도서관||||공공도서관|063-290-2643||전북 완주군 삼례읍 신금리 산71|||||||완주군립삼례도서관||||200101
완주군립중앙도서관||||공공도서관|063-290-2659|전라북도 완주군 용진면 지암로 61번 ||||||||완주군립중앙도서관||||200101
익산시립도서관/마동분관||||공공도서관|063-859-3471|전라북도 익산시 선화1로 99||||||||익산시립도서관 마동분관|(익산시립도서관)|||200101
익산시립도서관(영등도서관)||||공공도서관|063-859-4665|전라북도 익산시 궁동로 57||||||||익산시립도서관(영등도서관)|(익산시립영등도서관)|||200101
익산시립모현도서관||||공공도서관|063-859-3731|전라북도 익산시 선화로6길 7||||||||익산시립모현도서관|(모현동1가) 모현도서관|||200101
익산시립부송도서관||||공공도서관|063-859-3717~8||전북 익산시 부송동 284-61|||||||익산시립부송도서관||||200101
익산시립황등도서관||||공공도서관|063-859-3723|전라북도 익산시 황등면 황등8길 7||||||||익산시립황등도서관|익산시립황등도서관|||200101
임실공공도서관||||공공도서관|063-643-3525|전라북도 임실군 봉황로 145||||||||임실공공도서관|(공공도서관)|||200101
임실군립도서관||||공공도서관|063-640-2931|전라북도 임실군 오수면 충효로 2050||||||||임실군립도서관|충효로 2050|||200101
임피채만식도서관||||공공도서관|063-454-5655|전라북도 군산시 임피향교길 39||||||||임피채만식도서관|(임피채만식도서관)|||200101
장수공공도서관||||공공도서관|063-351-5488|전라북도 장수군 장수읍 호비로 58||||||||장수공공도서관|호비로 58번지 장수공공도서관|||200101
장수군립도서관||||공공도서관|063-351-1614|전북 장수군 장계면 장계7길 15||||||||장수군립도서관||||200101
전북교육문화회관||||공공도서관|063-270-1647||전북 전주시 덕진구 진북동 301-70|||||||전북교육문화회관||||200101
전북도청도서관||||공공도서관|063-280-2451|전북 전주시 완산구 효자로 225||||||||전북도청도서관||||200101
전주시립건지도서관||||공공도서관|063-281-6602|전라북도 전주시 덕진구 호성로 25||||||||전주시립건지도서관|(호성동1가) 전주시립건지도서관|||200101
전주시립금암도서관||||공공도서관|063-281-6449|전라북도 전주시 덕진구 거북바우로 13||||||||전주시립금암도서관|(금암도서관)|||200101
전주시립도서관||||공공도서관|063-230-1803||전북 전주시 완산구 동완산동 464-1|||||||전주시립도서관||||200101
전주시립삼천도서관||||공공도서관|063-281-6464|전라북도 전주시 완산구 용리로 107||||||||전주시립삼천도서관|(삼천동1가) 107 (삼천도서관)|||200101
전주시립서신도서관||||공공도서관|063-281-6550|전라북도 전주시 완산구 서신천변14길 10||||||||전주시립서신도서관|(서신복합문화센터)|||200101
전주시립송천도서관||||공공도서관|063-281-6510|전라북도 전주시 덕진구 솔내로 212||||||||전주시립송천도서관|(송천도서관)|||200101
전주시립인후도서관||||공공도서관|063-281-6409|전라북도 전주시 덕진구 안덕원로 349||||||||전주시립인후도서관|(전주시립인후도서관)|||200101
전주시립쪽구름도서관||||공공도서관|063-281-6530|전라북도 전주시 덕진구 여암2길 9||||||||전주시립쪽구름도서관||||200101
전주시립평화도서관||||공공도서관|063-281-6427||전북 전주시 완산구 평화동2가 230-2|||||||전주시립평화도서관|전주시립평화도서관|||200101
전주시립효자도서관||||공공도서관|063-281-6498|전라북도 전주시 완산구 우전로 181||||||||전주시립효자도서관|(효자동2가) 효자도서관|||200101
정읍기적의도서관||||공공도서관|036-539-6451|전라북도 정읍시 수성5로 45-5||||||||정읍기적의도서관|(수성동) 45-5 (어린이기적의도서관)|||200101
정읍시립도서관신태인분관||||공공도서관|063-539-6442|전라북도 정읍시 신태인중앙로 47||||||||정읍시립도서관신태인분관|(신태인도서관)|||200101
정읍시립중앙도서관||||공공도서관|063-539-6435|전북 정읍시 벚꽃로 511||||||||정읍시립중앙도서관|(상동) 정읍시립중앙도서관|||200101
정읍학생복지회관||||공공도서관|063-533-6528|전라북도 정읍시 구미길 14-4||||||||정읍학생복지회관|(정읍학생복지회관)|||200101
진안공공도서관||||공공도서관|063-433-2422|전라북도 진안군 진안읍 대광길 4||||||||진안공공도서관||||200101
동녘도서관||||공공도서관|064-782-5304|제주특별자치도 제주시 일주동로 3132||||||||동녘도서관||||200101
서귀포기적의도서관||||공공도서관|064-732-3251|제주 서귀포시 일주동로 8593||||||||서귀포기적의도서관||||200101
서귀포시동부도서관||||공공도서관|064-760-3697|제주특별자치도 서귀포시 일주동로 8232||||||||서귀포시동부도서관|(동부도서관)|||200101
서귀포시삼매봉도서관||||공공도서관|064-760-3703|제주특별자치도 서귀포시 남성중로153번길 15||||||||서귀포시삼매봉도서관|(도서관운영사무소)|||200101
서귀포시서부도서관||||공공도서관|064-760-3717|제주특별자치도 서귀포시 중문관광로 346||||||||서귀포시서부도서관|(중문동) 중문관광로 346 (중문동)|||200101
서귀포시중앙도서관||||공공도서관|064-739-1516|제주특별자치도 서귀포시 김정문화로 32||||||||서귀포시중앙도서관|(서귀포시중앙도서관)|||200101
서귀포학생문화원도서관||||공공도서관|064-762-4307|제주특별자치도 서귀포시 중앙로150번길 4-1||||||||서귀포학생문화원도서관|(동홍동) 4-1 (서귀포학생문화원도서관)|||200101
성산일출도서관||||공공도서관|064-783-4227|제주특별자치도 서귀포시 성산읍 고성오조로 133||||||||성산일출도서관|133 (성산일출도서관)|||200101
송악도서관||||공공도서관|064-794-3476|제주특별자치도 서귀포시 동일하모로149번길 12||||||||송악도서관||||200101
안덕산방도서관||||공공도서관|064-794-2489|제주특별자치도 서귀포시 화순서서로 44||||||||안덕산방도서관|(안덕산방도서관)|||200101
애월도서관||||공공도서관|064-728-3473|제주특별자치도 제주시 애월읍 일주서로 6339||||||||애월도서관|애월도서관|||200101
제남도서관||||공공도서관|064-764-4651|제주특별자치도 서귀포시 남원체육관로 183||||||||제남도서관|(제남도서관)|||200101
제주도서관||||공공도서관|064-717-6400|제주특별자치도 제주시 연삼로 489||||||||제주도서관|(이도이동) 제주도서관|||200101
제주시기적의도서관||||공공도서관|064-728-1504|제주특별자치도 제주시 동광로12길 19||||||||제주시기적의도서관|(제주기적의도서관)|||200101
제주시우당도서관||||공공도서관|064-722-3391|제주특별자치도 제주시 사라봉동길 30||||||||제주시우당도서관||||200101
제주특별자치도/한라도서관||||공공도서관|064-710-8643|제주특별자치도 제주시 오남로 221||||||||제주특별자치도 한라도서관|(오라이동) 221|||200101
조천읍도서관||||공공도서관|064-728-8571|제주 제주시 조천읍 일주동로 1189||||||||조천읍도서관|(함덕리 919번지)|||200101
탐라도서관||||공공도서관|064-728-1506|제주특별자치도 제주시 정원로 50||||||||탐라도서관|(노형동) 노형동 1479번지|||200101
표선도서관||||공공도서관|064-787-5488|제주특별자치도 서귀포시 표선백사로110번길 17-10||||||||표선도서관|(표선도서관)|||200101
한경도서관||||공공도서관|064-728-8603|제주특별자치도 제주시 한경면 신한로 13||||||||한경도서관|236-1|||200101
한수풀도서관||||공공도서관|064-796-0601|제주특별자치도 제주시 한림상로 240-11||||||||한수풀도서관|(한수풀도서관)|||200101
계룡도서관||||공공도서관|042-840-3602|충청남도 계룡시 새터산길 27||||||||계룡도서관|(금암동) 새터산길 27 (금암동)|||200101
공주도서관||||공공도서관|041-855-7121|충청남도 공주시 영명학당2길 24-5||||||||공주도서관|(중동) 공주도서관|||200101
공주시/시립도서관/강북관||||공공도서관|041-840-8955|충남 공주시 월송동 월송동현로 51||||||||공주시 시립도서관 강북관||||200101
공주시/시립도서관/웅진관||||공공도서관|041-840-2205|충청남도 공주시 고마나루길 17||||||||공주시 시립도서관 웅진관||||200101
공주유구도서관||||공공도서관|041-841-1196|충청남도 공주시 유구읍 중앙1길 49-17||||||||공주유구도서관|공주유구도서관|||200101
광천공공도서관||||공공도서관|041-630-9573|충청남도 홍성군 광천읍 광천로 342||||||||광천공공도서관|5층 광천공공도서관|||200101
금산기적의도서관||||공공도서관|041-750-4482|충청남도 금산군 비단로 296-13||||||||금산기적의도서관|(금산 기적의 도서관)|||200101
금산도서관||||공공도서관|041-753-4710|충청남도 금산군 금산읍 금산천길 28||||||||금산도서관|(금산도서관)|||200101
금산인삼고을도서관||||공공도서관|041-750-4461|충청남도 금산군 금산로 1543||||||||금산인삼고을도서관|(인삼고을도서관)|||200101
논산강경도서관||||공공도서관|041-746-8980|충청남도 논산시 강경읍 계백로 173||||||||논산강경도서관|강경도서관|||200101
논산연무도서관||||공공도서관|041-746-8990|충청남도 논산시 연무읍 안심로47번길 6-11||||||||논산연무도서관|(연무읍)|||200101
당진도서관||||공공도서관|041-352-5918|충청남도 당진시 서부로 266||||||||당진도서관|(채운동) 당진도서관|||200101
당진시립송악도서관||||공공도서관|041-350-4946|충청남도 당진시 송악읍 틀모시로 840||||||||당진시립송악도서관||||200101
당진시립중앙도서관||||공공도서관|041-360-6911|충청남도 당진시 당진중앙2로 132-30||||||||당진시립중앙도서관|(당진시립중앙도서관)|||200101
당진시립합덕도서관||||공공도서관|041-350-4941~2|충청남도 당진시 면천로 1578-1||||||||당진시립합덕도서관|(당진시립합덕도서관)|||200101
보령공공도서관||||공공도서관|041-930-3703|충청남도 보령시 천변북길 121||||||||보령공공도서관||||200101
보령도서관||||공공도서관|041-934-0929|충청남도 보령시 보령남로 27||||||||보령도서관|(명천동) 보령도서관|||200101
보령웅천도서관||||공공도서관|041-934-1789|충청남도 보령시 웅천읍 방축길 90-39||||||||보령웅천도서관|(보령웅천도서관)|||200101
보령주산도서관||||공공도서관|041-930-3564|충청남도 보령시 충서로 411||||||||보령주산도서관||||200101
부여도서관||||공공도서관|041-835-2509|충청남도 부여군 부여읍 성왕로 259||||||||부여도서관|부여도서관|||200101
서산시/대산도서관||||공공도서관|041-661-8087|충청남도 서산시 대산읍 대산1로 78-22||||||||서산시 대산도서관|대산도서관|||200101
서산시립도서관||||공공도서관|041-661-8071|충청남도 서산시 부춘공원2로 26||||||||서산시립도서관|(읍내동) (서산시립도서관)|||200101
서산어린이도서관||||공공도서관|041-660-0200|충청남도 서산시 서령로 136||||||||서산어린이도서관|(동문동534)|||200101
서산해미도서관||||공공도서관|041-688-0351|충청남도 서산시 해미면 서문4길 12||||||||서산해미도서관|12 (서산해미도서관)|||200101
서천도서관||||공공도서관|041-953-1518||충남 서천군 서천읍 군사리 176-4|||||||서천도서관||||200101
서천장항공공도서관||||공공도서관|041-956-5016|충청남도 서천군 성화로 26-2||||||||서천장항공공도서관|(장항공공도서관)|||200101
아산도서관||||공공도서관|041-541-1022|충청남도 아산시 문화로 53||||||||아산도서관|(실옥동 158-7번지)|||200101
아산시/둔포도서관||||공공도서관|041-536-8595|충청남도 아산시 둔포면 둔포중앙로161번길 27-6||||||||아산시 둔포도서관|충청남도 아산시 둔포면 둔포리 295-6 둔포시립도서관|||200101
아산시/배방도서관||||공공도서관|041-537-3956|충청남도 아산시 배방읍 모산로 140-12||||||||아산시 배방도서관|충청남도 아산시 배방읍 공수리 69-1 배방도서관|||200101
아산시/송곡도서관||||공공도서관|041-537-3968|충청남도 아산시 염치읍 송곡남길 82-4||||||||아산시 송곡도서관|충청남도 아산시 염치읍 송곡리 112-294 송곡도서관|||200101
아산시/어린이도서관||||공공도서관|041-536-8615|충청남도 아산시 시민로 500||||||||아산시 어린이도서관|(권곡동) 아산시청소년교육문화센터 3층|||200101
아산시/탕정온샘도서관||||공공도서관|041-536-8740|충청남도 아산시 탕정면 한내로 209||||||||아산시 탕정온샘도서관|아산시 탕정온샘도서관|||200101
아산시립남산도서관||||공공도서관|041-537-3971|충청남도 아산시 남산로 10||||||||아산시립남산도서관|(온천동) 아산시립남산도서관|||200101
엄사도서관||||공공도서관|042-840-3667|충청남도 계룡시 엄사면 번영7길 17||||||||엄사도서관|(엄사도서관)|||200101
예산군립도서관||||공공도서관|041-339-8222|충청남도 예산군 예산읍 벚꽃로 214||||||||예산군립도서관||||200101
예산도서관||||공공도서관|041-335-2638|충청남도 예산군 예산읍 예중길 42||||||||예산도서관|42 (예산도서관)|||200101
예산삽교도서관||||공공도서관|041-339-8225|충청남도 예산군 삽교읍 두리별리길 34||||||||예산삽교도서관|34 (삽교공공도서관)|||200101
정산도서관||||공공도서관|041-940-2555|충청남도 청양군 역말길 43225||||||||정산도서관||||200101
