##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@태권도장
나토얀태권도장/1관||||태권도장|052-296-5304|울산광역시 중구 반구정10길 55||||||||나토얀태권도장 1관|(반구동)|||20311
용인대드림아이태권도장||||태권도장|7832722||대구광역시 수성구 범물동 1269|||||||용인대드림아이태권도장|영남타운 상가 203호|||20311
용인대/리더/태권도장||||태권도장|02-882-3450|서울 관악구 성현로 80||||||||용인대 리더 태권도장|401-3호 (봉천동,관악드림타운아파트)|||20311
가온누리태권도장||||태권도장|051-527-1770||부산광역시 해운대구 반여동 1206-1|||||||가온누리태권도장||||20311
명지드림태권도장||||태권도장|051-271-8555|부산광역시 강서구 명지오션시티4로 81||||||||명지드림태권도장|명지동,세정프라자 5층|||20311
계명대최우수태권도장||||태권도장||대구광역시 수성구 고산로 50||||||||계명대최우수태권도장|(신매동)|||20311
승리마루장전태권도장||||태권도장|051-582-8038||부산광역시 금정구 장전2동 482-14|||||||승리마루장전태권도장||||20311
교동태권도장||||태권도장|051-555-0075|부산광역시 금정구 부곡로 10||||||||교동태권도장|부곡4동|||20311
한국체대/명품태권도장||||태권도장|052-297-4630|울산광역시 중구 평산로 57||||||||한국체대 명품태권도장|(약사동,4층)|||20311
MTA/즐거운/태권도장||||태권도장|052-252-0823|울산광역시 동구 꽃바위로 360||||||||MTA 즐거운 태권도장|(방어동) 2층|||20311
올림픽태권도장||||태권도장|02-599-5222||서울특별시 동작구 사당동 105|||||||올림픽태권도장|우성아파트 3공구상가|||20311
SYB경희대태권도장||||태권도장|031-915-9371|경기도 고양시 일산서구 주엽로 134||||||||SYB경희대태권도장|602호 (주엽동,시대프라자 6층)|||20311
계명대엘리트태권도장||||태권도장|054-455-3966|경상북도 구미시 도봉로 76-61||||||||계명대엘리트태권도장|(도량동)|||20311
장평태권도장||||태권도장|02-2245-4925||서울특별시 동대문구 장안2동 324-8|||||||장평태권도장||||20311
경희대라이온태권도장||||태권도장|063-251-6674|전라북도 완주군 이서면 자시제로 15||||||||경희대라이온태권도장|전북3동 302호|||20311
용흥태권도장||||태권도장|063-222-2372|전라북도 전주시 완산구 삼천천변1길 22||||||||용흥태권도장|상가 (삼천동1가)|||20311
경희대동원태권도장||||태권도장|063-834-0805||전라북도 익산시 부송동 1039-5|||||||경희대동원태권도장||||20311
계명대슈퍼맨태권도장||||태권도장||대구광역시 북구 학남로 99||||||||계명대슈퍼맨태권도장|새동산빌딩 B동 2층 (국우동)|||20311
only원/태권도장||||태권도장||대구광역시 북구 복현로 71||||||||only원 태권도장|112동 201,202호 (복현동,복현블루밍브라운스톤 명문세가아파트)|||20311
태영태권도장||||태권도장|||대구광역시 북구 복현1동 424-5|||||||태영태권도장||||20311
연세대아이캔태권도장||||태권도장|054-631-3232|경상북도 영주시 서원로 221-10||||||||연세대아이캔태권도장|301~302호 (하망동)|||20311
힘찬나래태권도장||||태권도장|051-271-7060|부산광역시 강서구 명지오션시티10로 16||||||||힘찬나래태권도장|명지동,퀀덤1차 링컨타운|||20311
승리마루영도태권도장||||태권도장|051-417-0881|부산광역시 영도구 대교로14번길 18||||||||승리마루영도태권도장|봉래동3가|||20311
청도태권도장||||태권도장|031-766-8888|경기도 광주시 추자길 28-5||||||||청도태권도장|2층|||20311
동아대강한태권도장||||태권도장|051-727-9555|부산광역시 기장군 정관면 정관로 350||||||||동아대강한태권도장|이지더원3차아파트|||20311
MTA태권도장||||태권도장|032-551-0999|인천광역시 계양구 주부토로532번길 43||||||||MTA태권도장|301호 (계산동)|||20311
김원겸당산태권도장||||태권도장|032-515-6655|인천광역시 계양구 동양로 103||||||||김원겸당산태권도장|302호 (동양동,새진프라자)|||20311
성화태권도장||||태권도장|0325472646|인천광역시 계양구 장제로 1004||||||||성화태권도장|(박촌동,한양수자인아파트상가)|||20311
경희대/석사/태권도장||||태권도장|044-863-1511|세종특별자치시 누리로 54||||||||경희대 석사 태권도장|한솔동 상가동 208호|||20311
충의K타이거즈태권도장||||태권도장|010-9153-7512|인천광역시 서구 청라에메랄드로149번길 11-1||||||||충의K타이거즈태권도장|1층 (연희동)|||20311
누리태권도장||||태권도장|051-912-7676|부산 수영구 광일로29번길 59||||||||누리태권도장|301호 (광안동)|||20311
우리아이태권도장||||태권도장|051-626-7383|부산광역시 남구 진남로36번길 50||||||||우리아이태권도장|201호 (대연동,대연극동아파트)|||20311
고당산아루태권도장||||태권도장|055-338-1959|경남 김해시 삼안로 205||||||||고당산아루태권도장|상가동 2층 1호 (삼방동)|||20311
삼방태권도장||||태권도장|055-335-0815|경남 김해시 삼안로 279||||||||삼방태권도장|4층 (삼방동)|||20311
강호태권도장||||태권도장|055-336-1317|경남 김해시 율하3로 81||||||||강호태권도장|3층 (율하동)|||20311
용인대중앙태권도장||||태권도장|055-335-3577|경남 김해시 내외로95번길 7||||||||용인대중앙태권도장|603호 (내동)|||20311
최한호태권도장||||태권도장|010-2548-3920|경남 양산시 동면 금오13길 4||||||||최한호태권도장|(석산리)|||20311
성균관대드림태권도장||||태권도장|032-505-7989|인천 부평구 부개로 61-6||||||||성균관대드림태권도장|501호 (부개동,신성프라자)|||20311
용인대현대태권도장||||태권도장|063-857-9996|전북 익산시 고현로7길 10||||||||용인대현대태권도장|3층 (모현동1가)|||20311
초이태권도장||||태권도장|062-513-5689||광주 북구 운암동 1051-1|||||||초이태권도장|미라보@상가 201호|||20311
대성태권도체육관||||태권도장|062-447-7610||광주 북구 임동 149-2|||||||대성태권도체육관||||20311
웅비태권도장||||태권도장|062-261-4683||광주 북구 오치동 967-256|||||||웅비태권도장||||20311
오정석사태권도장||||태권도장|062-266-7814|광주 북구 서하로 301||||||||오정석사태권도장|4층 (오치동)|||20311
오치태권도예절관||||태권도장|062-266-9921||광주 북구 오치동 866-10|||||||오치태권도예절관||||20311
동자태권도교육관||||태권도장|02-455-9888|서울 광진구 뚝섬로37길 11||||||||동자태권도교육관|(자양동)|||20311
행복한태권도장||||태권도장|627-4936|대전 대덕구 동춘당로44번길 20||||||||행복한태권도장|프라임사우나 3층 (송촌동)|||20311
영남대/천마태권도장||||태권도장||대구광역시 동구 안심로90길 12||||||||영남대 천마태권도장|3층 (괴전동)|||20311
우정태권도장||||태권도장|054-474-6686|경북 구미시 검성로 108||||||||우정태권도장|(황상동)|||20311
의현태권도장||||태권도장|054-454-5511|경북 구미시 신시로 14||||||||의현태권도장|4층 (형곡동)|||20311
예도태권도장||||태권도장|061-981-3871|전남 목포시 남악1로 15||||||||예도태권도장|2층 (옥암동,한국아델리움아파트)|||20311
한빛태권도장||||태권도장|032-424-5557|인천 남구 주승로 159||||||||한빛태권도장|2층 (관교동)|||20311
신동태권도장||||태권도장|031-558-2600|경기도 구리시 장자호수길 69||||||||신동태권도장|2층 (교문동,신명@상가)|||20311
원당점핑짐태권도장||||태권도장|031-967-5537|경기 고양시 덕양구 호국로 851||||||||원당점핑짐태권도장|402호 (성사동,정남빌딩 4층)|||20311
경희대신성태권도장||||태권도장|031-708-4425|경기 성남시 분당구 돌마로 481||||||||경희대신성태권도장|501호 (서현동,분당우성프라자 5층)|||20311
위례KTC태권도장||||태권도장|031-754-3536|경기 성남시 수정구 위례동로 147||||||||위례KTC태권도장|801호 (창곡동,위례건아타워 8층)|||20311
정진라이온스태권도장||||태권도장|031-432-1661|경기 시흥시 중심상가로 228||||||||정진라이온스태권도장|영남아파트 상가동 3층 304호 (정왕동)|||20311
상무태권도장||||태권도장|031-979-1020|경기 고양시 덕양구 토당로 115||||||||상무태권도장|금호프라자 2층 227호 (토당동,금호프라자)|||20311
타이거태권도장||||태권도장|031-969-1020|경기 고양시 덕양구 통일로770번길 35||||||||타이거태권도장|2층 (관산동)|||20311
청아람청운태권도장||||태권도장|031-383-5005|경기 안양시 동안구 학의로 120||||||||청아람청운태권도장|한가람한양아파트 상가동 2층 207호 (관양동,한가람한양아파트)|||20311
송골라온태권도장||||태권도장|031-267-2289|경기 화성시 10용사로 286||||||||송골라온태권도장|송골마을 우남퍼스트아파트 상가동 2층 203호 (능동)|||20311
용인대진안태권도장||||태권도장|031-234-2792|경기 화성시 병점4로 103||||||||용인대진안태권도장|진안골마을 가 상가동 2층 204호 (진안동)|||20311
글로벌키즈태권도장||||태권도장|031-653-1127|경기 평택시 세교공원로 66||||||||글로벌키즈태권도장|부영아파트 상가2동 2층 203호 (세교동,부영아파트)|||20311
스타클래스태권도장||||태권도장|010-2242-4661|경기 김포시 김포한강9로76번길 37||||||||스타클래스태권도장|경서프라자 9층 902,903호 (구래동,경서프라자)|||20311
용인대아라태권도장||||태권도장|031-224-7770|경기 화성시 효행로 1075-7||||||||용인대아라태권도장|뱅뱅프라자 5층 504,505호 (진안동)|||20311
사랑태권도장||||태권도장|031-497-5542|경기 시흥시 중심상가로 73||||||||사랑태권도장|요진아파트상가 201~203호 (정왕동,요진아파트)|||20311
안양청룡태권도장||||태권도장|031-442-8094|경기 안양시 만안구 현충로28번길 50||||||||안양청룡태권도장|하이원빌5차 2층 202호 (안양동,하이원빌5차)|||20311
태비월드컵태권도장||||태권도장|031-425-0070|경기 의왕시 안양판교로 211||||||||태비월드컵태권도장|세종메디칼프라자 5층 504,505호 (청계동,세종메디칼프라자)|||20311
수내태비태권도장||||태권도장|031-711-4008|경기 성남시 분당구 돌마로 361||||||||수내태비태권도장|동신코아빌딩 4층 415호,416호 (수내동,동신코아빌딩)|||20311
중동힘찬태권도장||||태권도장|032-667-8080|경기 부천시 중동로 100||||||||중동힘찬태권도장|214호 (중동,아이파크상가)|||20311
한국체대엘리트태권도장||||태권도장|031-769-0069|경기 광주시 태전동로 10||||||||한국체대엘리트태권도장|이편한세상태전2차 상가1동 2층 1-8,1-9호 (태전동)|||20311
용인대청명태권도장||||태권도장|031-527-1140|경기 남양주시 진접읍 금강로 1530-10||||||||용인대청명태권도장|4층 (장현리)|||20311
내리태권도장||||태권도장|010-7659-4563|부산 기장군 기장읍 기장대로 82-10||||||||내리태권도장|(내리)|||20311
용인대/대영태권도||||태권도장|052-297-7009|울산 북구 호계매곡1로 31||||||||용인대 대영태권도|1동 1층 103호 (매곡동,드림인시티 에일린의뜰 1차)|||20311
파란하늘/태권도장||||태권도장|053-752-8884||대구 수성구 수성동4가 1090-6|||||||파란하늘 태권도장|수성보성상가 119/B01호|||20311
솔찬마루/태권도장||||태권도장|053-591-1237|대구 달성군 다사읍 세천남로 32||||||||솔찬마루 태권도장|제일빌딩 (세천리)|||20311
정석태권도장||||태권도장|032-568-1516||인천 서구 심곡동 259-6|||||||정석태권도장||||20311
리틀키즈태권도장||||태권도장|054-652-6688|경북 예천군 호명면 새움3로 14||||||||리틀키즈태권도장|JM펠렉스 5층 (산합리,JM팰렉스)|||20311
해병대제9여단||||태권도장||||||||||해병대제9여단||||20311
부산대라온태권도장||||태권도장|051-513-9695|부산 금정구 금정로 20||||||||부산대라온태권도장|(장전동)|||20311
연광태권도장||||태권도장|02-389-8909|서울 은평구 연서로35길 38||||||||연광태권도장|(불광동)|||20311
경희대가내태권도장||||태권도장|031-652-7703|경기 평택시 비전2로 253||||||||경희대가내태권도장|경일 빌딩 4층 (죽백동)|||20311
용인대/으뜸태권도장||||태권도장|042-253-3536||대전 중구 문화동 1-55|||||||용인대 으뜸태권도장|미성프라자 4층 404호|||20311
태극태권도장(황금관)||||태권도장|053-768-1968||대구 수성구 황금동 368|||||||태극태권도장(황금관)|캐슬골드파크 4단지 상가 205~208호|||20311
백호/태권도장||||태권도장|02-453-6550|서울 성동구 용답중앙21길 1||||||||백호 태권도장|2층 (용답동)|||20311
