##NAME|TYPE|SUBNAME|TELNUM|ADDR|FATHER|SOURCE2@@교회
신기중앙교회|통합||033-541-5001|강원도 삼척시 신기면 신기리 158-4|양문정 목사|한국컴퓨터선교회
신리교회|통합||033-553-5286|강원도 삼척시 도계읍 신리3반|김상국 목사|한국컴퓨터선교회
심포교회|기감||033-552-1517|강원도 삼척시 도계읍 심포리 2반|주재현 목사|한국컴퓨터선교회
원덕교회|통합||033-572-6703|강원도 삼척시 원덕읍 호산동 209-4|이윤재 목사|한국컴퓨터선교회
월천교회|합동||033-572-6542|강원도 삼척시 원덕읍 월천3리 176|이종학 목사|한국컴퓨터선교회
이천교회|합동||033-573-3414|강원도 삼척시 원덕읍 이천1리 85|오천용 목사|한국컴퓨터선교회
임원교회|기감||033-572-5240|강원도 삼척시 원덕읍 임원3리 751|박영희 목사|한국컴퓨터선교회
장호교회|통합||033-572-4139|강원도 삼척시 근덕면 장호2동 208-5|이광연 목사|한국컴퓨터선교회
정라진교회|합동||033-572-9118|강원도 삼척시 정하동 100-8|홍재칠 목사|한국컴퓨터선교회
정상교회|기감||033-573-2248|강원도 삼척시 정상동 449|이학신 목사|한국컴퓨터선교회
천국문교회|합동정신||033-574-9630|강원도 삼척시 근덕면 궁촌3리 2반 690|이복환 목사|한국컴퓨터선교회
추동교회|합동||033-553-1630|강원도 삼척시 하장면 추동리 1반|이종문 목사|한국컴퓨터선교회
토암교회|기감||033-554-0417|강원도 삼척시 하장면 토산리 212|가지안 목사|한국컴퓨터선교회
풍곡교회|통합||033-572-7080|강원도 삼척시 가곡면 출곡리 375-4|지호규 목사|한국컴퓨터선교회
하가교회|기감||033-572-5931|강원도 삼척시 원덕읍 산양2리 180|조충원 목사|한국컴퓨터선교회
한마음교회|고려||033-572-4750|강원도 삼척시 남양동 55-22|강동명 목사|한국컴퓨터선교회
호산교회|기감||033-573-6147|강원도 삼척시 원덕읍 호산리 368-6|박상유 목사|한국컴퓨터선교회
호산나교회|호헌||033-573-0691|강원도 삼척시 원덕읍 호산4리 2반|안진용 목사|한국컴퓨터선교회
홍전교회|기감||033-541-2407|강원도 삼척시 도계읍 홍전리 산7-1|김도영 목사|한국컴퓨터선교회
노학교회|기감||033-631-5045|강원도 속초시 노학동 627-1 2/5|나혁호 목사|한국컴퓨터선교회
대광교회|기침||033-632-7523|강원도 속초시 장사동 635-18|남진식 목사|한국컴퓨터선교회
대포동교회|통합||033-635-2842|강원도 속초시 대포동 398-2|오영근 목사|한국컴퓨터선교회
도리원교회|성장||033-631-9353|강원도 속초시 노학동 140-3|조운홍 목사|한국컴퓨터선교회
만민교회|합동||033-363-2070|강원도 속초시 동명동 515 14/3|최완규 목사|한국컴퓨터선교회
설악산교회|통합||033-636-7560|강원도 속초시 설악동 441|이길근 목사|한국컴퓨터선교회
속초교회|기감||033-635-5114|강원도 속초시 동명동 338|김남철 목사|한국컴퓨터선교회
속초교회|기침||033-632-2922|강원도 속초시 중앙동 503-70|나상순 목사|한국컴퓨터선교회
속초교회|기하성||033-631-6627|강원도 속초시 영랑동 148-3|김석규 목사|한국컴퓨터선교회
속초중부교회|통합||033-635-6136|강원도 속초시 청학동 482-239|길재훈 목사|한국컴퓨터선교회
속초평강교회|합동||033-633-6703|강원도 속초시 금호동 614-44|김충렬 목사|한국컴퓨터선교회
신흥교회|고신||033-635-5831|강원도 속초시 노학동 165-31|김현일 목사|한국컴퓨터선교회
영동교회|기장||033-636-0468|강원도 속초시 동명동 519-15|이동순 목사|한국컴퓨터선교회
영성교회|호헌||033-633-6154|강원도 속초시 영랑동 148-5|박성영 목사|한국컴퓨터선교회
젊은교회|기감||033-635-3061|강원도 속초시 노학동 747-15|유승영 목사|한국컴퓨터선교회
온누리평화교회|기감||033-633-4392|강원 속초시 교동 미시령로 3337번길 6-6|이동민 목사|한국컴퓨터선교회
가곡교회|합동||033-732-7301|강원도 원주시 지정면 가곡리 639-2|이준식 목사|한국컴퓨터선교회
가현교회|기성||033-743-1961|강원도 원주시 가현동 207-3|신완식 목사|한국컴퓨터선교회
가현교회|기침||033-745-1980|강원도 원주시 가현동 255-14|이대식 목사|한국컴퓨터선교회
간현교회|기감||033-731-6074|강원도 원주시 지정면 간현3리 790|김내수 목사|한국컴퓨터선교회
간현교회|기하성||033-744-6174|강원도 원주시 지정면 간현리 354-1|김희태 목사|한국컴퓨터선교회
갈멜산교회|개혁||033-732-1745|강원도 원주시 소초면 학곡리 863|엄소희 목사|한국컴퓨터선교회
갈보리교회|기침||033-747-6446|강원도 원주시 행구동 1534-26|정성용 목사|한국컴퓨터선교회
강서교회|합동||033-734-1787|강원도 원주시 태장2동 1592-1|임광호 목사|한국컴퓨터선교회
강서교회|기성||033-732-8535|강원도 원주시 단계동 123-33|차용헌 목사|한국컴퓨터선교회
강원교회|기하성||033-764-8995|강원도 원주시 명륜1동 161-4|백창기 목사|한국컴퓨터선교회
강원교회|그리스도||033-761-1403|강원도 원주시 명륜1동 202-148|채진구 목사|한국컴퓨터선교회
강원초대교회|합동정통||033-762-6528|강원도 원주시 단구동 1450-8|이상진 목사|한국컴퓨터선교회
개운교회|기감||033-762-8073|강원도 원주시 개운동 397-23|백용익 목사|한국컴퓨터선교회
복음자리교회|통합||033-763-0528|강원도 원주시 개운동 519|유영준 목사|한국컴퓨터선교회
고산교회|기감||033-762-4196|강원도 원주시 무실동 1494-1|김선웅 목사|한국컴퓨터선교회
광염교회|기침||033-766-9182|강원도 원주시 무실동 816-4|천병욱 목사|한국컴퓨터선교회
광터교회|기침||033-747-2095|강원도 원주시 흥업면 사제3동 219-1|기명섭 목사|한국컴퓨터선교회
구학교회|통합||033-762-3053|강원도 원주시 신림면 구학리 283|김성선 목사|한국컴퓨터선교회
귀래교회|기감||033-763-8807|강원도 원주시 귀래면 운남리 1013-3|김학수 목사|한국컴퓨터선교회
귀래교회|기성||033-762-4055|강원도 원주시 귀래면 운남리 567-2|유세근 목사|한국컴퓨터선교회
귀운교회|기성||033-764-8624|강원도 원주시 귀래면 귀래1리 1270|최찬규 목사|한국컴퓨터선교회
기쁨교회|합동중앙||033-725-1993|강원도 원주시 문막읍 문막리 533-1|김운희 목사|한국컴퓨터선교회
남광교회|통합||033-761-0577|강원도 원주시 개운동 347|서정국 목사|한국컴퓨터선교회
남부교회|기감||033-766-0691|강원도 원주시 단구동 1407 대흥A 102-202|박순규 목사|한국컴퓨터선교회
남부교회|기침||033-762-7726|강원도 원주시 단구동 92|정태혁 목사|한국컴퓨터선교회
남원주교회|기성||033-743-6230|강원도 원주시 개운동 452-15|김광석 목사|한국컴퓨터선교회
남원주교회|합동정통||033-732-3927|강원도 원주시 단계동 939-3|함재홍 목사|한국컴퓨터선교회
남원주교회|기침||033-762-4278|강원도 원주시 흥업면 흥업리 477-7|최종록 목사|한국컴퓨터선교회
노림교회|기침||033-732-3092|강원도 원주시 부론면 노림리|진영돈 목사|한국컴퓨터선교회
농아교회|기감||033-746-0093|강원도 원주시 일산동 194-6|이관혁 목사|한국컴퓨터선교회
늘푸른교회|기감||033-765-2312|강원도 원주시 태장2동 548정암A|박영기 목사|한국컴퓨터선교회
단강교회|기감||033-765-1004|강원도 원주시 부론면 단강1리 1407|한희철 목사|한국컴퓨터선교회
단계교회|기감||033-731-7293|강원도 원주시 학성1동 1085|이정송 목사|한국컴퓨터선교회
단계교회|기장||033-744-1634|강원도 원주시 단계동 롯데A상가|이성근 목사|한국컴퓨터선교회
단구교회|기감||033-761-1067|강원도 원주시 단구동 1518|이한승 목사|한국컴퓨터선교회
단구교회|합동||033-761-7216|강원도 원주시 단구동 648-26|강문구 목사|한국컴퓨터선교회
단구교회|기침||033-761-6732|강원도 원주시 단구동 산1|이상선 목사|한국컴퓨터선교회
대광교회|기침||033-742-8517|강원도 원주시 학성1동 1061|안석환 목사|한국컴퓨터선교회
대덕교회|예감||033-732-4797|강원도 원주시 호저면 대덕2리|김사권 목사|한국컴퓨터선교회
대명교회|합동||033-742-9540|강원도 원주시 호저면 만종3리 380-1|강근호 목사|한국컴퓨터선교회
대안교회|통합||033-763-9994|강원도 원주시 흥업면 대안2동|변형수 목사|한국컴퓨터선교회
대흥교회|개혁||033-742-1599|강원도 원주시 단계동 787-1|김남석 목사|한국컴퓨터선교회
동부교회|기감||033-761-9734|강원도 원주시 개운동 445-4|김옥렬 목사|한국컴퓨터선교회
동부교회|통합||033-761-7350|강원 원주시 단구동 1692-7|조주영 목사|한국컴퓨터선교회
동산교회|기침||033-743-9194|강원도 원주시 단계동 150-4|노신헌 목사|한국컴퓨터선교회
동성교회|기감||033-742-5194|강원도 원주시 태장1동 753-1|조도형 목사|한국컴퓨터선교회
말씀의교회|기감||033-748-3939|강원도 원주시 봉산2동 1200-12|김승진 목사|한국컴퓨터선교회
매남교회|개혁||033-763-6010|강원도 원주시 흥업면 매지리 1255-14|강유성 목사|한국컴퓨터선교회
매지교회|통합||033-762-4558|강원도 원주시 흥업면 매지리 984-2|변형수 목사|한국컴퓨터선교회
매지교회|기침||033-763-4484|강원도 원주시 흥업면 매지리|강석원 목사|한국컴퓨터선교회
목산교회|기침||033-744-3178|강원도 원주시 단계동 942-9|이동희 목사|한국컴퓨터선교회
목양교회|기감||033-764-0691|강원도 원주시 단구동 727|정병화 목사|한국컴퓨터선교회
목양교회|합동||033-746-6618|강원도 원주시 단계동 794-14|장인호 목사|한국컴퓨터선교회
무실교회|기감||033-731-8670|강원도 원주시 무실동 334-1|이병송 목사|한국컴퓨터선교회
무장교회|기성||033-732-8937|강원도 원주시 호저면 무장리 482|정윤민 목사|한국컴퓨터선교회
문막교회|기감||033-734-7573|강원도 원주시 문막읍 문막2리 564|지기오 목사|한국컴퓨터선교회
문막교회|합동||033-731-4833|강원도 원주시 문막읍 건등리 124|장순직 목사|한국컴퓨터선교회
문막교회|기침||033-732-7644|강원도 원주시 문막읍 궁촌동|한상준 목사|한국컴퓨터선교회
문막궁촌교회|기침||033-732-7644|강원도 원주시 문막읍 궁촌리 850|한상준 목사|한국컴퓨터선교회
문막반석교회|기장||033-732-6728|강원도 원주시 문막읍 건등2리 782-1|김송달 목사|한국컴퓨터선교회
문막벧엘교회|연합여목||033-731-7423|강원도 원주시 문막읍 535-11|정초자 목사|한국컴퓨터선교회
문막제일교회|기침||033-735-5038|강원도 원주시 문막읍 문막1동 244-3|이현기 목사|한국컴퓨터선교회
문막중앙교회|기침||033-734-0691|강원도 원주시 문막읍 동화리|이선재 목사|한국컴퓨터선교회
문호교회|기감||033-731-7709|강원도 원주시 문막읍 반계2리 682-1|이강수 목사|한국컴퓨터선교회
믿음교회|합동정통||033-743-8284|강원도 원주시 평원동 189-16|조용호 목사|한국컴퓨터선교회
바위교회|기감||033-746-6497|강원도 원주시 단계동 712|노정현 목사|한국컴퓨터선교회
반석교회|합동||033-747-1114|강원도 원주시 반곡동 507 12/3|이홍재 목사|한국컴퓨터선교회
반석교회|기감||033-761-8173|강원도 원주시 단구동 642-1|박희철 목사|한국컴퓨터선교회
벧엘교회|합동정통||033-761-0976|강원도 원주시 단구동 1455-1|김경호 목사|한국컴퓨터선교회
보람교회|기장||033-731-6482|강원도 원주시 부론면 법천리 1449-3|박종덕 목사|한국컴퓨터선교회
복된교회|개혁||033-746-2836|강원도 원주시 단계동 1078-7|고진균 목사|한국컴퓨터선교회
봉산교회|기감||033-746-0251|강원도 원주시 봉산2동 1129|장시천 목사|한국컴퓨터선교회
부론교회|기감||033-732-7015|강원도 원주시 부론면 법천1리 1383|이종서 목사|한국컴퓨터선교회
북원주교회|합동정통||033-747-3568|강원도 원주시 소초면 장양리 영진1차 103-506|홍기석 목사|한국컴퓨터선교회
사랑교회|통합||033-734-6727|강원도 원주시 태장2동 1739-1 사서함 65호|이종인 목사|한국컴퓨터선교회
사랑의교회|개혁||033-766-1794|강원도 원주시 흥업면 메지리 1931-1|이동균 목사|한국컴퓨터선교회
산성교회|합동||033-761-7827|강원도 원주시 신림면 황둔2리 990-4|서성태 목사|한국컴퓨터선교회
산현교회|통합||033-731-8843|강원도 원주시 호저면 산현리 172|장윤호 목사|한국컴퓨터선교회
살림교회|기장||033-748-3554|강원도 원주시 태장1동 807-4|고정수 목사|한국컴퓨터선교회
삼천교회|기감||033-745-0416|강원도 원주시 단계동 49-1|우광성 목사|한국컴퓨터선교회
새동네교회|개혁합신||033-766-0824|강원도 원주시 흥업면 흥업3리 1335-1|이예원 목사|한국컴퓨터선교회
새생명교회|기침||033-744-6882|강원도 원주시 태장1동 125-7|손경식 목사|한국컴퓨터선교회
새소망교회|기하성||033-762-3895|강원도 원주시 개운동 475-2|고순영 목사|한국컴퓨터선교회
새얼교회|기장||033-746-6306|강원도 원주시 일산동 247-97|강기남 목사|한국컴퓨터선교회
새원주교회|개혁합신||033-761-2521|강원도 원주시 명륜2동 청구A 202-1501|김신원 목사|한국컴퓨터선교회
샘물교회|대신||033-744-0857|강원도 원주시 우산동 548|이강덕 목사|한국컴퓨터선교회
샛별교회|합동||033-747-4871|강원도 원주시 소초면 두둔리 33|이성기 목사|한국컴퓨터선교회
생명샘교회|개혁||033-764-3036|강원도 원주시 신림면 송계리 794|안효원 목사|한국컴퓨터선교회
생수교회|예장||033-761-7797|강원도 원주시 단구동 1458-21|강성언 목사|한국컴퓨터선교회
