##NAME|SUBNAME|TELNUM|NEWADDR|IDX|FATHER|WEBSITE|ORGNAME|SOURCE2@@교회
산당교회||054-955-0056|경상북도 고령군 쌍림면 산당청계길 12|10423|박홍기 담임목사||산당|대한예수교장로회총회
대구월배교회||053-632-8201|대구광역시 달서구 월배로23길 42|10422|||대구월배|대한예수교장로회총회
갈현교회||031-945-9240|경기도 파주시 탄현면 장릉로49번길 84|10421|최성수 담임목사||갈현|대한예수교장로회총회
금촌교회||031-944-8877|경기도 파주시 율목길 85  (금촌동)|10420|오성민 담임목사||금촌|대한예수교장로회총회
영주제일교회||054-635-1601|경상북도 영주시 광복로 37  (영주동)|10419|심동학 부목사    정헌재 부목사    최환석 부목사|http://www.yjfchurch.or.kr|영주제일|대한예수교장로회총회
성내교회||054-636-6277|경상북도 영주시 풍기읍 기주로81번길 6|10418|이경찬 부목사|http://www.sungnae.or.kr|성내|대한예수교장로회총회
지곡교회||054-637-0753|경상북도 영주시 평은면 북평로 1075-3|10417|임동호 담임목사||지곡|대한예수교장로회총회
직산교회||054-654-5464|경상북도 예천군 호명면 하간산길 28|10416|이완희 담임전도사||직산|대한예수교장로회총회
청담교회||02-542-1483|서울특별시 강남구 삼성로148길 4  (청담동)|10415|강병만 담임목사    이민기 부목사||청담|대한예수교장로회총회
조치원중앙교회||044-866-8522|세종특별자치시 조치원읍 새내1길 27|10414|인치은 담임목사||조치원중앙|대한예수교장로회총회
무주장로교회||063-324-9191|전라북도 무주군 무주읍 단천로 71|10413|박남주 담임목사|http://www.mujuch.com|무주장로|대한예수교장로회총회
남면교회||055-863-1790|경상남도 남해군 남면 남서대로795번길 9|10412|이지광 담임목사||남면|대한예수교장로회총회
계월교회||063-282-5188|전라북도 완주군 상관면 상관소양로 573|10411|김진호 담임목사||계월|대한예수교장로회총회
왕십리중앙교회||02-2292-4483|서울특별시 성동구 마장로19길 29  (상왕십리동)|10410|양의섭 담임목사    정지록 부목사|http://www.wangjoong.org|왕십리중앙|대한예수교장로회총회
관동교회||055-323-4142|경상남도 김해시 관동로27번길 27-8  (관동동)|10409|김해성 담임목사|http://kwandong.or.kr|관동|대한예수교장로회총회
생곡교회||051-971-0487|부산광역시 강서구 생곡길 46 생곡교회 (생곡동)|10408|김진열 담임목사||생곡|대한예수교장로회총회
성서제일교회||053-583-6638|대구광역시 달서구 선원로23길 143  (이곡동)|10407|유병수 담임목사||성서제일|대한예수교장로회총회
안동교회||054-858-2000|경상북도 안동시 서동문로 127  (화성동)|10406|김승학 담임목사    임창무 부목사    유승혁 부목사    이은과 부목사    윤대원 부목사|http://www.adpc.or.kr|안동|대한예수교장로회총회
명동교회||054-854-0691|경상북도 안동시 서후면 귀여리길 51|10405|김영걸 담임목사|http://cafe.daum.net/mdlove77|명동|대한예수교장로회총회
원림교회||054-859-6467|경상북도 안동시 남선면 놉실로 112-1|10404|||원림|대한예수교장로회총회
예안교회||054-856-3325|경상북도 안동시 도산면 선성2길 18-18|10403|||예안|대한예수교장로회총회
대방교회||061-762-1626|전라남도 광양시 옥룡면 신재로 708|10402|정은채 담임목사||대방|대한예수교장로회총회
낙안중앙교회||061-754-2511|전라남도 순천시 낙안면 평촌3길 74|10401|이성재 담임목사||낙안중앙|대한예수교장로회총회
청산교회||043-733-9805|충청북도 옥천군 청산면 지전길 62-4|10400|김남하 담임목사||청산|대한예수교장로회총회
원평교회||043-542-4876|충청북도 보은군 산외면 원평2길 16-3|10399|정상덕 담임목사||원평|대한예수교장로회총회
금성교회||064-799-0007|제주특별자치도 제주시 애월읍 금성하안길 3|10398|태종호 담임목사||금성|대한예수교장로회총회
제주성안교회||064-745-9191|제주특별자치도 제주시 중앙로 470  (아라일동)|10397|류정길 담임목사    유호영 부목사    박인철 부목사    정준희 부목사    이성호 부목사    김형복 부목사    이근형 부목사    전인배 부목사|http://www.jejuseongahn.org|제주성안|대한예수교장로회총회
조양교회||054-746-8030|경상북도 경주시 조양탑리1길 72-20  (조양동)|10396|성제규 담임목사||조양|대한예수교장로회총회
비금덕산교회||061-275-5174|전라남도 신안군 비금면 비금북부길 31|10395|||비금덕산|대한예수교장로회총회
변산교회||063-582-8105|전라북도 부안군 변산면 지동길 12|10394|최기훈 담임목사||변산|대한예수교장로회총회
밀양교회||055-353-6200|경상남도 밀양시 상설시장3길 7  (내일동)|10393|박태부 담임목사||밀양|대한예수교장로회총회
산청교회||055-973-2331|경상남도 산청군 산청읍 중앙로 32|10392|김철준 담임목사||산청|대한예수교장로회총회
함양교회||055-963-2082|경상남도 함양군 함양읍 학사루3길 9-4|10391|김현준 담임목사||함양|대한예수교장로회총회
하동읍교회||055-884-5814|경상남도 하동군 하동읍 향교1길 63|10390|이순기 담임목사|http://하동읍교회.kr|하동읍|대한예수교장로회총회
발산교회||054-292-9888|경상북도 포항시 남구 동해면 호미로 2325|10389|이형춘 담임목사||발산|대한예수교장로회총회
영덕읍교회||054-732-7781|경상북도 영덕군 영덕읍 우곡길 10|10388|김주원 담임목사||영덕읍|대한예수교장로회총회
기북교회||054-241-3429|경상북도 포항시 북구 기북면 기북로 468|10387|권시혁 담임목사||기북|대한예수교장로회총회
철마교회||051-721-9160|부산광역시 기장군 철마면 철마로 448|10386|||철마|대한예수교장로회총회
울산수정교회||052-221-1121|울산광역시 울주군 범서읍 굴화길 47|10385|여두기 담임목사||울산수정|대한예수교장로회총회
명천교회||061-843-9618|전라남도 고흥군 금산면 명천길 29-4|10384|김정기 담임목사||명천|대한예수교장로회총회
신호교회||061-393-3008|전라남도 장성군 황룡면 내황길 10|10383|||신호|대한예수교장로회총회
야월교회||061-352-9147|전라남도 영광군 염산면 칠산로 565|10382|심재태 담임목사||야월|대한예수교장로회총회
온무리교회||02-578-1225|서울특별시 서초구 남부순환로364길 7-4  (양재동)|10381||http://www.onmuri.org|온무리|대한예수교장로회총회
두화교회||041-742-1586|충청남도 논산시 연무읍 두화1길 16|10380|박인규 담임목사||두화|대한예수교장로회총회
월드비젼교회||055-761-2127|경상남도 진주시 금산면 중장로154번길 14|10379|황인학 담임목사||월드비젼|대한예수교장로회총회
고성교회||055-674-4064|경상남도 고성군 고성읍 중앙로25번길 12|10378|조승호 담임목사||고성|대한예수교장로회총회
평산교회||055-862-8134|경상남도 남해군 남면 남면로1673번길 20-8|10377|조철형 담임목사||평산|대한예수교장로회총회
안동교회||02-733-3395|서울특별시 종로구 윤보선길 57  (안국동)|10376|황영태 담임목사|http://andong-ch.org|안동|대한예수교장로회총회
창대교회||051-727-0069|부산광역시 기장군 정관읍 용수공단2길 64-20|10375|이상붕 담임목사||창대|대한예수교장로회총회
가주교회||055-552-2096|경상남도 창원시 진해구 가주로 72-4  (가주동)|10374|정상훈 담임목사||가주|대한예수교장로회총회
매정교회||054-843-2620|경상북도 안동시 녹전면 고정길 22|10373|여명천 담임목사|http://www.maejung.net|매정|대한예수교장로회총회
소호리교회||054-858-1532|경상북도 안동시 일직면 일직점곡로 13|10372|||소호리|대한예수교장로회총회
녹전교회||054-856-0877|경상북도 안동시 녹전면 녹전이길 5|10371|안호창 담임목사||녹전|대한예수교장로회총회
안흥교회||054-856-0723|경상북도 안동시 녹전면 신평안흥길 80|10370|김성은 담임목사||안흥|대한예수교장로회총회
의일교회||054-856-0260|경상북도 안동시 도산면 후평길 7-13|10369|정규학 담임목사||의일|대한예수교장로회총회
동교교회||054-822-5074|경상북도 안동시 예안면 동다리길 6-1|10368|남홍순 담임목사||동교|대한예수교장로회총회
지내교회||054-855-7592|경상북도 안동시 와룡면 장수골길 123|10367|||지내|대한예수교장로회총회
목사동교회||061-362-1743|전라남도 곡성군 목사동면 용봉길 6|10366|김기철 담임목사||목사동|대한예수교장로회총회
조천교회||064-783-6078|제주특별자치도 제주시 조천읍 조와로 10|10365|송정훈 담임목사||조천|대한예수교장로회총회
성읍교회||064-787-0084|제주특별자치도 서귀포시 표선면 성읍정의현로34번길 21|10364|김정주 담임목사||성읍|대한예수교장로회총회
신원교회||054-751-5186|경상북도 경주시 산내면 단석로 371-10|10363|구경본 담임목사||신원|대한예수교장로회총회
함창교회||054-541-2015|경상북도 상주시 함창읍 함창중앙로 136-7|10362|윤일국 담임목사|http://www.함창장로교회.kr|함창|대한예수교장로회총회
진동교회||055-271-8044|경상남도 창원시 마산합포구 진동면 요장2길 174|10361|채효민 담임목사|http://www.jdch.net|진동|대한예수교장로회총회
동산교회||055-743-8511|경상남도 진주시 비봉로30번길 9  (중안동)|10360|양성목 담임목사||동산|대한예수교장로회총회
중명교회||054-286-6711|경상북도 포항시 남구 연일읍 중명길 51|10359|노세경 담임목사||중명|대한예수교장로회총회
울릉제일교회||054-791-2258|경상북도 울릉군 울릉읍 도동길 149-19|10358|김신영 담임목사||울릉제일|대한예수교장로회총회
천부제일교회||054-791-1237|경상북도 울릉군 북면 천부길 29|10357|권혁규 담임목사||천부제일|대한예수교장로회총회
모포제일교회||054-284-7142|경상북도 포항시 남구 장기면 동해안로 4036-8|10356|손정호 담임목사||모포제일|대한예수교장로회총회
초읍교회||051-808-2821|부산광역시 부산진구 월드컵대로449번길 44-6  (초읍동)|10355|오두용 부목사|http://www.choeupchurch.or.kr|초읍|대한예수교장로회총회
애양원교회||061-682-7515|전라남도 여수시 율촌면 산돌길 42|10354|정종원 담임목사||애양원|대한예수교장로회총회
대구침산교회||053-354-0903|대구광역시 북구 침산남로 19  (노원동1가)|10353|김강석 담임목사|http://www.chimsan.org|대구침산|대한예수교장로회총회
갈전교회||054-653-8635|경상북도 예천군 풍양면 덕암로 1124-28|10352|이경제 담임목사||갈전|대한예수교장로회총회
문촌교회||054-672-5364|경상북도 봉화군 상운면 상운로 411-19|10351|||문촌|대한예수교장로회총회
봉화척곡교회||054-672-4769|경상북도 봉화군 법전면 건문골길 186-42|10350|||봉화척곡|대한예수교장로회총회
어신교회||054-655-3560|경상북도 예천군 지보면 어신3길 138-2|10349|김윤기 담임목사||어신|대한예수교장로회총회
이목교회||063-323-1341|전라북도 무주군 안성면 하이목길 6-3|10348|박종호 담임목사||이목|대한예수교장로회총회
사천읍교회||055-852-0185|경상남도 사천시 정동면 옥산로 227|10347|김세봉 담임목사||사천읍|대한예수교장로회총회
남해읍교회||055-863-3334|경상남도 남해군 남해읍 망운로 35 남해읍교회|10346|이천희 담임목사|http://175.0691.org|남해읍|대한예수교장로회총회
