NAME|BRANCH|NEWADDR|OLDADDR|TELL
LGU플러스|용암동롯데마트점 |충북 청주시 상당구 중고개로 181 (용암동,대상코스모빌딩)|충북 청주시 상당구 용암동 2627 대상코스모빌딩|070-4898-6241
LGU플러스|우동해운대점 |부산 해운대구 해운대로 624 (우동)|부산시 해운대구 우동 529-2|070-5025-3599
LGU플러스|운서동운서점 |인천 중구 흰바위로 45 (운서동, 가나베스트텔2)|인천시 중구 운서동 2794-2 가나베스트텔2|070-5044-5538
LGU플러스|원동오산시청점 |경기도 오산시 성호대로 130 1층 엘지유플러스 (원동)|경기도 오산시 원동 811-8 1층 엘지유플러스|070-5017-7426
LGU플러스|원평동구미중앙로점 |경북 구미시 구미중앙로13길 12 (원평동)|경북 구미시 원평동 129-20|070-4656-8411
LGU플러스|월평동백합네거리점 |대전 서구 청사서로 46 (월평동)|대전시 서구 월평동 265|070-4046-1198
LGU플러스|율하동율하광장점 |대구 동구 안심로22길 46 (율하동)|대구시 동구 율하동 1438|070-5022-9055
LGU플러스|은행동성심당점 |대전 중구 대종로480번길 7 (은행동)|대전시 중구 은행동 152|070-4319-5829
LGU플러스|은행동은행시장점 |경기 성남시 중원구 산성대로 492 (은행동)|경기도 성남시 중원구 은행동 1639|070-4036-2986
LGU플러스|읍내동회전교차로점 |충남 당진시 당진중앙2로 106 새마을금고 옆 LG U+ (읍내동)|충남 당진시 읍내동 232-34 새마을금고 옆 LG U|070-4024-5953
LGU플러스|의정부1동의정부중앙로점 |경기 의정부시 시민로121번길 52 1층 (의정부동, 현대빌딩)|경기도 의정부시 의정부동 158-10 1층 현대빌딩|070-4065-5861
LGU플러스|이도이동제주광양점 |제주 제주시 중앙로 222 1층 (이도이동)|제주특별자치도 제주시 이도이동 1772-19 1층|070-5103-7899
LGU플러스|인계동못골시장점 |경기도 수원시 팔달구 중부대로 36 1층 엘지유플러스 (인계동)|경기도 수원시 팔달구 인계동 762-3 1층 엘지유플러스|070-5110-1536
LGU플러스|인계동수원시청점 |경기도 수원시 팔달구 효원로 269 에스팝타워 115호 (인계동 권선동 매탄동 신동 영통동 지동 세류동 평동) (인계동)|경기도 수원시 팔달구 인계동 1046-13 에스팝타워 115호 (인계동 권선동 매탄동 신동 영통동 지동 세류동 평동)|070-5017-3706
LGU플러스|인현동동인천역점 |인천 중구 자유공원로 4 1층 엘지유플러스 (인현동)|인천시 중구 인현동 11-3 1층 엘지유플러스|070-5017-7916
LGU플러스|작전2동홈플러스옆점 |인천 계양구 작전2동 448-5번지|인천시 계양구 작전동 448-5|070-4842-2659
LGU플러스|장전1동금정로68번길점 |부산 금정구 금정로68번길 16 (장전동)|부산시 금정구 장전동 378-7|070-4042-6732
LGU플러스|장항동라페스타점 |경기 고양시 일산동구 중앙로1275번길 38-5 라페스타 (장항동)|경기도 고양시 일산동구 장항동 766 라페스타|070-4038-5469
LGU플러스|전하2동아이파크점 |울산 동구 진성4길 50 (전하동)|울산시 동구 전하동 648-13|070-5025-3543
LGU플러스|정관읍정관점 |부산 기장군 정관읍 정관로 561 .|부산시 기장군 정관읍 매학리 713-1|070-5104-4846
LGU플러스|정왕1동시화이마트점 |경기 시흥시 중심상가3길 10 1층 LG유플러스 (정왕동, 한솔프라자)|경기도 시흥시 정왕동 1737-1 한솔프라자 1층 LG유플러스|031-362-4019
LGU플러스|주례2동냉정역점 |부산시 사상구 가야대로 372 (주례2동 60-17번지)|부산시 사상구 주례동 60-17 (주례2동 60-17번지)|070-4641-2457
LGU플러스|주안6동석바위점 |인천시 남구 경원대로 856 주안동,구월동,간석동,학익동,용현동,문학동,숭의동,관교동,도화동,십정동,선학동,연수동 (주안동)|인천시 미추홀구 주안동 951-11 주안동,구월동,간석동,학익동,용현동,문학동,숭의동,관교동,도화동,십정동,선학동,연수동|070-4001-5414
LGU플러스|주월동남구청점 |광주 남구 봉선로 2 1필지 (주월동)|광주시 남구 주월동 1287-1 1필지|070-4038-5071
LGU플러스|주중동국민은행점 |충북 청주시 청원구 주성로 263 (주중동)|충북 청주시 청원구 주중동 1057|070-4042-3003
LGU플러스|죽곡리대실역점 |대구시 달성군 다사읍 달구벌대로 874 A동 103호, 104호|대구시 달성군 다사읍 죽곡리 807-3 A동 103호 ,104호|070-5217-4152
LGU플러스|중4동부천시청점 |경기도 부천시 원미구 길주로 199 경기도 부천시 원미구 길주로199 굿모닝 프라자 1층 LGU+ (중동)|경기도 부천시 중동 1033-3 경기도 부천시 원미구 길주로199 굿모닝 프라자 1층 LGU|070-4024-4858
LGU플러스|중동시외버스터미널점 |전남 광양시 중마중앙로 59 (중동)|전남 광양시 중동 1677-6|070-8227-7678
LGU플러스|중동초등학교점 |충남 공주시 중동  223번지 .|충남 공주시 중동 223|070-4024-6100
LGU플러스|중부동양산역6길점 |경남 양산시 양산역6길 22  (중부동) .|경남 양산시 중부동 691-1|070-5110-5241
LGU플러스|중앙동국민은행점 |강원도 원주시 중앙로 113-1 (중앙동)|강원도 원주시 중앙동 62-38|070-4063-6507
LGU플러스|중앙동자유시장점 |강원 원주시 중앙시장길 11 1층 1호 (중앙동, 자유시장)|강원도 원주시 중앙동 57 1층 1호 자유시장|070-4038-0021
LGU플러스|중앙동중앙상가점 |전남 순천시 중앙6길 11-2 (중앙동)|전남 순천시 중앙동 61-7|070-4009-5933
LGU플러스|중앙동창원중앙점 |경남 창원시 성산구 용지로121번길 22 (중앙동)|경남 창원시 성산구 중앙동 75-8|055-283-6019
LGU플러스|중앙로2가명동길점 |강원 춘천시 명동길 10-1 엘지유플러스 1층 (중앙로2가)|강원도 춘천시 중앙로2가 19 엘지유플러스 1층|070-8285-5230
LGU플러스|진영읍진영리점 |경남 김해시 진영읍 장등로19번길 41 .|경남 김해시 진영읍 진영리 1612-2|055-342-7208
LGU플러스|진월동궁전제과점 |광주 남구 서문대로701번길 2 (진월동)|광주시 남구 진월동 292|070-4038-4564
LGU플러스|진접읍진접농협점 |경기 남양주시 진접읍 장현천로 28 1층|경기도 남양주시 진접읍 장현리 350-1 1층|070-4042-4447
LGU플러스|창선동2가창선우체국점 |부산 중구 광복로 37-2 (창선동2가)|부산시 중구 창선동2가 7-10|070-5051-9117
LGU플러스|창전동로데오점 |경기도 이천시 서희로 58 엘지유플러스 1층 (창전동)|경기도 이천시 창전동 159 엘지유플러스 1층|070-8285-0134
LGU플러스|창전동로데오중앙점 |경기 이천시 어재연로37번길 22 (창전동)|경기도 이천시 창전동 161|070-4038-7046
LGU플러스|청계동동탄점 |경기 화성시 동탄대로시범길 142 101호 (청계동, 센텀프라자)|경기도 화성시 청계동 535-2 101호 센텀프라자|070-5025-1343
LGU플러스|충무동중앙시장점 |경남 창원시 진해구 충장로 108 LG텔레콤대리점 (충무동)|경남 창원시 진해구 충무동 18-7 LG텔레콤대리점|070-4670-9019
LGU플러스|충의동자유시장점 |충북 충주시 중앙로 59-1 (충의동)|충북 충주시 충의동 305|070-4082-1172
LGU플러스|충장로1가충장우체국점 |광주시 동구 충장로 93-3 충장로2가 우체국앞 (충장로2가)|광주시 동구 충장로2가 15-1 충장로2가 우체국앞|070-4065-2574
LGU플러스|치평동타임스퀘어점 |광주시 서구 상무중앙로 58 타임스퀘어 1층|광주시 서구 치평동 1236-3 타임스퀘어 1층|070-8286-7951
LGU플러스|탄현동삼익아파트점 |경기 고양시 일산서구 산현로 11 (탄현동)|경기도 고양시 일산서구 탄현동 1577-3|070-8614-1450
LGU플러스|태평동중파점 |경기도 성남시 수정구 수정로 141-1 태평동3499(태평동,수진사거리) (태평동)|경기도 성남시 수정구 태평동 3499 태평동3499(수진사거리)|070-4062-9521
LGU플러스|팔용동창원팔용점 |경남 창원시 의창구 의창대로 56 (팔용동)|경남 창원시 의창구 팔용동 156-3|070-4643-9019
LGU플러스|평거동평거점 |경남 진주시 남강로309번길 44 1층 (평거동, 코앞빌딩)|경남 진주시 평거동 910 1층 코앞빌딩|070-4641-2577
LGU플러스|평리동서구청점 |대구시 서구 국채보상로 254 . (평리동)|대구시 서구 평리동 1218-1|070-4845-4114
LGU플러스|평택동터미널삼거리점 |경기 평택시 평택로32번길 1 (평택동)|경기도 평택시 평택동 297-2|070-4015-5832
LGU플러스|하단동CGV점 |부산 사하구 낙동남로 1422 (하단동)|부산시 사하구 하단동 589-16|070-4643-2882
LGU플러스|해운동경남대점 |경남 창원시 마산합포구 3.15대로 2 창원시 마산합포구 해운동 5-34번지 (해운동)|경남 창원시 마산합포구 해운동 5-25 창원시 마산합포구 해운동|070-5025-6029
LGU플러스|호계동범계역점 |경기 안양시 동안구 평촌대로223번길 49 (호계동, 아트타워빌딩)|경기도 안양시 동안구 호계동 1046-6 아트타워빌딩|070-5017-2263
LGU플러스|호원2동회룡역서부점 |경기도 의정부시 외미로 100 1층 LGU+ (호원동)|경기도 의정부시 호원동 50-2 1층 LGU|070-4046-3642
LGU플러스|홍성읍조양문점 |충남 홍성군 홍성읍 조양로144번길 8 .|충남 홍성군 홍성읍 오관리 303-1|070-4024-5877
LGU플러스|화명동롯데마트점 |부산 북구 금곡대로303번길 2 시티타워 (화명동, LG유플러스)|부산시 북구 화명동 2269-3 시티타워 (LG유플러스)|070-5103-2137
LGU플러스|화봉동화봉로점 |울산 북구 화봉로 69 (화봉동)|울산시 북구 화봉동 449-2|070-5043-4566
LGU플러스|화정동세이브존점 |경기 고양시 덕양구 화정로 47 107호 LG 유플러스 (화정동, 동원텔)|경기도 고양시 덕양구 화정동 969 동원텔 107호 LG 유플러스|070-4082-2010
LGU플러스|효자동홍산로점 |전북 전주시 완산구 홍산로 249 (효자동2가)|전북 전주시 완산구 효자동2가 1239-5|070-4067-0021
LGU플러스|(점장후보)서부경남소호직판직영 |경남 창원시 의창구 원이대로 362 (대원동,창원컨벤션센터)|경남 창원시 의창구 대원동 123 창원컨벤션센터|000-0000-0000
LGU플러스|가락동개롱역점 |서울시 송파구 오금로 400 102~3호(가락동,아람빌딩)|서울시 송파구 가락동 166 아람빌딩 102~3호|070-4042-0801
LGU플러스|가락본동문정로데오점 |서울 송파구 중대로12길 35 상가 1층 (가락동, 가락우성2차아파트)|서울시 송파구 가락동 120-4 가락우성2차아파트 상가 1층|070-4685-5639
LGU플러스|가산동디지털단지오거리점 |서울 금천구 디지털로 212 1층 LG유플러스 (가산동)|서울시 금천구 가산동 140-1 1층 LG유플러스|070-4079-4567
LGU플러스|가양동가양대교점 |서울 강서구 화곡로 429 (가양동)|서울시 강서구 가양동 14-51|070-8623-9019
LGU플러스|개봉동개봉역점 |서울 구로구 개봉로20길 66 407-15 (개봉동)|서울시 구로구 개봉동 407-15|070-4045-9489
LGU플러스|거여동거여역점 |서울 송파구 오금로 512 (거여동)|서울시 송파구 거여동 27-5|02-6925-3010
LGU플러스|공릉동공릉역점 |서울시 노원구 동일로 1077 (공릉동)|서울시 노원구 공릉동 383-7|02-949-2010
LGU플러스|광장동광나루역점 |서울 광진구 천호대로 808 현대홈타운 1층 (광장동, 광장12차)|서울시 광진구 광장동 580 현대홈타운12차아파트 1층 (광장12차)|070-7514-0801
LGU플러스|구로동구로디지털단지역점 |서울시 구로구 시흥대로 571 1층 엘지유플러스 (구로동)|서울시 구로구 구로동 1125-1 1층 엘지유플러스|070-8623-6367
LGU플러스|구로동구로시장점 |서울 구로구 구로동로22길 8-2 (구로동)|서울시 구로구 구로동 735-22|070-4300-0410
LGU플러스|구산동구산사거리점 |서울 은평구 서오릉로 195 (구산동)|서울시 은평구 구산동 200-1|070-4046-6555
LGU플러스|길동길동역2번출구점 |서울시 강동구 양재대로 1484-1 [지번주소] 길동 391-3 (길동)|서울시 강동구 길동 391-3 [지번주소] 길동 391-3|070-4001-2223
LGU플러스|남가좌동가좌역점 |서울 서대문구 수색로 38 (남가좌동)|서울시 서대문구 남가좌동 295-9|070-8286-2439
LGU플러스|내자동경복궁점 |서울 종로구 자하문로 3 (내자동)|서울시 종로구 내자동 1-3|070-4024-3659
LGU플러스|노량진동노량진컵밥거리점 |서울 동작구 노량진로 162 (노량진동)|서울시 동작구 노량진동 114-5|070-4046-3400
LGU플러스|당산동당산역점 |서울시 영등포구 양평로 59 1층 LG U+ (당산동5가)|서울시 영등포구 당산동5가 33-8 1층 LG U|070-4606-5692
LGU플러스|당산동영등포구청점 |서울 영등포구 당산로 136-1 1층 (당산동3가, 일흥빌딩)|서울시 영등포구 당산동3가 213 일흥빌딩 1층|070-4036-4567
LGU플러스|대림3동대림역2점 |서울 영등포구 도림로 135 LG유플러스 (대림동, 건설빌딩)|서울시 영등포구 대림동 1050-40 LG유플러스 (건설빌딩)|070-4888-6368
LGU플러스|대방동신대방삼거리역1번출구점 |서울 동작구 상도로 80 LG유플러스 (대방동)|서울시 동작구 대방동 336-13 LG유플러스|070-4843-5965
LGU플러스|대조동불광역점 CS우수매장|서울시 은평구 불광로 29-1 (대조동)|서울시 은평구 대조동 11-11|070-4320-0116
LGU플러스|대조동연신내물빛공원점 |서울 은평구 통일로 843-2 1층 (대조동)|서울시 은평구 대조동 185-2 1층|070-8283-5556
LGU플러스|대치1동대치역점 |서울 강남구 남부순환로 2931 LG 1층 (대치동)|서울시 강남구 대치동 603 LG 1층|070-4064-5083
LGU플러스|대치2동삼성역점 |서울 강남구 테헤란로 532 1층 (대치동)|서울시 강남구 대치동 946 1층|070-4065-1700
LGU플러스|대치4동한티역점 |서울 강남구 선릉로 320 (대치동)|서울시 강남구 대치동 922-28|070-8623-8900
LGU플러스|독산동독산홈플러스점 |서울 금천구 시흥대로 406 LG유플러스 (독산동)|서울시 금천구 독산동 286-8 LG유플러스|070-8202-8288
LGU플러스|동교동홍대역점 CS우수매장|서울시 마포구 양화로 156 (동교동)|서울시 마포구 동교동 165-8|070-8225-9120
LGU플러스|동선동성신여대점 |서울 성북구 동소문로22길 11 1층 (동선동1가)|서울시 성북구 동선동1가 101 1층|02-742-8837
LGU플러스|등촌동등촌3동성당점 |서울 강서구 화곡로63길 139 1층 LG유플러스 신성빌딩 (등촌동)|서울시 강서구 등촌동 663-1 1층 LG유플러스 신성빌딩|070-8286-7024
LGU플러스|마곡동발산역점 |서울 강서구 강서로 381 (마곡동)|서울시 강서구 마곡동 722-1|070-4300-2221
