##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@변호사
법무법인/로이즈||||변호사|042-484-8400|대전 서구 둔산중로78번길 26||||||||법무법인 로이즈|(둔산동) 506호 (둔산동,민석타워)|||91604
법무법인/뿌리||||변호사|062-232-8583|광주 동구 동명로 110||||||||법무법인 뿌리|409호 (지산동)|||91604
법무법인/선재||||변호사|6203-5300|서울 서초구 반포대로34길 14||||||||법무법인 선재|502호 (서초동,정명빌딩)|||91604
법무법인/연호||||변호사|053-743-1500|대구 수성구 동대구로 358-4||||||||법무법인 연호|1층 (범어동,대화빌딩)|||91604
법무법인/훈민||||변호사|3471-1278|서울 서초구 서초중앙로 117||||||||법무법인 훈민|13층 (서초동,훈민타워)|||91604
법무법인/로앤||||변호사|555-7455|서울 강남구 논현로87길 25||||||||법무법인 로앤|3층,4층 (역삼동,HB타워)|||91604
법무법인/현율||||변호사|031-816-0200|경기 고양시 일산동구 중앙로 1197||||||||법무법인 현율|5층 (장항동,형지 제3빌딩)|||91604
법무법인/해성||||변호사|6338-2883|서울 서초구 서초대로 254||||||||법무법인 해성|7층 708,709호 (서초동,오퓨런스빌딩)|||91604
법무법인/해담||||변호사|031-216-2400|경기 수원시 영통구 광교중앙로248번길 40||||||||법무법인 해담|611호 (하동,광교스마트법조프라자)|||91604
법무법인/서상||||변호사|598-2722|서울 서초구 서초중앙로18길 35||||||||법무법인 서상|2층 (서초동,씨앤씨빌딩)|||91604
법무법인/규장각||||변호사|031-605-9991|경기 성남시 수정구 산성대로 445||||||||법무법인 규장각|3층 (단대동)|||91604
법무법인/경세||||변호사|3481-1785|서울 서초구 서초중앙로 154||||||||법무법인 경세|703호 (서초동,화평빌딩)|||91604
법무법인/범증||||변호사|3477-1400|서울 도봉구 도봉로152가길 176||||||||법무법인 범증|3층 (도봉동,아테나빌딩)|||91604
법무법인/평산||||변호사|582-8500|서울 서초구 반포대로30길 81||||||||법무법인 평산|4층 (서초동,웅진타워)|||91604
법무법인/일맥||||변호사|053-759-9550|대구 수성구 동대구로 379||||||||법무법인 일맥|201호 (범어동,태윤빌딩)|||91604
법무법인/리인||||변호사|3445-6600|서울 강남구 논현로 612||||||||법무법인 리인|401호 (논현동,M빌딩)|||91604
법무법인/에스엘||||변호사|402-7650|서울 송파구 법원로 96||||||||법무법인 에스엘|304호 (문정동,문정법조프라자)|||91604
법무법인/굳센||||변호사|597-0773|서울 서초구 서초중앙로 115||||||||법무법인 굳센|4층 (서초동,서용빌딩)|||91604
법무법인/하정||||변호사|2088-1191|서울 서초구 반포대로 114||||||||법무법인 하정|3층 (서초동,서초에스알타워)|||91604
법무법인/소백||||변호사|739-7838|서울 종로구 새문안로5가길 28||||||||법무법인 소백|501호 (적선동,광화문플래티넘)|||91604
법무법인/늘품||||변호사|525-2002|서울 서초구 반포대로 104||||||||법무법인 늘품|2층 (서초동,서일빌딩)|||91604
법무법인/라온||||변호사|553-2112|서울 서초구 서초대로 347||||||||법무법인 라온|902호 (서초동,서초디타워)|||91604
법무법인/재현||||변호사|031-876-3231|경기 의정부시 녹양로34번길 36||||||||법무법인 재현|302호 (가능동,현도빌딩)|||91604
법무법인/오름||||변호사|555-2295|서울 강남구 역삼로 110||||||||법무법인 오름|2층 (역삼동,태양21)|||91604
법무법인/류강||||변호사|053-745-9911|대구 수성구 동대구로 354||||||||법무법인 류강|3층 302호 (범어동,브라운스톤 범어)|||91604
법무법인/이평||||변호사|559-6061|서울 서초구 반포대로 118||||||||법무법인 이평|3층 (서초동,우림빌딩)|||91604
법무법인/엘플러스||||변호사|785-1103|서울 마포구 월드컵북로 396||||||||법무법인 엘플러스|7층 (상암동,누리꿈스퀘어 연구개발타워)|||91604
법무법인/효명||||변호사|537-5005|서울 서초구 법원로2길 17-5||||||||법무법인 효명|1층 (서초동,백영빌딩)|||91604
법무법인/온유||||변호사|031-8015-4758|경기 화성시 동탄반석로 208||||||||법무법인 온유|401호 (반송동,아인슈타인프라자)|||91604
법무법인/예화||||변호사|862-9596|서울 서초구 법원로2길 15||||||||법무법인 예화|205호 (서초동,길도빌딩)|||91604
법무법인/호민||||변호사|031-216-0061|경기 수원시 영통구 광교중앙로248번길 95-9||||||||법무법인 호민|6층 (하동,캡틴법조타운)|||91604
법무법인/백승||||변호사|2672-3500|서울 양천구 목동로9길 2||||||||법무법인 백승|2층 (신정동,오르비에토빌딩)|||91604
법무법인/진||||변호사|2136-8100|서울 서초구 반포대로 138||||||||법무법인 진|2층 (서초동,양진빌딩)|||91604
법무법인/우공||||변호사|525-0133|서울 서초구 법원로2길 17-6||||||||법무법인 우공|5층 (서초동,형덕빌딩)|||91604
법무법인/좋은사람||||변호사|031-876-6111|경기 의정부시 녹양로 44||||||||법무법인 좋은사람|301호 (가능동,삼형빌딩)|||91604
국원/법무법인||||변호사|043-844-9005|충북 충주시 계명대로 104||||||||국원 법무법인|(교현동)|||91604
법무법인/케이에스앤피||||변호사|596-1234|서울 서초구 서초중앙로24길 16||||||||법무법인 케이에스앤피|2층,5층,6층 (서초동,케이엠타워)|||91604
법무법인/담박||||변호사|548-4301|서울 서초구 서초대로 250||||||||법무법인 담박|11층 (서초동,스타갤러리브릿지)|||91604
법무법인/시월||||변호사|556-8511|서울 강남구 테헤란로27길 8||||||||법무법인 시월|13층 (역삼동,다온빌딩)|||91604
법무법인/케이엘에프||||변호사|738-9600|서울 서초구 서초중앙로 151||||||||법무법인 케이엘에프|(서초동,정암빌딩)|||91604
법무법인/리||||변호사|536-5821|서울 서초구 강남대로 221||||||||법무법인 리|304호 (양재동,동성빌딩)|||91604
법무법인/우일||||변호사|591-6633|서울 서초구 서초중앙로 148||||||||법무법인 우일|10층 (서초동,희성빌딩)|||91604
법무법인/경성||||변호사|785-1924|서울 영등포구 국제금융로8길 25||||||||법무법인 경성|706호 (여의도동,주택건설회관)|||91604
법무법인/삼율||||변호사|585-2345|서울 서초구 서초대로42길 41||||||||법무법인 삼율|4층 (서초동,안화빌딩)|||91604
법무법인/정곡||||변호사|032-875-2011|인천 남구 소성로185번길 23||||||||법무법인 정곡|501호 (학익동,육삼빌딩)|||91604
법무법인/제하||||변호사|6226-7400|서울 강남구 테헤란로 447||||||||법무법인 제하|15층 (삼성동,KB우준타워)|||91604
법무법인/참솔||||변호사|064-752-2014|제주 제주시 중앙로 293||||||||법무법인 참솔|3층 (이도이동,대신빌딩)|||91604
법무법인/창천||||변호사|3476-7070|서울 서초구 서초중앙로26길 13||||||||법무법인 창천|2층 (서초동)|||91604
법무법인/규원||||변호사|3478-9200|서울 서초구 서초대로49길 12||||||||법무법인 규원|206호,207호,208호 (서초동,한승아스트라2차)|||91604
신아/법무법인||||변호사|557-1447|서울 서초구 강남대로 315||||||||신아 법무법인|3~4층 (서초동,클리포드빌딩)|||91604
법무법인/제주로펌||||변호사|064-723-5780|제주 제주시 연삼로 429||||||||법무법인 제주로펌|4층 (이도이동)|||91604
법무법인/큐브||||변호사|053-784-0001|대구 수성구 동대구로 400||||||||법무법인 큐브|13층 (범어동,대구문화방송)|||91604
법무법인/좋은친구||||변호사|537-7600|서울 서초구 법원로 10||||||||법무법인 좋은친구|505호 (서초동,정곡빌딩남관)|||91604
법무법인/마음||||변호사|053-721-8864|대구 수성구 동대구로 395||||||||법무법인 마음|5층 (범어동,참저축은행빌딩)|||91604
법무법인/린||||변호사|3477-8500|서울 서초구 서초대로 347||||||||법무법인 린|601호,801호,1401호 (서초동,서초크로바타워)|||91604
법무법인/정인||||변호사|051-911-6161|부산 연제구 법원로 28||||||||법무법인 정인|12층전체,13층 1301호,1302호,1303호,1304호,11층 1104호 (거제동,부산법조타운빌딩)|||91604
법무법인/좋은생각||||변호사|455-3030|서울 송파구 법원로11길 11||||||||법무법인 좋은생각|B동 224호,225호 (문정동,문정현대지식산업센터 1-1)|||91604
법무법인/민국||||변호사|540-7944|서울 서초구 서초대로56길 22||||||||법무법인 민국|5층 (서초동,성운빌딩)|||91604
법무법인/신지||||변호사|070-4907-0208|서울 강남구 테헤란로8길 33||||||||법무법인 신지|6층 602호 (역삼동,청원빌딩)|||91604
법무법인/청남로||||변호사|042-488-7831|대전 서구 둔산로137번길 35||||||||법무법인 청남로|2층,4층 (둔산동,청남빌딩)|||91604
법무법인/제이피||||변호사|590-2900|서울 서초구 서초대로78길 5||||||||법무법인 제이피|16층 (서초동,대각빌딩)|||91604
법무법인/태종||||변호사|051-507-1991|부산 연제구 법원로 12||||||||법무법인 태종|701호 (거제동,로윈타워빌딩)|||91604
법무법인/더킴로펌||||변호사|055-264-3703|경남 창원시 성산구 창이대로689번길 4-5||||||||법무법인 더킴로펌|101호 (사파동,세영빌딩)|||91604
법무법인/다전||||변호사|3474-2900|서울 서초구 서초대로 274||||||||법무법인 다전|701호 (서초동,3000타워)|||91604
법무법인/승우||||변호사|031-928-5006|경기 의정부시 녹양로34번길 12||||||||법무법인 승우|3층 (가능동)|||91604
법무법인/세림||||변호사|522-8470|서울 서초구 서초대로 264||||||||법무법인 세림|2층 (서초동,법조타워)|||91604
법무법인/연두||||변호사|6403-6000|서울 강남구 강남대로 354||||||||법무법인 연두|707호 (역삼동,혜천빌딩)|||91604
법무법인/선정||||변호사|593-7070|서울 서초구 반포대로 106||||||||법무법인 선정|6층 (서초동,태홍빌딩)|||91604
법무법인/이오||||변호사|053-951-0025|대구 수성구 동대구로59길 8-12||||||||법무법인 이오|4층 (범어동,애플타워2)|||91604
법무법인/다지원||||변호사|063-276-5900|전북 전주시 덕진구 사평로 38||||||||법무법인 다지원|2층 (덕진동,성산빌딩)|||91604
법무법인/담솔||||변호사|596-9777|서울 서초구 서초중앙로24길 27||||||||법무법인 담솔|501호 (서초동,G5센트럴프라자)|||91604
법무법인/리앤파트너스||||변호사|6477-5500|서울 서초구 서초대로 347||||||||법무법인 리앤파트너스|1302호 (서초동,서초디타워)|||91604
법무법인/에토스||||변호사|595-6100|서울 서초구 서초대로 269||||||||법무법인 에토스|501호 (서초동,부림빌딩)|||91604
법무법인/신재||||변호사|053-754-8787|대구 수성구 동대구로73길 6||||||||법무법인 신재|7층,8층 (범어동,명보법조타워)|||91604
법무법인/율강||||변호사|051-717-2570|부산 연제구 법원로32번길 9||||||||법무법인 율강|5층 (거제동,고려빌딩)|||91604
법무법인/시선||||변호사|594-3003|서울 서초구 서초중앙로 125||||||||법무법인 시선|8층 801호,802호,803호 (서초동,로이어즈타워)|||91604
법무법인/행복한||||변호사|063-278-4434|전북 전주시 덕진구 만성동로 60||||||||법무법인 행복한|403호 (만성동,리드타워)|||91604
법무법인/케이||||변호사|031-8016-4972|경기 성남시 분당구 하오개로351번길 3||||||||법무법인 케이|2층 (운중동)|||91604
법무법인/비트||||변호사|576-8990|서울 강남구 영동대로 735||||||||법무법인 비트|9층 (청담동,골프존타워서울)|||91604
법무법인/디라이트||||변호사|2051-1870|서울 서초구 강남대로 311||||||||법무법인 디라이트|812호 (서초동,한화생명보험빌딩)|||91604
법무법인현진||||변호사|535-0306|서울 서초구 서초중앙로 199||||||||법무법인현진|701호 (반포동,장학재단빌딩)|||91604
법무법인/안정||||변호사|032-876-3400|인천 남구 소성로 171||||||||법무법인 안정|603호 (학익동,로시스빌딩)|||91604
법무법인/한가람||||변호사|02-537-5170|서울 서초구 서초중앙로 145||||||||법무법인 한가람|4층 (서초동,중산빌딩)|||91604
법무법인/삼환||||변호사|523-3131|서울 서초구 서초대로46길 20||||||||법무법인 삼환|3층 (서초동)|||91604
법무법인/정운||||변호사|754-1063|서울 서초구 강남대로39길 26-1||||||||법무법인 정운|3층 (서초동,거원빌딩)|||91604
법무법인/씨앤케이(법무법인C&K)||||변호사|031-216-1399|경기 수원시 영통구 광교중앙로248번길 7-2||||||||법무법인 씨앤케이(법무법인C&K)|701호,702호 (하동,원희캐슬 광교)|||91604
법무법인/명||||변호사|525-4162|서울 서초구 서초대로 266||||||||법무법인 명|1304호 (서초동,아스트라)|||91604
법무법인/지성||||변호사|6207-2105|서울 서초구 서초대로 254||||||||법무법인 지성|1013호 (서초동,오퓨런스)|||91604
법무법인/세연||||변호사|761-0900|서울 영등포구 국제금융로2길 32||||||||법무법인 세연|8층 (여의도동,여의도파이낸스타워)|||91604
법무법인/예강||||변호사|594-8700|서울 서초구 서초대로 269||||||||법무법인 예강|301호 (서초동,부림빌딩)|||91604
법무법인/화율||||변호사|055-281-4400|경남 창원시 성산구 창이대로 695||||||||법무법인 화율|602호 (사파동,더원빌딩)|||91604
법무법인/더나은||||변호사|051-202-0015|부산 강서구 명지국제1로 60-1||||||||법무법인 더나은|502호 (명지동,에스알빌딩)|||91604
법무법인/혜승||||변호사|6402-7300|서울 서초구 서초대로53길 23||||||||법무법인 혜승|6층 (서초동,수성수빌딩)|||91604
법무법인/한수||||변호사|3471-3388|서울 서초구 서초대로46길 25||||||||법무법인 한수|5층 (서초동,창영빌딩)|||91604
법무법인/광해||||변호사|032-873-4403|인천 남구 소성로185번길 16-20||||||||법무법인 광해|401호 (학익동,대승빌딩)|||91604
법무법인/다일||||변호사|031-475-7400|경기 안산시 단원구 광덕서로 68||||||||법무법인 다일|204호,205호 (고잔동,삼영빌딩)|||91604
