##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@복지서비스
참만남아동발달연구소||128.9002733004|37.7713090824|복지서비스|033-6514796|강원도 강릉시 수리골길 5||사회서비스제공기관||||||참만남아동발달연구소|(교동)|||200100
마리아/아동센터||128.90027330039555|37.771309082420224|복지서비스|033-6450051|강원도 강릉시 수리골길 5||사회복지시설||||||마리아 아동센터|(교동)|||200100
성은모자원||128.9070963254788|37.740566625561534|복지서비스|033-6453302|강원도 강릉시 모산로390번길 15||사회복지시설||||||성은모자원|(유산동)|||200100
평안의집||128.9070963254788|37.740566625561534|복지서비스|033-6436435|강원도 강릉시 모산로390번길 15||사회복지시설||||||평안의집|(유산동)|||200100
나르미재가방문요양센터||128.9053281845|37.7676925379|복지서비스|033-9205279|강원도 강릉시 강릉대로359번길 7||노인장기요양시설||||||나르미재가방문요양센터|(포남동)|||200100
강릉보건안마원||128.9084607893|37.7648888649|복지서비스|033-6435510|강원도 강릉시 경강로 2251-1||사회서비스제공기관||||||강릉보건안마원|5층 (포남동)|||200100
강릉자비아동복지센터||128.907740287418|37.76687877831468|복지서비스|033-6423761|강원도 강릉시 경강로2267번길 19||사회복지시설||||||강릉자비아동복지센터|(포남동)|||200100
자비아동입양위탁소||128.907740287418|37.76687877831468|복지서비스|033-6423555|강원도 강릉시 경강로2267번길 19||사회복지시설||||||자비아동입양위탁소|(포남동)|||200100
강릉자비원||128.907740287418|37.76687877831468|복지서비스|033-6423555|강원도 강릉시 경강로2267번길 19||사회복지시설||||||강릉자비원|포남동|||200100
에덴하우스요양원||128.87490981888516|37.781307669562395|복지서비스|033-6450682|강원도 강릉시 유죽길533번길 7-31||노인장기요양시설||||||에덴하우스요양원|(죽헌동)|||200100
하늘아동센터||128.9125156276072|37.75613540965976|복지서비스|033-6477123|강원도 강릉시 강변로410번길 31-5||사회복지시설||||||하늘아동센터|(입암동)|||200100
강릉희망의집||128.91129752019765|37.743366835967386|복지서비스|033-6448993|강원도 강릉시 유산로25번길 86-3||사회복지시설||||||강릉희망의집|(노암동)|||200100
강릉보육원||128.9117890534818|37.7614081069916|복지서비스|033-6527263|강원도 강릉시 강변로 450||사회복지시설||||||강릉보육원|(입암동)|||200100
행복만들기/노인요양공동생활가정||128.87796829456173|37.7220121536308|복지서비스|033-6411300||강원도 강릉시 구정면 여찬리 585|사회복지시설||||||행복만들기 노인요양공동생활가정|15호|||200100
강릉솔빛/요양센타||128.90929592683318|37.76735804547778|복지서비스|033-6428911|강원도 강릉시 남구길18번길 44||노인장기요양시설||||||강릉솔빛 요양센타|3층 8호 (포남동)|||200100
정행재가지원센터||128.8707368311|37.7827216785|복지서비스|033-6454697|강원도 강릉시 유죽길 499-7||노인장기요양시설||||||정행재가지원센터|(죽헌동)|||200100
좋은친구||128.90814187001575|37.769787389487846|복지서비스|033-6530179|강원도 강릉시 성덕포남로200번길 10||사회복지시설||||||좋은친구|3층 (포남동)|||200100
강릉시중독관리통합지원센터||128.9109947042|37.7666963096|복지서비스|033-6539667|강원도 강릉시 경강로 2279||사회복지시설||||||강릉시중독관리통합지원센터|A동 2,3층 (포남동,강맥빌딩)|||200100
약손지압안마원||128.9090450961|37.7694304367|복지서비스|010-28007575|강원도 강릉시 하평길 2||사회서비스제공기관||||||약손지압안마원|2층 (포남동)|||200100
포도나무||128.90836013030236|37.77015499947227|복지서비스|033-6530179|강원도 강릉시 성덕포남로200번길 10||사회복지시설||||||포도나무|2층 (포남동)|||200100
바라밀의/집||128.91025189090468|37.77046305302378|복지서비스|033-6413448|강원도 강릉시 강릉대로 422-12||사회복지시설||||||바라밀의 집|(포남동)|||200100
소리울치료상담센터||128.9108410966|37.7698985804|복지서비스|033-6518622|강원도 강릉시 성덕포남로188번길 25||사회서비스제공기관||||||소리울치료상담센터|2 (포남동)|||200100
헬스케어의료기||128.90957064368234|37.7718613895049|복지서비스|033-6511401|강원도 강릉시 보래미하길 19||노인장기요양시설||||||헬스케어의료기|5층 (포남동)|||200100
연서메디칼||128.90852246858478|37.77293776233882|복지서비스|033-6518899|강원도 강릉시 강릉대로419번길 22||노인장기요양시설||||||연서메디칼|(포남동)|||200100
강릉노인돌봄||128.90852246858478|37.77293776233882|복지서비스|033-6474141|강원도 강릉시 강릉대로419번길 22||노인장기요양시설||||||강릉노인돌봄 유한회사|(포남동)|||200100
강원동부해바라기센터||128.90718088112246|37.77443326251815|복지서비스|033-6529843|강원도 강릉시 강릉대로419번길 42||사회복지시설||||||강원동부해바라기센터|(포남동)|||200100
참좋은집||128.90718088112246|37.77443326251815|복지서비스|033-6516293|강원도 강릉시 강릉대로419번길 42||사회복지시설||||||참좋은집|(포남동)|||200100
숙명음악심리교육센터||128.9193828678|37.7543986174|복지서비스|033-6476881|강원도 강릉시 성덕로 328-15||사회서비스제공기관||||||숙명음악심리교육센터|2층 (입암동,금호어울림아파트 상가내)|||200100
스카이지역아동센터||128.9137695767363|37.76956997951116|복지서비스|033-6533227|강원도 강릉시 성덕포남로174번길 44||사회복지시설||||||스카이지역아동센터|(포남동)|||200100
강릉반석/행복한홈스쿨/지역아동센터||128.91811845919707|37.762375420376536|복지서비스|033-6510691|강원도 강릉시 성덕포남로 80-16||사회복지시설||||||강릉반석 행복한홈스쿨 지역아동센터|(입암동)|||200100
강릉시재가복지봉사센터||128.91706134689053|37.76485371813763|복지서비스|033-6535262|강원도 강릉시 강변로 510||사회복지시설||||||강릉시재가복지봉사센터|(입암동)|||200100
강릉종합사회복지관||128.91706134689053|37.76485371813763|복지서비스|033-6536375|강원도 강릉시 강변로 510||사회복지시설||||||강릉종합사회복지관|(입암동)|||200100
은혜재가복지센터||128.9113080472|37.7735772349|복지서비스|033-6523200|강원도 강릉시 강릉대로443번길 9||노인장기요양시설||||||은혜재가복지센터|(포남동)|||200100
바른요양원||128.91985939893874|37.74544371004958|복지서비스|033-6459001||강원도 강릉시 청량동 497|사회복지시설||||||바른요양원||||200100
금강의집||128.91491919971406|37.769439593353994|복지서비스|033-6410340|강원도 강릉시 경강로2323번길 10||사회복지시설||||||금강의집|1동 102호 (포남동,고려맨션)|||200100
강릉제일노인복지센터||128.91307481204765|37.77413950442916|복지서비스|033-6516699|강원도 강릉시 강릉대로457번길 2||노인장기요양시설||||||강릉제일노인복지센터|(포남동,삼호아파트 상가3층)|||200100
하슬라재가요양센터||128.91489713607635|37.77333517443936|복지서비스|033-6556375|강원도 강릉시 하평4길 46-1||노인장기요양시설||||||하슬라재가요양센터|(포남동)|||200100
강릉천사요양원||128.9183331152|37.768926423|복지서비스|033-6483119|강원도 강릉시 남강초교2길 25||노인장기요양시설||||||강릉천사요양원|(포남동)|||200100
강릉천사요양원||128.9183331152|37.768926423|복지서비스|033-6539550|강원도 강릉시 남강초교2길 25||사회복지시설||||||강릉천사요양원|(포남동)|||200100
사랑천사/재가장기요양기관||128.9183331152|37.768926423|복지서비스|033-6483119|강원도 강릉시 남강초교2길 25||노인장기요양시설||||||사랑천사 재가장기요양기관|(포남동)|||200100
강릉사랑재가복지센타||128.91570735079966|37.77254007391093|복지서비스|033-6513777|강원도 강릉시 하평4길 36||노인장기요양시설||||||강릉사랑재가복지센타|(포남동)|||200100
나눔재가장기요양기관||128.91765589460607|37.770825604910264|복지서비스|033-6415001|강원도 강릉시 하평5길 9||노인장기요양시설||||||나눔재가장기요양기관|(포남동)|||200100
나래요양원||128.9231758102|37.7454148489|복지서비스|033-6555777|강원도 강릉시 유다리길65번길 17||사회복지시설||||||나래요양원|(청량동)|||200100
월정사복지재단/그룹홈||128.9147974094019|37.77756352374091|복지서비스|033-6531156|강원도 강릉시 산양길 14||사회복지시설||||||월정사복지재단 그룹홈|1동 502호 (포남동,대목맨션)|||200100
건강한미래교육||128.9156097328|37.7770242273|복지서비스|033-6528836|강원도 강릉시 산양길 6||사회서비스제공기관||||||건강한미래교육|2층 (포남동)|||200100
성요셉/해누리/지역아동센터||128.91609410430948|37.77978371929842|복지서비스|033-6527955|강원도 강릉시 산양큰길 29||사회복지시설||||||성요셉 해누리 지역아동센터|(포남동)|||200100
나우리상담센터||128.9182158789|37.7798464754|복지서비스|033-6557533|강원도 강릉시 강릉대로 537||사회서비스제공기관||||||나우리상담센터|(포남동)|||200100
유진재가장기방문기관||128.91768369521725|37.781037037873034|복지서비스|033-6527859|강원도 강릉시 강릉대로547번길 10||노인장기요양시설||||||유진재가장기방문기관|1층 119 (포남동,일송상가 내)|||200100
마야의집||128.91426714311055|37.78428517627679|복지서비스|033-6528997|강원도 강릉시 연당길 75||사회복지시설||||||마야의집|102동 105호 (초당동,동부아파트)|||200100
새봄재가장기요양기관||128.91806067405295|37.783326229533195|복지서비스|033-6510056|강원도 강릉시 초당원길 4-8||노인장기요양시설||||||새봄재가장기요양기관|1층 (초당동)|||200100
반야의/집||128.91740490662175|37.784479166117045|복지서비스|033-6516009|강원도 강릉시 초당원길 26-2||사회복지시설||||||반야의 집|101동 503호 (초당동,초당현대아파트)|||200100
백세사랑요양원||128.86607771837137|37.80055296777974|복지서비스|033-6435500|강원도 강릉시 안현로 84-30||노인장기요양시설||||||백세사랑요양원|(안현동)|||200100
금광실버캐슬||128.91850484393254|37.71459208565128|복지서비스|033-6480708|강원도 강릉시 구정면 금광리 하금광길 88||사회복지시설||||||금광실버캐슬||||200100
강릉시니어클럽||128.9384078168059|37.76257301701115|복지서비스|033-6529070|강원도 강릉시 공항길 19||사회복지시설||||||강릉시니어클럽|(병산동)|||200100
솔향복지센터||128.93397175473493|37.77592784372901|복지서비스|033-6518998|강원도 강릉시 팔송길 15||노인장기요양시설||||||솔향복지센터|(송정동)|||200100
늘푸른마을||128.83395493598917|37.79255720217721|복지서비스|033-6550220|강원도 강릉시 사천면 송암골길 130||사회복지시설||||||늘푸른마을||||200100
햇살동네||128.9331894632496|37.77883416554828|복지서비스|070-88759953|강원도 강릉시 해안로 107||사회복지시설||||||햇살동네|101동 609호 (송정동,삼익비치아파트)|||200100
늘만나아동센터||128.93589726327548|37.775953867555806|복지서비스|033-6521726|강원도 강릉시 팔송길18번길 15-1||사회복지시설||||||늘만나아동센터|(송정동)|||200100
푸른나래||128.93698814887938|37.7744405490972|복지서비스|033-6525041|강원도 강릉시 경강로2533번길 8-4||사회복지시설||||||푸른나래|(견소동)|||200100
나래교실||128.93716234088225|37.77467910819032|복지서비스|033-6525041|강원도 강릉시 경강로2533번길 8-3||사회복지시설||||||나래교실|(견소동)|||200100
밀알의집||128.9394206701|37.7738924535|복지서비스|033-6511476|강원도 강릉시 경강로2539번길 8||사회복지시설||||||밀알의집|104동 106호 (견소동,송정한신아파트)|||200100
예쁜요양원||128.8408485837|37.7033987771|복지서비스|033-6471914|강원도 강릉시 성산면 칠봉로 193-2||사회복지시설||||||예쁜요양원||||200100
