##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@PACADEMY
#신나는피아노음악학원||||음악/미술학원||울산광역시 남구 옥현로 92-17||1|학교교과교습학원;예능(대);음악;예능(중)|||||#신나는피아노음악학원|2층,201호 (무거동)|||20309
뉴뮌헨음악학원||||음악/미술학원|052-224-7460|울산광역시 남구 신복로72번길 24-13||2|학교교과교습학원;예능(대);음악;예능(중)|||||뉴뮌헨음악학원|(1층) (무거동,지상음악학원)|||20309
뉴비엔나음악학원||||음악/미술학원|052-273-7845|울산광역시 남구 야음로 37||4|학교교과교습학원;예능(대);음악;예능(중)|||||뉴비엔나음악학원|외 필지 동명빌딩 (6층) (야음동)|||20309
뉴서진수학과학전문학원||||일반학원|052-260-5377|울산광역시 남구 문수로 342||2|학교교과교습학원;입시.검정 및 보습;입시·논술;보통교과|||||뉴서진수학과학전문학원|(4층) (옥동)|||20315
뉴스마트영어수학학원||||일반학원||울산광역시 남구 문수로 374||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||뉴스마트영어수학학원|3층 (옥동)|||20315
뉴스타트영어전문학원||||외국어학원|052-258-0511|울산광역시 남구 삼산중로128번길 12-1||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||뉴스타트영어전문학원|1539-5번지 4층일부 (삼산동)|||20305
뉴알파음악학원||||음악/미술학원|052-276-7757|울산광역시 남구 월평로 256||3|학교교과교습학원;예능(대);음악;예능(중)|||||뉴알파음악학원|(4층) (삼산동)|||20309
뉴연세음악학원||||음악/미술학원||울산광역시 남구 거마로134번길 13||4|학교교과교습학원;예능(대);음악;예능(중)|||||뉴연세음악학원|(신정동)|||20309
뉴위즈콘서바토리학원||||음악/미술학원||울산광역시 남구 문수로314번길 11||2|학교교과교습학원;예능(대);음악;예능(중)|||||뉴위즈콘서바토리학원|서광아파트 상가 201호 (2층) (옥동,옥동서광아파트)|||20309
뉴제이에스수학학원||||일반학원||울산광역시 남구 신복로71번길 8||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||뉴제이에스수학학원|2층 201호 (무거동)|||20315
뉴클라라음악학원||||음악/미술학원|052-257-5676|울산광역시 남구 수암로163번길 20||3|학교교과교습학원;예능(대);음악;예능(중)|||||뉴클라라음악학원|(야음동)|||20309
뉴토모수학전문학원||||일반학원|052-258-0715|울산광역시 남구 대공원입구로21번길 42||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||뉴토모수학전문학원|(3층) (옥동)|||20315
뉴후마니타스학원||||일반학원||울산광역시 남구 대공원입구로21번길 72||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||뉴후마니타스학원|2층 전체 (옥동)|||20315
다빈치수학과학학원||||일반학원||울산광역시 남구 돋질로257번길 7-1||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||다빈치수학과학학원|1층 일부 (삼산동)|||20315
다빈치에듀리프학원||||일반학원|052-275-7119|울산광역시 남구 문수로 306||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||다빈치에듀리프학원|2층 (옥동)|||20315
다섯수레국어논술학원||||일반학원|052-272-3533|울산광역시 남구 신선로 74||5|학교교과교습학원;입시.검정 및 보습;입시·논술;보통교과|||||다섯수레국어논술학원|(1층) (야음동,새론학원)|||20315
다엘음악학원||||음악/미술학원||울산광역시 남구 번영로 165||2|학교교과교습학원;예능(대);음악;예능(중)|||||다엘음악학원|번영로 코아루 더 클래식 230호 (달동,번영로 코아루 더 클래식)|||20309
다온국어논술학원||||일반학원|052-221-1006|울산광역시 남구 옥현로46번길 9-4||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||다온국어논술학원|(1층) (무거동)|||20315
다형미술학원||||음악/미술학원|052-247-6766|울산광역시 남구 대학로33번길 17||2|학교교과교습학원;예능(대);미술;예능(중)|||||다형미술학원|(2층) (무거동,영남의원)|||20309
다힘국어논술학원||||일반학원||울산광역시 남구 문수로 327번길 3||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||다힘국어논술학원|2층 (옥동)|||20315
닥터정이클래스어학원||||외국어학원|052-256-0579|울산광역시 남구 문수로 414||2|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||닥터정이클래스어학원|(4층 일부) (신정동,종하빌딩)|||20305
달동멘토학원||||일반학원|052-265-4388|울산광역시 남구 신정로 39||9|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||달동멘토학원|3층 (달동)|||20315
달동뿌리깊은학원||||일반학원||울산광역시 남구 신정로18번길 8||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||달동뿌리깊은학원|2층 (달동)|||20315
달동샘독서실||||독서실||울산광역시 남구 중앙로128번길 34||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||달동샘독서실|2층 (달동)|||20317
달동스카이독서실||||독서실|052-265-8478|울산광역시 남구 도산로101번길 10||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||달동스카이독서실|(3층) (달동)|||20317
달동에스엠아이음악학원||||음악/미술학원|010-7410-9317|울산광역시 남구 번영로 147||6|학교교과교습학원;예능(대);음악;예능(중)|||||달동에스엠아이음악학원|3층 (달동)|||20309
달동우양학원||||일반학원|052-276-6630|울산광역시 남구 도산로101번길 4-16||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||달동우양학원|(달동)|||20315
달동코아독서실||||독서실||울산광역시 남구 번영로107번길 23||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||달동코아독서실|2층 전체 (달동)|||20317
달동퍼니퍼니음악학원||||음악/미술학원|052-257-1225|울산광역시 남구 삼산로156번길 20||2|학교교과교습학원;예능(대);음악;예능(중)|||||달동퍼니퍼니음악학원|(2층) (달동)|||20309
달리국어토론전문학원||||일반학원|052-256-5643|울산광역시 남구 문수로 300||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||달리국어토론전문학원|3층 (옥동,울산소식)|||20315
달콤한스케치&디자인미술학원||||음악/미술학원|052-268-7877|울산광역시 남구 중앙로128번길 25||4|학교교과교습학원;예능(대);미술;예능(중)|||||달콤한스케치&디자인미술학원|2층 일부 (달동)|||20309
대교눈높이러닝센터수암학원||||일반학원|052-269-0957|울산광역시 남구 중앙로 21||8|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||대교눈높이러닝센터수암학원|2층 (야음동)|||20315
대교눈높이러닝센터홈타운학원||||일반학원||울산광역시 남구 대암로90번길 32||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||대교눈높이러닝센터홈타운학원|1층 (야음동)|||20315
대교아카데미학원||||일반학원|052-911-8942|울산광역시 남구 삼산로 125||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||대교아카데미학원|3층일부 (달동)|||20315
대성제넥스학원||||일반학원||울산광역시 남구 문수로327번길 20||5|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||대성제넥스학원|(3층) (옥동)|||20315
대정수학논술전문학원||||일반학원|052-900-1007|울산광역시 남구 문수로435번길 4||3|학교교과교습학원;입시.검정 및 보습;입시·논술;보통교과|||||대정수학논술전문학원|(3층) (신정동)|||20315
대진학원||||일반학원|052-227-8208|울산광역시 남구 대암로 19||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||대진학원|신성미소지움 상가 201호,202호 (신정동,신성미소지움아파트)|||20315
대학로단과전문학원||||일반학원||울산광역시 남구 거마로5번길 18||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||대학로단과전문학원|2층 일부 (옥동)|||20315
대현동은중등학원||||일반학원|052-277-7999|울산광역시 남구 수암로 165||8|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||대현동은중등학원|2층 (야음동)|||20315
대현동은학원||||일반학원|052-277-7999|울산광역시 남구 수암로 165||1|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||대현동은학원|5층 (야음동)|||20315
대현베리타스영어수학학원||||일반학원|052-912-0505|울산광역시 남구 야음로 37||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||대현베리타스영어수학학원|(야음동)|||20315
더그림미술학원||||음악/미술학원|052-261-6362|울산광역시 남구 중앙로128번길 42-1||3|학교교과교습학원;예능(대);미술;예능(중)|||||더그림미술학원|2층 (달동)|||20309
더드림학원||||일반학원|052-225-2585|울산광역시 남구 신복로72번길 6-7||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||더드림학원|1층 (무거동,몬테소리놀이방)|||20315
더맨투맨학원||||일반학원|052-222-1976|울산광역시 남구 굴화4길 29||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||더맨투맨학원|(3층) (무거동,신세계미술학원)|||20315
더뮤즈음악학원||||음악/미술학원|052-257-2915|울산광역시 남구 남중로 124||3|학교교과교습학원;예능(대);음악;예능(중)|||||더뮤즈음악학원|(2층) (삼산동,삼산영재속셈음악학원)|||20309
더바이올린음악학원||||음악/미술학원||울산광역시 남구 문수로410번길 22||3|학교교과교습학원;예능(대);음악;예능(중)|||||더바이올린음악학원|2층 (신정동)|||20309
더발레아카데미학원||||취미학원|052-261-2258|울산 남구 번영로 141||3|학교교과교습학원;예능(대);무용;예능(중)|||||더발레아카데미학원|3층 (달동)|||20313
더스터디프리미엄독서실||||독서실|052-222-0051|울산광역시 남구 신복로 20||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||더스터디프리미엄독서실|4층 (무거동)|||20317
더스페셜스피치학원||||일반학원||울산광역시 남구 법대로 94-12||4|평생직업교육학원;기예(대);화술;기예(중)|||||더스페셜스피치학원|3층 (옥동)|||20315
더앤미술학원||||음악/미술학원||울산광역시 남구 봉월로59번길 14||4|학교교과교습학원;예능(대);미술;예능(중)|||||더앤미술학원|2층 (신정동)|||20309
더엠음악학원||||음악/미술학원|052-275-4433|울산광역시 남구 도산로 59||2|학교교과교습학원;예능(대);음악;예능(중)|||||더엠음악학원|울산달동우방맨션 제5동 201호 2층 (달동,달동우방맨션)|||20309
더위너수학영어전문학원||||일반학원|052-222-2570|울산광역시 남구 신복로72번길 24-23||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||더위너수학영어전문학원|(2층) (무거동,오색미술학원)|||20315
더이안영어전문학원||||일반학원||울산광역시 남구 대암로 110||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||더이안영어전문학원|2층 (야음동)|||20315
더줄리어드음악학원||||음악/미술학원|052-261-0522|울산광역시 남구 수암로163번길 20-1||2|학교교과교습학원;예능(대);음악;예능(중)|||||더줄리어드음악학원|(2층) (야음동)|||20309
더클래식발레학원||||취미학원||울산광역시 남구 삼산로 15||2|학교교과교습학원;예능(대);무용;예능(중)|||||더클래식발레학원|3층 일부 (신정동)|||20313
더프렌드살롱네일힐러학원||||전문자격학원||울산광역시 남구 왕생로66번길 28-1||2|평생직업교육학원;직업기술;이·미용;산업응용기술|||||더프렌드살롱네일힐러학원|4층 (달동,아침빌딩)|||20307
데이비드잉글리쉬어학원||||외국어학원|052-265-5854|울산광역시 남구 돋질로 302||6|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||데이비드잉글리쉬어학원|1545-1번지 (3층일부) (삼산동)|||20305
데이지독서실||||독서실|052-266-0950|울산광역시 남구 돋질로 288-1||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||데이지독서실|(5,6층) (삼산동)|||20317
도길재수학학원||||일반학원|052-272-3954|울산광역시 남구 문수로321번길 5||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||도길재수학학원|3층 (옥동)|||20315
도앤도음악학원||||음악/미술학원|052-269-1100|울산광역시 남구 월평로 79||3|학교교과교습학원;예능(대);음악;예능(중)|||||도앤도음악학원|2층|||20309
독선생영어학원||||일반학원||울산광역시 남구 문수로317번길 4||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||독선생영어학원|(1층) (옥동)|||20315
동경일본어전문학원||||외국어학원|052-244-4255|울산광역시 남구 중앙로 217||9|평생직업교육학원;국제화;어학(성인);국제|||||동경일본어전문학원|(신정동,명문고시학원)|||20305
