##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@코스닥기업
로보스타||||코스닥기업|031-400-3600|경기도 안산시 상록구 수인로 700||||||||로보스타|(사사동119-38)|||210202
로보티즈||||코스닥기업|070-8671-2600|서울특별시 강서구 마곡중앙5로1길 37||||||||로보티즈||||210202
로스웰||||코스닥기업|86-514-876387|||||||||로스웰|4th Floor,Fairmont House,No.8 Cotton Tree Drive,Admiralty,Hongkong|||210202
로지시스||||코스닥기업|02-2125-6300|서울특별시 마포구 독막로 281||||||||로지시스|(대흥동,한국컴퓨터빌딩)|||210202
로체시스템즈||||코스닥기업|031-335-9100|경기도 용인시 처인구 경안천로 364||||||||로체시스템즈||||210202
루멘스||||코스닥기업|031-8033-1200|경기도 용인시 기흥구 원고매로 12||||||||루멘스|(고매동)|||210202
루미마이크로||||코스닥기업|031-210-1913|경기도 용인시 처인구 남사면 봉무로 309||||||||루미마이크로||||210202
루트로닉||||코스닥기업|070-4714-6013|경기도 고양시 덕양구 소원로 219||||||||루트로닉|루트로닉센터|||210202
루트원플러스||||코스닥기업|031-697-3500|경기도 성남시 분당구 판교로 744||||||||루트원플러스|(야탑동,분당테크노파크)c동 401호|||210202
룽투코리아||||코스닥기업|02-2640-3557|서울특별시 금천구 디지털로9길 68||||||||룽투코리아|대륭포스트타워 5차,9층|||210202
리노공업||||코스닥기업|051-831-3232|부산시 강서구 미음산단로 105번길 10||||||||리노공업||||210202
리노스||||코스닥기업|02-3489-6800|서울특별시 서초구 효령로 317||||||||리노스|(서초동)|||210202
리더스코스메틱||||코스닥기업|031-499-8541|서울특별시 광진구 능동로 90||||||||리더스코스메틱|더클래식 500 씨 404호|||210202
리드||||코스닥기업|031-324-0200||경기도 화성시 향남읍 구문천리 930-8|||||||리드||||210202
리드코프||||코스닥기업|02-2126-5000|서울특별시 영등포구 은행로 25||||||||리드코프|안원빌딩 6층 (여의도동)|||210202
리켐||||코스닥기업|042-825-8630|충청남도 금산군 추부면 금산로 2423-16||||||||리켐|리켐 (주)|||210202
린드먼아시아||||코스닥기업|070-7019-4006|서울특별시 강남구 테헤란로 234||||||||린드먼아시아|4층 (역삼동,삼익빌딩)|||210202
링네트||||코스닥기업|02-6675-1500|서울특별시 구로구 디지털로33길 27||||||||링네트|409호 (구로동,삼성IT밸리 4층)|||210202
링크제니시스||||코스닥기업|031-422-3581|경기도 안양시 동안구 시민대로 401||||||||링크제니시스|319호 (관양동,대륭테크노타운15차)|||210202
마이크로디지탈||||코스닥기업|031-701-2225|경기도 성남시 분당구 판교로228번길 15||||||||마이크로디지탈|제윈스동 701호|||210202
마이크로컨텍솔||||코스닥기업|041-621-4331|충청남도 천안시 서북구 성거읍 오송2길 15-21||||||||마이크로컨텍솔||||210202
마이크로텍||||코스닥기업|031-651-6004|경기도 안성시 원곡면 원당로 157||||||||마이크로텍||||210202
마이크로프랜드||||코스닥기업|02-944-6400|서울특별시 노원구 공릉로 232||||||||마이크로프랜드|10층 (공릉동,서울테크노파크)|||210202
마크로젠||||코스닥기업|02-2113-7000|서울특별시 금천구 벚꽃로 254||||||||마크로젠|월드메르디앙벤처센터 10층 (가산동)|||210202
매일유업||||코스닥기업|02-2117-2113|서울특별시 종로구 종로1길 50||||||||매일유업||||210202
매일홀딩스||||코스닥기업|02-2127-2113|서울시 종로구 율곡로 88||||||||매일홀딩스||||210202
매직마이크로||||코스닥기업|070-8680-3792|경기도 안산시 단원구 신원로133번길 15||||||||매직마이크로|.|||210202
매커스||||코스닥기업|02-3490-9500|서울시 강남구 봉은사로 44길 73||||||||매커스|(역삼동 691-26)|||210202
맥스로텍||||코스닥기업|053-584-6540|대구광역시 달서구 성서로71길 40||||||||맥스로텍||||210202
머큐리||||코스닥기업|032-580-3090|인천광역시 서구 가재울로 90||||||||머큐리||||210202
멀티캠퍼스||||코스닥기업|02-6262-9114|서울특별시 강남구 언주로 508||||||||멀티캠퍼스|서울상록회관 17층|||210202
메가스터디||||코스닥기업|02-6350-8400|서울특별시 마포구 상암산로 34||||||||메가스터디|15층 (상암동,디지털큐브)|||210202
메가스터디교육||||코스닥기업|02-3489-8200|서울특별시 서초구 효령로 321||||||||메가스터디교육|덕원빌딩|||210202
메가엠디||||코스닥기업|02-3489-8346|서울특별시 서초구 효령로 321||||||||메가엠디|(서초동,덕원빌딩)|||210202
메디아나||||코스닥기업|033-742-5400|강원도 원주시 문막읍 동화공단로 132||||||||메디아나||||210202
메디톡스||||코스닥기업|043-217-1555|충북 청원군 오창읍 각리1길 78||||||||메디톡스||||210202
메디포스트||||코스닥기업|02-3465-6677|경기도 성남시 분당구 대왕판교로 644번길 21||||||||메디포스트||||210202
메디프론||||코스닥기업|02-545-9277|서울특별시 강서구 양천로 583||||||||메디프론|A동 1401호 (염창동,우림블루나인비즈니스센터)|||210202
메이슨캐피탈||||코스닥기업|063-287-5305|전라북도 전주시 완산구 기린대로 213||||||||메이슨캐피탈|대우빌딩 14층 12호|||210202
메지온||||코스닥기업|02-560-8000|서울시 강남구 테헤란로 87길 35||||||||메지온|C&H빌딩 3층|||210202
메카로||||코스닥기업|031-646-4400|경기도 평택시 산단로 103-14||||||||메카로||||210202
메타바이오메드||||코스닥기업|043-218-1981|충북 청원군 오송읍 오송생명1로 270||||||||메타바이오메드|오송생명과학단지|||210202
멕아이씨에스||||코스닥기업|070-7119-2520|경기도 파주시 상지석길 21||||||||멕아이씨에스||||210202
멜파스||||코스닥기업|031-707-2280|경기도 성남시 분당구 판교역로 225-14||||||||멜파스|멜파스 빌딩|||210202
명성티엔에스||||코스닥기업|053-582-3577|대구광역시 달서구 성서공단로25길 16||||||||명성티엔에스||||210202
모다||||코스닥기업|02-523-7677|서울특별시 강남구 삼성로 570||||||||모다|석천빌딩 6층|||210202
모다이노칩||||코스닥기업|031-315-7250|경기도 안산시 단원구 동산로 27번길 42-7||||||||모다이노칩||||210202
모두투어||||코스닥기업|1544-5252|서울특별시 중구 을지로 16||||||||모두투어|백남빌딩 5층 (을지로1가)|||210202
모바일리더||||코스닥기업|02-2051-4151|서울특별시 강남구 강남대로 330||||||||모바일리더|(역삼동,우덕빌딩 5층)|||210202
모바일어플라이언스||||코스닥기업|031-777-8071|경기도 안양시 동안구 시민대로 401||||||||모바일어플라이언스||||210202
모베이스||||코스닥기업|032-529-4200|경기도 화성시 동탄첨단산업1로 73||||||||모베이스|(영천동)|||210202
모보||||코스닥기업|031-831-2900|경기도 오산시 경기대로 52-30||||||||모보|(갈곶동)|||210202
모비스||||코스닥기업|031-8018-8484|경기도 성남시 분당구 판교로 253||||||||모비스|이노밸리C동 2층 203호|||210202
모아텍||||코스닥기업|032-810-9000|인천시 남동구 인주대로 698||||||||모아텍|(구월동)|||210202
모트렉스||||코스닥기업|070-4862-6100|경기도 성남시 분당구 황새울로258번길 25||||||||모트렉스|서영빌딩 12층|||210202
모헨즈||||코스닥기업|041-578-7202|충청남도 천안시 동남구 풍세면 잔다리길 56||||||||모헨즈||||210202
무림SP||||코스닥기업|02-3485-1603|서울시 강남구 강남대로 656||||||||무림SP||||210202
미니멈컬렉션||||코스닥기업|02-3460-9500|서울시 강남구 논현로 105길 48||||||||미니멈컬렉션|5층 (역삼동,나실빌딩)|||210202
미래나노텍||||코스닥기업|043-710-1100|충청북도 청원군 옥산면 과학산업1로 16||||||||미래나노텍||||210202
미래생명자원||||코스닥기업|02-2203-7397|서울특별시 송파구 법원로9길 26||||||||미래생명자원|D동 506 ~ 512호 (문정동,H business PARK)|||210202
미래에셋대우스팩1호||||코스닥기업|02-3774-7171|서울특별시 중구 을지로5길 26||||||||미래에셋대우스팩1호|미래에셋센터원빌딩 동관|||210202
미래에셋대우스팩2호||||코스닥기업|02-3774-7117|서울특별시 중구 을지로5길 26||||||||미래에셋대우스팩2호|미래에셋센터원|||210202
미래에셋벤처투자||||코스닥기업|070-4800-2104|경기도 성남시 분당구 판교역로241번길 20||||||||미래에셋벤처투자||||210202
미래컴퍼니||||코스닥기업|031-350-9997|경기도 화성시 양감면 정문송산로 69-12||||||||미래컴퍼니||||210202
미래테크놀로지||||코스닥기업|070-8890-1537|서울특별시 구로구 디지털로26길 123||||||||미래테크놀로지|지플러스코오롱디지털타워 907호|||210202
미래SCI||||코스닥기업|043-710-0112|충청북도 청원군 옥산면 과학산업4로 141||||||||미래SCI||||210202
미스터블루||||코스닥기업|02-337-0610|서울특별시 마포구 월드컵북로6길 18||||||||미스터블루|(동교동,미스터블루빌딩)|||210202
미코||||코스닥기업|031-670-5800|경기도 안성시 공단로 100||||||||미코||||210202
미투온||||코스닥기업|02-515-2864|서울특별시 강남구 학동로 343||||||||미투온|더피나클강남 6층|||210202
민앤지||||코스닥기업|02-929-4463|서울특별시 강남구 테헤란로34길 6||||||||민앤지|태광타워 13층|||210202
바디텍메드||||코스닥기업|02-2004-4938|강원도 춘천시 동내면 거두단지1길 43||||||||바디텍메드||||210202
바른손||||코스닥기업|02-596-4411|경기도 성남시 분당구 판교로 253||||||||바른손|201호 (삼평동,이노밸리A동)|||210202
바른손이앤에이||||코스닥기업|070-7609-1404|서울특별시 강남구 봉은사로 509||||||||바른손이앤에이|수당빌딩 4층|||210202
바른전자||||코스닥기업|031-8020-6000|경기도 화성시 동탄면 경기동로 548||||||||바른전자||||210202
바른테크놀로지||||코스닥기업|02-3459-0500|서울특별시 강남구 강남대로 262||||||||바른테크놀로지|18층 (도곡동,캠코양재타워)|||210202
바이넥스||||코스닥기업|032-850-3000|부산시 사하구 다대로 368-3||||||||바이넥스||||210202
바이오니아||||코스닥기업|042-936-8500|대전시 대덕구 문평서로 8-11||||||||바이오니아||||210202
바이오로그디바이스||||코스닥기업|02-3771-9677|경기도 화성시 동탄면 동탄기흥로 64-10||||||||바이오로그디바이스|3층|||210202
바이오리더스||||코스닥기업|042-934-7671|경기도 용인시 수지구 신수로 767||||||||바이오리더스|7층 (동천동,분당수지유타워 지식산업센터)|||210202
바이오빌||||코스닥기업|055-383-7890|경남 양산시 두전길 94||||||||바이오빌||||210202
바이오솔루션||||코스닥기업|02-3446-8884|서울특별시 노원구 공릉로 232||||||||바이오솔루션|8층 803호 (공릉동,서울테크노파크)|||210202
바이오스마트||||코스닥기업|02-3218-9000|서울특별시 성동구 광나루로 172||||||||바이오스마트||||210202
바이오제네틱스||||코스닥기업|043-836-0025|충북 증평군 증평읍 광장로 473-3||||||||바이오제네틱스||||210202
바이오톡스텍||||코스닥기업|043-210-7777|충북 청원군 오창읍 연구단지로 53||||||||바이오톡스텍|(양청리 686-2 오창과학산업단지 58-1B/L)|||210202
바이온||||코스닥기업|043-213-2722|충청북도 청원군 북이면 신대석성로 144||||||||바이온||||210202
바텍||||코스닥기업|031-679-2000|경기도 화성시 삼성1로 2길 13||||||||바텍|(석우동 23-4)|||210202
배럴||||코스닥기업|02-335-3176|서울특별시 강남구 논현로 709||||||||배럴|4층 (논현동,로얄빌딩)|||210202
백금T&A||||코스닥기업|031-488-7900|경기도 군포시 엘에스로 153-18||||||||백금T&A|L&C타워 4~6층 (산본동)|||210202
버추얼텍||||코스닥기업|02-3140-1000|서울특별시 서초구 방배로 162||||||||버추얼텍|서울시 서초구 방배로 162,4층 (예광빌딩)|||210202
버킷스튜디오||||코스닥기업|02-3452-5079|서울특별시 강남구 언주로135길 21||||||||버킷스튜디오||||210202
범양사||||코스닥기업|02-799-3700|서울특별시 용산구 장문로6길 12||||||||범양사|범양빌딩 5층 (주)범양사|||210202
베뉴지||||코스닥기업|02-3665-0101|서울특별시 강남구 선릉로62길 15||||||||베뉴지|(대치동)|||210202
베셀||||코스닥기업|031-683-3953|경기도 수원시 권선구 산업로155번길 281||||||||베셀||||210202
베스파||||코스닥기업|02-6954-0889|서울특별시 강남구 테헤란로83길 15||||||||베스파|제이엠빌딩 9층|||210202
보광산업||||코스닥기업|053-384-0881|대구광역시 북구 유통단지로3길 40||||||||보광산업|(산격동)|||210202
보라티알||||코스닥기업|02-538-3373|서울특별시 강남구 학동로 506||||||||보라티알|4층 (삼성동,보라빌딩)|||210202
보령메디앙스||||코스닥기업|02-708-8357|서울시 종로구 창경궁로 136||||||||보령메디앙스|(원남동 66-21 보령빌딩)|||210202
보성파워텍||||코스닥기업|031-491-0311|충청북도 충주시 주덕읍 대창길 70||||||||보성파워텍||||210202
보진재||||코스닥기업|031-955-1112|서울특별시 영등포구 당산로 237||||||||보진재|그린빌 402호 (당산동6가)|||210202
본느||||코스닥기업|02-6423-4111|서울특별시 송파구 송파대로22길 5-15||||||||본느||||210202
부방||||코스닥기업|02-2008-7272|서울특별시 강남구 삼성로 528||||||||부방|부방빌딩|||210202
부스타||||코스닥기업|043-536-9107|충북 진천군 이월면 고등2길 18||||||||부스타||||210202
뷰웍스||||코스닥기업|070-7011-6161|경기도 안양시 동안구 부림로 170||||||||뷰웍스|413|||210202
브레인콘텐츠||||코스닥기업|02-2017-7933|서울특별시 강남구 테헤란로 325||||||||브레인콘텐츠|어반벤치빌딩 14층|||210202
