##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@관광공사맛집
정선황기막국수||128.6641461733|37.3808181237|관광공사맛집|033-563-0563|강원도 정선군 정선읍 5일장길 31-9||맛집;음식||||||정선황기막국수||||kto
청송횟집||128.6532855060|37.2129844645|관광공사맛집|033-378-6474|강원도 정선군 신동읍 함백로 106||맛집;음식||||||청송횟집||||kto
정도너츠||128.5271735255|36.8714157425|관광공사맛집|054-636-0043|경상북도 영주시 풍기읍 동양대로 6-1||영주맛집;음식||||||정도너츠||||kto
순흥전통묵집||128.5750902414|36.9134340512|관광공사맛집|054-634-4614|경상북도 영주시 순흥면 순흥로39번길 21||맛집;음식||||||순흥전통묵집||||kto
농가맛집/산속의친구||128.3951410238|37.2457285725|관광공사맛집|033-372-5177|강원도 영월군 북면 덕전길 132-54||맛집;음식||||||농가맛집 산속의친구||||kto
물레방아/막국수||128.3716988323|37.6136162105|관광공사맛집|033-336-9004|강원도 평창군 봉평면 이효석길 152||강원권;맛집;물레방아막국수;연중무휴;음식;평창맛집;한식|10:00 ~ 22:00|||||물레방아 막국수||||kto
아리랑/개성손만두/요리전문점||126.7749220334|37.4990778971|관광공사맛집|032-322-1650|경기도 부천시 부흥로315번길 41||부천맛집;음식||||||아리랑 개성손만두 요리전문점||||kto
언구비육회||127.0197883503|37.5083950751|관광공사맛집|070-7543-3033|서울특별시 서초구 강남대로83길 33||서울맛집;음식||||||언구비육회||||kto
참한우마을||127.7984935753|37.0925378834|관광공사맛집|043-855-5808|충청북도 충주시 앙성면 가곡로 1512||음식;충주맛집||||||참한우마을||||kto
횡성축협한우프라자|새말점|128.0749527038|37.4502878306|관광공사맛집|033-342-6144|강원도 횡성군 우천면 한우로 1401||강원권;맛집;음식;한식;횡성맛집;횡성축협한우프라자||||||횡성축협한우프라자 새말점||||kto
너울가지||129.1619434324|37.4646292164|관광공사맛집|033-574-1277|강원도 삼척시 새천년도로 629-27||맛집;음식||||||너울가지||||kto
박현자네/더덕밥||127.9745614770|37.4602653546|관광공사맛집|033-344-1116|강원도 횡성군 횡성읍 횡성로 59||맛집;음식||||||박현자네 더덕밥||||kto
명가||127.7047668168|38.1060630751|관광공사맛집|033-442-2957|강원도 화천군 화천읍 상승로 57||맛집;음식||||||명가||||kto
은광통나무집||127.8320685607|37.6578453674|관광공사맛집|033-435-9456|강원도 홍천군 홍천읍 양지말길 12-20||맛집;양념화로구이;연중무휴;은광통나무집;음식;홍천맛집||||||은광통나무집||||kto
대덕원||127.8867068707|37.6977556464|관광공사맛집|033-434-8889|강원도 홍천군 홍천읍 석화로4길 15||맛집;음식||||||대덕원||||kto
대청마루||127.7063000555|38.1045521690|관광공사맛집|033-442-1290|강원도 화천군 화천읍 중앙로5길 8||맛집;음식||||||대청마루||||kto
정가붕어찜||127.7863871757|37.9194974494|관광공사맛집|033-242-6363|강원도 춘천시 동면 지내양지길 41-9||맛집;음식||||||정가붕어찜||||kto
퇴계막국수||127.7257166209|37.8622974156|관광공사맛집|033-255-3332|강원도 춘천시 영서로 2231||맛집;음식||||||퇴계막국수||||kto
회/장/메||127.7237483037|37.9239263192|관광공사맛집|033-255-2521|강원도 춘천시 화목원길 21||맛집;음식||||||회·장·메||||kto
통나무집/닭갈비||127.7932528104|37.9331321024|관광공사맛집|033-241-5999|강원도 춘천시 신북읍 신샘밭로 763||맛집;음식||||||통나무집 닭갈비||||kto
연산골막국수||127.7902208166|37.8974806382|관광공사맛집|033-241-7025|강원도 춘천시 동면 연산골길 105-12||맛집;음식||||||연산골막국수||||kto
경복궁||126.4307703462|34.7976700325|관광공사맛집|061-287-5204|전라남도 목포시 원형서로 1||맛집;음식|09:00 ~ 18:00|||||경복궁||||kto
헤세의정원||126.9781945020|37.7186920971|관광공사맛집|031-877-5113<br />010-4009-3061|경기도 양주시 장흥면 호국로550번길 111||반려견동반여행지;양주맛집;음식||||||(유)헤세의정원||||kto
벙글벙글식당||128.6391128855|35.8240537679|관광공사맛집|053-782-9571|대구광역시 수성구 지범로39길 11-12||대구맛집;맛집;벙글벙글식당;비빔밥;수성구맛집;육개장;음식;음식점;향토전통음식점||||||벙글벙글식당||||kto
팔공참한우암소마실||128.6433702688|35.9442069112|관광공사맛집|053-982-3384|대구광역시 동구 팔공로 481||맛집;음식||||왕림한우숯불가든||팔공참한우암소마실(구 왕림한우숯불가든)||||kto
대동강||128.6016822120|35.8468921600|관광공사맛집|053-471-3379|대구광역시 남구 대봉로 57-1||맛집;음식||||||대동강||||kto
산호찜갈비||128.6026341546|35.8738863444|관광공사맛집|053-422-2523|대구광역시 중구 동덕로36길 9-9||경상권;대구맛집;맛집;산호찜갈비;연중무휴;음식;찜갈비||||||산호찜갈비||||kto
녹양식당||128.5918072852|35.8755220710|관광공사맛집|053-257-1796|대구광역시 중구 중앙대로 439-1||맛집;음식||||||녹양식당||||kto
울산정자/참가자미회||128.6066800680|35.9080464398|관광공사맛집|053-381-3553|대구광역시 북구 유통단지로8길 13-28||맛집;음식||||||울산정자 참가자미회||||kto
대경한정식||128.6225306178|35.8382129713|관광공사맛집|053-761-3161|대구광역시 수성구 동대구로12길 12||맛집;음식||||||대경한정식||||kto
집밥/아미정||128.6112657567|35.9087242257|관광공사맛집|053-382-2238|대구광역시 북구 유통단지로8길 80||맛집;음식||||||집밥 아미정||||kto
블루문||128.6345335390|35.9940816508|관광공사맛집|053-981-8088|대구광역시 동구 파계로 685||맛집;음식||||||블루문||||kto
아트리움||128.6317485171|35.8645518276|관광공사맛집|053-754-3111|대구광역시 수성구 국채보상로186길 151||맛집;음식||||||아트리움||||kto
한우장||128.5904435579|35.8740361026|관광공사맛집|053-257-1125|대구광역시 중구 국채보상로 567||맛집;음식||||||한우장||||kto
단양면옥||128.6196371955|38.0782698726|관광공사맛집|033-671-2227|강원도 양양군 양양읍 남문6길 3||강원권;냉면;단양면옥;맛집;수육;음식||||||단양면옥||||kto
만리장성||128.6002790945|35.8635430275|관광공사맛집|053-424-1168|대구광역시 중구 명륜로 168||맛집;음식||||||만리장성||||kto
개정||128.5942793581|35.8730779485|관광공사맛집|053-422-0366|대구광역시 중구 동성로 36-6||맛집;음식||||||개정||||kto
대하닭갈비||128.5956598223|35.8719642111|관광공사맛집|053-427-3331|대구광역시 중구 동성로6길 45||맛집;음식||||||대하닭갈비||||kto
와촌손칼국시|본점|128.5715406584|35.8383981218|관광공사맛집|053-623-9259|대구광역시 남구 대명남로 141||맛집;음식||||||와촌손칼국시 본점||||kto
한치식당||128.6696899703|37.3857843234|관광공사맛집|033-562-1068|강원도 정선군 정선읍 녹송1길 30||맛집;음식|11:00 ~ 21:30|||||한치식당||||kto
메밀마을||127.9419996996|37.6768507725|관광공사맛집|033-436-0444|강원도 홍천군 동면 사락골길 24-2||맛집;음식||||||메밀마을||||kto
별미춘천닭갈비||128.5671353306|35.9439555309|관광공사맛집|053-323-2818|대구광역시 북구 동암로38길 29-31||맛집;음식||||||별미춘천닭갈비||||kto
평양막국수/초계탕||127.7451636795|38.0877076394|관광공사맛집|033-442-1112|강원도 화천군 화천읍 평화로 406||맛집;음식||||||평양막국수·초계탕||||kto
통나무집식당||128.4453946190|38.0799413054|관광공사맛집|033-671-3523|강원도 양양군 서면 약수길 33||맛집;음식||||||통나무집식당||||kto
미엘||127.0415274807|37.5280598483|관광공사맛집|02-512-2395|서울특별시 강남구 도산대로67길 13-12||맛집;음식||||miel||미엘(miel)||||kto
미성당납작만두||128.5786088664|35.8604790858|관광공사맛집|053-255-0742|대구광역시 중구 명덕로 93||맛집;음식||||||미성당납작만두||||kto
옛날집/낙원아구찜||126.9858950710|37.5762865793|관광공사맛집|02-741-3621|서울특별시 종로구 삼일대로 436||낙원아구찜;맛집;수도권;아구찜;음식;해물찜||||||옛날집 낙원아구찜||||kto
해금강||128.6271928016|35.8846911299|관광공사맛집|053-954-2323|대구광역시 동구 신암남로 133||경상권;맛집;복어요리;음식;해금강||||||해금강||||kto
키미/아트/카페||126.9721924223|37.6157900743|관광공사맛집|02-394-6441|서울특별시 종로구 평창30길 47||맛집;수도권;음식;카페;키미아트카페||||||키미 아트 카페||||kto
대백손칼국수||128.6010150232|35.8677731176|관광공사맛집|053-423-2792|대구광역시 중구 동덕로 114||맛집;음식||||||대백손칼국수||||kto
나무포||126.3816136445|34.7948889841|관광공사맛집|061-243-8592|전라남도 목포시 수문로 19-1||맛집;음식||||||나무포||||kto
마산아구와해물||126.9858950710|37.5762865793|관광공사맛집|02-765-1338|서울특별시 종로구 삼일대로 436||맛집;음식||||||마산아구와해물||||kto
도원마산아구해물찜||126.9858006270|37.5765754326|관광공사맛집|02-765-4009|서울특별시 종로구 삼일대로 438||맛집;음식||||||도원마산아구해물찜||||kto
한재골하얀집||126.8861985259|35.2884388990|관광공사맛집|061-381-5282|전라남도 담양군 대전면 방축동길 4||맛집;음식||||||한재골하얀집||||kto
인동주마을||126.4346892192|34.8070190437|관광공사맛집|061-284-4068|전라남도 목포시 복산길12번길 5||맛집;음식||||||인동주마을||||kto
중화반점||128.5920351361|35.8721724540|관광공사맛집|053-425-6839|대구광역시 중구 중앙대로 404-11||맛집;음식||||||중화반점||||kto
한국추어탕||126.4196015141|34.8132014329|관광공사맛집|061-282-5080|전라남도 목포시 하당로241번길 11||맛집;음식||||||한국추어탕||||kto
조선옥||127.7243356628|34.9652897195|관광공사맛집|061-792-8558|전라남도 광양시 광영로 22||맛집;음식||||||조선옥||||kto
한미르||126.3785612257|34.7911921285|관광공사맛집|061-243-7227|전라남도 목포시 유달로 112||맛집;음식||||||한미르||||kto
들풀산채정식||126.9842696358|35.2086412497|관광공사맛집|061-381-7370|전라남도 담양군 고서면 분향용대길 3-6||맛집;음식||||||들풀산채정식||||kto
약산흑염소가든||126.9862732864|35.0561918224|관광공사맛집|061-373-9292<br />061-373-9233|전라남도 화순군 화순읍 상삼2길 13-9||맛집;음식||||||약산흑염소가든||||kto
손중헌원조논메기매운탕||128.4433621884|35.8700810688|관광공사맛집|053-583-0174|대구광역시 달성군 다사읍 부곡2길 7-9||맛집;음식||||||손중헌원조논메기매운탕||||kto
벙글벙글/찜갈비||128.6029285704|35.8739946710|관광공사맛집|053-424-6881|대구광역시 중구 동덕로36길 9-12||맛집;음식||||||벙글벙글 찜갈비||||kto
낙영찜갈비||128.6026952500|35.8742668582|관광공사맛집|053-423-3330|대구광역시 중구 동덕로36길 9-17||맛집;음식||||||낙영찜갈비||||kto
산정논메기매운탕||128.4405264280|35.8664508723|관광공사맛집|053-582-2559|대구광역시 달성군 다사읍 달구벌대로109길 142-13||맛집;음식||||||산정논메기매운탕||||kto
누닝/펫푸드카페||126.6428886250|37.5353102344|관광공사맛집|050-6781-2840|인천광역시 서구 청라커낼로 270||반려견동반여행지;음식;인천카페||||||누닝 펫푸드카페||||kto
땅끝바다횟집||126.5252071767|34.3027521256|관광공사맛집|061-534-6422|전라남도 해남군 송지면 땅끝마을길 38-7||맛집;음식||||||땅끝바다횟집||||kto
덤장||126.4993806250|33.5073263494|관광공사맛집|064-713-0550|제주특별자치도 제주시 용문로 48||맛집;음식||||||덤장||||kto
네거리식당||126.5572980318|33.2517832918|관광공사맛집|064-762-5513|제주특별자치도 서귀포시 서문로29번길 20||맛집;음식||||||네거리식당||||kto
신제주삼보식당||126.4933398731|33.4901309349|관광공사맛집|064-749-3620|제주특별자치도 제주시 신대로16길 10||갈치조림;맛집;신제주삼보식당;옥돔구이;음식;제주권;제주맛집||||||신제주삼보식당||||kto
시골죽집||126.9185811521|37.4005252302|관광공사맛집|031-466-9955|경기도 안양시 만안구 안양로291번길 21||맛집;음식||||||시골죽집||||kto
삼성혈해물탕||126.4977255785|33.4912225503|관광공사맛집|064-745-3000|제주특별자치도 제주시 선덕로5길 20||맛집;음식||||||삼성혈해물탕||||kto
해오름식당||126.9315329889|33.4643630428|관광공사맛집|064-782-2256|제주특별자치도 서귀포시 성산읍 일출로 260||맛집;음식||||||해오름식당||||kto
신당동/천팥죽||127.0166369505|37.5679436569|관광공사맛집|02-2237-6385|서울특별시 중구 다산로44길 33||맛집;음식||||||신당동 천팥죽||||kto
명가/팥칼국수||126.7550767955|37.4928199386|관광공사맛집|032-323-8259|경기도 부천시 부일로243번길 37||맛집;음식||||||명가 팥칼국수||||kto
콩지팥찌||127.0083175601|37.3961162331|관광공사맛집|031-426-9292|경기도 의왕시 독정이길 26||맛집;음식||||||콩지팥찌||||kto
옛날팥죽집||127.1212362196|35.8207964209|관광공사맛집|063-226-2022|전라북도 전주시 완산구 백제대로 276||맛집;음식||||||옛날팥죽집||||kto
매화강산||127.6558496906|34.7595671645|관광공사맛집|061-692-1616|전라남도 여수시 시청서6길 9||맛집;음식||||||매화강산||||kto
여수회관||126.5091988385|35.2798779794|관광공사맛집|061-351-0510<br />061-351-4097|전라남도 영광군 영광읍 물무로2길 47||맛집;음식||||||여수회관||||kto
백천선어마을||127.7414535793|34.7491114842|관광공사맛집|061-663-8252|전라남도 여수시 공화남2길 2||맛집;음식||||||백천선어마을||||kto
작은어촌||127.7003069483|34.7581319833|관광공사맛집|061-653-9500|전라남도 여수시 문수4길 14-13||맛집;음식||||||작은어촌||||kto
고향굴구이||126.4850584595|36.5109287380|관광공사맛집|041-641-8966|충청남도 보령시 천북면 홍보로 1061||고향굴구이;굴구이;맛집;보령맛집;음식;충청권||||||고향굴구이||||kto
과메기특구/일호식당||129.3558135630|36.0278830481|관광공사맛집|054-283-9666|경상북도 포항시 북구 대해로 39||맛집;음식||||||과메기특구 일호식당||||kto
명희네음식점||126.9004790905|34.6778912730|관광공사맛집|061-862-3369|전라남도 장흥군 장흥읍 토요시장2길 3-12||맛집;음식||||||명희네음식점||||kto
벌교갯벌식당||127.3420972352|34.8459520847|관광공사맛집|061-858-3322|전라남도 보성군 벌교읍 계성1길 5-1||맛집;음식||||||벌교갯벌식당||||kto
청실횟집||126.7478066547|34.3216286543|관광공사맛집|061-552-4559|전라남도 완도군 완도읍 해변공원로 51-1||맛집;음식||||||청실횟집||||kto
산지로||126.4749886848|33.4903972802|관광공사맛집|064-747-1889|제주특별자치도 제주시 정존15길 27||맛집;음식||||||산지로||||kto
